=== science-table40.xlsx ===
Cell A1 | value='Quantification of wild-type confetti clone sizes during estrus and diestrus used for Extended Data Figure 6b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9] | col_header=True | row_header=True | metadata=True
Cell B108 | value='4' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B109 | value='4' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B110 | value='4' | fill=00000000 | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B111 | value='5' | fill=00000000 | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B112 | value='5' | fill=00000000 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B113 | value='5' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B114 | value='5' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B115 | value='5' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B116 | value='6' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B117 | value='6' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B118 | value='6' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B119 | value='6' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B120 | value='6' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B121 | value='6' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B122 | value='6' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B123 | value='6' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B124 | value='7' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B125 | value='7' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B126 | value='7' | fill=00000000 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B127 | value='7' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B128 | value='8' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B129 | value='8' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B130 | value='8' | fill=00000000 | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B131 | value='8' | fill=00000000 | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B132 | value='8' | fill=00000000 | rows=[131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B133 | value='8' | fill=00000000 | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B134 | value='9' | fill=00000000 | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B135 | value='9' | fill=00000000 | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B136 | value='9' | fill=00000000 | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B137 | value='10' | fill=00000000 | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B138 | value='11' | fill=00000000 | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B139 | value='11' | fill=00000000 | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B140 | value='12' | fill=00000000 | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B141 | value='12' | fill=00000000 | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B142 | value='12' | fill=00000000 | rows=[141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B143 | value='12' | fill=00000000 | rows=[142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B144 | value='12' | fill=00000000 | rows=[143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B145 | value='12' | fill=00000000 | rows=[144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B146 | value='13' | fill=00000000 | rows=[145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B147 | value='13' | fill=00000000 | rows=[146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B148 | value='14' | fill=00000000 | rows=[147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B149 | value='15' | fill=00000000 | rows=[148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B150 | value='15' | fill=00000000 | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B151 | value='15' | fill=00000000 | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B152 | value='15' | fill=00000000 | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B153 | value='16' | fill=00000000 | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B154 | value='17' | fill=00000000 | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B155 | value='18' | fill=00000000 | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B156 | value='21' | fill=00000000 | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B157 | value='21' | fill=00000000 | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B158 | value='23' | fill=00000000 | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B159 | value='26' | fill=00000000 | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B160 | value='26' | fill=00000000 | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B161 | value='38' | fill=00000000 | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B162 | value='40' | fill=00000000 | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B163 | value='4' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B164 | value='5' | fill=00000000 | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B165 | value='5' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B166 | value='5' | fill=00000000 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B167 | value='16' | fill=00000000 | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B168 | value='20' | fill=00000000 | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B169 | value='26' | fill=00000000 | rows=[168] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B170 | value='53' | fill=00000000 | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B171 | value='1' | fill=00000000 | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B172 | value='1' | fill=00000000 | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B173 | value='1' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B174 | value='1' | fill=00000000 | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B175 | value='2' | fill=00000000 | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B176 | value='3' | fill=00000000 | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B177 | value='3' | fill=00000000 | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B178 | value='3' | fill=00000000 | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B179 | value='3' | fill=00000000 | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B180 | value='3' | fill=00000000 | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B181 | value='3' | fill=00000000 | rows=[180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B182 | value='4' | fill=00000000 | rows=[181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B183 | value='4' | fill=00000000 | rows=[182] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B184 | value='4' | fill=00000000 | rows=[183] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B185 | value='4' | fill=00000000 | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B186 | value='4' | fill=00000000 | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B187 | value='4' | fill=00000000 | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B188 | value='5' | fill=00000000 | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B189 | value='5' | fill=00000000 | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B190 | value='5' | fill=00000000 | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B191 | value='5' | fill=00000000 | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B192 | value='5' | fill=00000000 | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B193 | value='5' | fill=00000000 | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B194 | value='5' | fill=00000000 | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B195 | value='5' | fill=00000000 | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B196 | value='6' | fill=00000000 | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B197 | value='6' | fill=00000000 | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B198 | value='6' | fill=00000000 | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B199 | value='6' | fill=00000000 | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B200 | value='6' | fill=00000000 | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B201 | value='6' | fill=00000000 | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B202 | value='7' | fill=00000000 | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B203 | value='7' | fill=00000000 | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B204 | value='7' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B205 | value='7' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B206 | value='8' | fill=00000000 | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B207 | value='9' | fill=00000000 | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B208 | value='9' | fill=00000000 | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B209 | value='9' | fill=00000000 | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B210 | value='10' | fill=00000000 | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B211 | value='10' | fill=00000000 | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B212 | value='10' | fill=00000000 | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B213 | value='10' | fill=00000000 | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B214 | value='11' | fill=00000000 | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B215 | value='13' | fill=00000000 | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B216 | value='13' | fill=00000000 | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B217 | value='14' | fill=00000000 | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B218 | value='14' | fill=00000000 | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B219 | value='15' | fill=00000000 | rows=[218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B220 | value='16' | fill=00000000 | rows=[219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B221 | value='16' | fill=00000000 | rows=[220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B222 | value='17' | fill=00000000 | rows=[221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B223 | value='18' | fill=00000000 | rows=[222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B224 | value='29' | fill=00000000 | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B225 | value='1' | fill=00000000 | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B226 | value='1' | fill=00000000 | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B227 | value='2' | fill=00000000 | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B228 | value='2' | fill=00000000 | rows=[227] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B229 | value='2' | fill=00000000 | rows=[228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B230 | value='2' | fill=00000000 | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B231 | value='2' | fill=00000000 | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B232 | value='2' | fill=00000000 | rows=[231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B233 | value='2' | fill=00000000 | rows=[232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B234 | value='2' | fill=00000000 | rows=[233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B235 | value='2' | fill=00000000 | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B236 | value='2' | fill=00000000 | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B237 | value='3' | fill=00000000 | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B238 | value='3' | fill=00000000 | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B239 | value='3' | fill=00000000 | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B240 | value='3' | fill=00000000 | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B241 | value='3' | fill=00000000 | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B242 | value='3' | fill=00000000 | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B243 | value='3' | fill=00000000 | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B244 | value='4' | fill=00000000 | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B245 | value='4' | fill=00000000 | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B246 | value='4' | fill=00000000 | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B247 | value='4' | fill=00000000 | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B248 | value='4' | fill=00000000 | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B249 | value='4' | fill=00000000 | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B250 | value='4' | fill=00000000 | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B251 | value='4' | fill=00000000 | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B252 | value='4' | fill=00000000 | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B253 | value='4' | fill=00000000 | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B254 | value='5' | fill=00000000 | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B255 | value='5' | fill=00000000 | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B256 | value='5' | fill=00000000 | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B257 | value='5' | fill=00000000 | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B258 | value='5' | fill=00000000 | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B259 | value='6' | fill=00000000 | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B260 | value='6' | fill=00000000 | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B261 | value='6' | fill=00000000 | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B262 | value='6' | fill=00000000 | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B263 | value='6' | fill=00000000 | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B264 | value='6' | fill=00000000 | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B265 | value='6' | fill=00000000 | rows=[264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B266 | value='6' | fill=00000000 | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B267 | value='7' | fill=00000000 | rows=[266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B268 | value='7' | fill=00000000 | rows=[267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B269 | value='7' | fill=00000000 | rows=[268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B270 | value='7' | fill=00000000 | rows=[269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B271 | value='8' | fill=00000000 | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B272 | value='8' | fill=00000000 | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B273 | value='8' | fill=00000000 | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B274 | value='8' | fill=00000000 | rows=[273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B275 | value='8' | fill=00000000 | rows=[274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B276 | value='8' | fill=00000000 | rows=[275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B277 | value='9' | fill=00000000 | rows=[276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B278 | value='9' | fill=00000000 | rows=[277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B279 | value='9' | fill=00000000 | rows=[278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B280 | value='10' | fill=00000000 | rows=[279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B281 | value='11' | fill=00000000 | rows=[280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B282 | value='11' | fill=00000000 | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B283 | value='12' | fill=00000000 | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B284 | value='12' | fill=00000000 | rows=[283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B285 | value='12' | fill=00000000 | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B286 | value='12' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B287 | value='12' | fill=00000000 | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B288 | value='12' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B289 | value='13' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B290 | value='13' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B291 | value='14' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B292 | value='15' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B293 | value='15' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B294 | value='15' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B295 | value='15' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B296 | value='16' | fill=00000000 | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B297 | value='17' | fill=00000000 | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B298 | value='18' | fill=00000000 | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B299 | value='21' | fill=00000000 | rows=[298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B300 | value='21' | fill=00000000 | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B301 | value='23' | fill=00000000 | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B302 | value='26' | fill=00000000 | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B303 | value='26' | fill=00000000 | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B304 | value='38' | fill=00000000 | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B305 | value='40' | fill=00000000 | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False

