=== society-table58.xlsx ===
Cell D1 | value='Total individual insolvencies' | fill=FFFFFF00 | rows=[0] | cols=[3, 4] | col_header=True | row_header=False | metadata=False
Cell H60 | value='6713' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='r' | fill=FF00B0F0 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J60 | value='22485' | fill=00000000 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B61 | value='Q4' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D61 | value='27993' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='r' | fill=FF00B0F0 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F61 | value='3860' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H61 | value='6860' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='r' | fill=FF00B0F0 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J61 | value='17273' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A63 | value='2020' | fill=00000000 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='Q1' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D63 | value='26870' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='r' | fill=FF00B0F0 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F63 | value='4582' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='r' | fill=FF00B0F0 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H63 | value='6863' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='r' | fill=FF00B0F0 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J63 | value='15425' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B64 | value='Q2' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='p' | fill=FF00B0F0 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D64 | value='32510' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F64 | value='2419' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H64 | value='4806' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J64 | value='25285' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A66 | value='Percentage change, latest quarter (2020 Q2) compared with:' | fill=FFFFFF00 | rows=[65] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A68 | value='2019' | fill=00000000 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B68 | value='Q2' | fill=00000000 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D68 | value='0.0715580605820891' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F68 | value='-0.428672649976382' | fill=00000000 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H68 | value='-0.286202287241943' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J68 | value='0.30523435886847' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A69 | value='Source: Insolvency Service' | fill=FF00B0F0 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A70 | value='1 Figures from 2011 Q2 onwards based on the date the bankruptcy order was granted by the court or the Adjudicator. From 6 April 2016, the process for people making themselves bankrupt moved online and out of the courts.' | fill=FF00B0F0 | rows=[69] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=True
Cell A71 | value='2  In April 2011 a change was introduced to the legislation to allow those who have built up value in a pension scheme to apply for debt relief under these provisions.' | fill=FF00B0F0 | rows=[70] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=True
Cell A72 | value='3 Includes Deeds of Arrangement.' | fill=FF00B0F0 | rows=[71] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=True

