=== education-table22.xlsx ===
Cell A1 | value='DBN' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell BL13 | value='0.653' | fill=00000000 | rows=[12] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM13 | value='0.47' | fill=00000000 | rows=[12] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN13 | value='2.55' | fill=00000000 | rows=[12] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO13 | value='0.635' | fill=00000000 | rows=[12] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP13 | value='1.9' | fill=00000000 | rows=[12] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ13 | value='0.21' | fill=00000000 | rows=[12] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR13 | value='2.39' | fill=00000000 | rows=[12] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS13 | value='0.775' | fill=00000000 | rows=[12] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT13 | value='0.2' | fill=00000000 | rows=[12] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU13 | value='2.48' | fill=00000000 | rows=[12] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV13 | value='0.746' | fill=00000000 | rows=[12] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW13 | value='1.59' | fill=00000000 | rows=[12] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX13 | value='0.55' | fill=00000000 | rows=[12] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY13 | value='1.83' | fill=00000000 | rows=[12] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ13 | value='0.813' | fill=00000000 | rows=[12] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA13 | value='0.49' | fill=00000000 | rows=[12] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB13 | value='1.89' | fill=00000000 | rows=[12] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC13 | value='0.786' | fill=00000000 | rows=[12] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A14 | value='02M586' | fill=00000000 | rows=[13] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B14 | value='Harvey Milk High School' | fill=00000000 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='33.8' | fill=7 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='B' | fill=7 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='.' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='1.93' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='11.33' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='.' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='1.76' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='11.48' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='.' | fill=00000000 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='8.91' | fill=00000000 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='2.88' | fill=00000000 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='12.36' | fill=00000000 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.636' | fill=00000000 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='3.01' | fill=00000000 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='12.25' | fill=00000000 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.639' | fill=00000000 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='7.45' | fill=00000000 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='5.61' | fill=00000000 | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='13.69' | fill=00000000 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='0.228' | fill=00000000 | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='5.82' | fill=00000000 | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='13.34' | fill=00000000 | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='0.217' | fill=00000000 | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='.' | fill=00000000 | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='5.65' | fill=00000000 | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='13.17' | fill=00000000 | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='.' | fill=00000000 | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='5.76' | fill=00000000 | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='12.98' | fill=00000000 | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='.' | fill=00000000 | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='0.053' | fill=00000000 | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='-0.114' | fill=00000000 | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='0.086' | fill=00000000 | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='0.835' | fill=00000000 | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='-0.117' | fill=00000000 | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='0.099' | fill=00000000 | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='0.787' | fill=00000000 | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='0.272' | fill=00000000 | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='0.029' | fill=00000000 | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='0.417' | fill=00000000 | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='0.626' | fill=00000000 | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR14 | value='0.014' | fill=00000000 | rows=[13] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='0.43' | fill=00000000 | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='0.62' | fill=00000000 | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='1.25' | fill=00000000 | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='0.39' | fill=00000000 | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW14 | value='1.95' | fill=00000000 | rows=[13] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX14 | value='0.551' | fill=00000000 | rows=[13] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY14 | value='0.41' | fill=00000000 | rows=[13] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ14 | value='1.91' | fill=00000000 | rows=[13] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA14 | value='0.56' | fill=00000000 | rows=[13] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB14 | value='1.57' | fill=00000000 | rows=[13] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC14 | value='0.17' | fill=00000000 | rows=[13] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD14 | value='2.11' | fill=00000000 | rows=[13] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE14 | value='0.722' | fill=00000000 | rows=[13] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF14 | value='0.08' | fill=00000000 | rows=[13] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG14 | value='2.26' | fill=00000000 | rows=[13] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH14 | value='0.683' | fill=00000000 | rows=[13] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI14 | value='.' | fill=00000000 | rows=[13] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ14 | value='0.49' | fill=00000000 | rows=[13] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK14 | value='2.51' | fill=00000000 | rows=[13] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL14 | value='.' | fill=00000000 | rows=[13] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM14 | value='0.47' | fill=00000000 | rows=[13] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN14 | value='2.55' | fill=00000000 | rows=[13] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO14 | value='.' | fill=00000000 | rows=[13] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP14 | value='2.06' | fill=00000000 | rows=[13] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ14 | value='0.26' | fill=00000000 | rows=[13] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR14 | value='2.38' | fill=00000000 | rows=[13] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS14 | value='0.849' | fill=00000000 | rows=[13] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT14 | value='0.2' | fill=00000000 | rows=[13] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU14 | value='2.48' | fill=00000000 | rows=[13] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV14 | value='0.816' | fill=00000000 | rows=[13] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW14 | value='.' | fill=00000000 | rows=[13] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX14 | value='0.5' | fill=00000000 | rows=[13] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY14 | value='1.84' | fill=00000000 | rows=[13] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ14 | value='.' | fill=00000000 | rows=[13] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA14 | value='0.49' | fill=00000000 | rows=[13] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB14 | value='1.89' | fill=00000000 | rows=[13] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC14 | value='.' | fill=00000000 | rows=[13] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A15 | value='02M605' | fill=00000000 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Humanities Preparatory Academy' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='32.7' | fill=7 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='B' | fill=7 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='10.49' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='2.45' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='12.81' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='0.776' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='1.76' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='11.48' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='0.898' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='10.29' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='2.86' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='13.34' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0.709' | fill=00000000 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='3.01' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='12.25' | fill=00000000 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='0.788' | fill=00000000 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='9.14' | fill=00000000 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='4.94' | fill=00000000 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='13.84' | fill=00000000 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='0.472' | fill=00000000 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='5.82' | fill=00000000 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='13.34' | fill=00000000 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='0.441' | fill=00000000 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='10.26' | fill=00000000 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='4.75' | fill=00000000 | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB15 | value='14.09' | fill=00000000 | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC15 | value='0.59' | fill=00000000 | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD15 | value='5.76' | fill=00000000 | rows=[14] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE15 | value='12.98' | fill=00000000 | rows=[14] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF15 | value='0.623' | fill=00000000 | rows=[14] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG15 | value='-0.018' | fill=00000000 | rows=[14] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='-0.114' | fill=00000000 | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI15 | value='0.088' | fill=00000000 | rows=[14] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ15 | value='0.475' | fill=00000000 | rows=[14] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK15 | value='-0.117' | fill=00000000 | rows=[14] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL15 | value='0.099' | fill=00000000 | rows=[14] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM15 | value='0.458' | fill=00000000 | rows=[14] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN15 | value='.' | fill=00000000 | rows=[14] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO15 | value='0.062' | fill=00000000 | rows=[14] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP15 | value='0.51' | fill=00000000 | rows=[14] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ15 | value='.' | fill=00000000 | rows=[14] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR15 | value='0.014' | fill=00000000 | rows=[14] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS15 | value='0.43' | fill=00000000 | rows=[14] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT15 | value='.' | fill=00000000 | rows=[14] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU15 | value='1.47' | fill=00000000 | rows=[14] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV15 | value='0.48' | fill=00000000 | rows=[14] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW15 | value='2.18' | fill=00000000 | rows=[14] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX15 | value='0.582' | fill=00000000 | rows=[14] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY15 | value='0.41' | fill=00000000 | rows=[14] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ15 | value='1.91' | fill=00000000 | rows=[14] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA15 | value='0.707' | fill=00000000 | rows=[14] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB15 | value='.' | fill=00000000 | rows=[14] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC15 | value='0.19' | fill=00000000 | rows=[14] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD15 | value='2.29' | fill=00000000 | rows=[14] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE15 | value='.' | fill=00000000 | rows=[14] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF15 | value='0.08' | fill=00000000 | rows=[14] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG15 | value='2.26' | fill=00000000 | rows=[14] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH15 | value='.' | fill=00000000 | rows=[14] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI15 | value='.' | fill=00000000 | rows=[14] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ15 | value='0.57' | fill=00000000 | rows=[14] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK15 | value='2.41' | fill=00000000 | rows=[14] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL15 | value='.' | fill=00000000 | rows=[14] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM15 | value='0.47' | fill=00000000 | rows=[14] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN15 | value='2.55' | fill=00000000 | rows=[14] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO15 | value='.' | fill=00000000 | rows=[14] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP15 | value='.' | fill=00000000 | rows=[14] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ15 | value='0.23' | fill=00000000 | rows=[14] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR15 | value='2.43' | fill=00000000 | rows=[14] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS15 | value='.' | fill=00000000 | rows=[14] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT15 | value='0.2' | fill=00000000 | rows=[14] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU15 | value='2.48' | fill=00000000 | rows=[14] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV15 | value='.' | fill=00000000 | rows=[14] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW15 | value='.' | fill=00000000 | rows=[14] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX15 | value='0.6' | fill=00000000 | rows=[14] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY15 | value='1.84' | fill=00000000 | rows=[14] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ15 | value='.' | fill=00000000 | rows=[14] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA15 | value='0.49' | fill=00000000 | rows=[14] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB15 | value='1.89' | fill=00000000 | rows=[14] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC15 | value='.' | fill=00000000 | rows=[14] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A16 | value='03M404' | fill=00000000 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B16 | value='INNOVATION DIPLOMA PLUS' | fill=00000000 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='19.9' | fill=7 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='F' | fill=7 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='4.32' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='2.03' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='11.59' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='0.24' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='1.76' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='11.48' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='0.263' | fill=00000000 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='6.61' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='3.05' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='12.43' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0.38' | fill=00000000 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='3.01' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='12.25' | fill=00000000 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0.39' | fill=00000000 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='8.99' | fill=00000000 | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='5.66' | fill=00000000 | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='13.74' | fill=00000000 | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='0.412' | fill=00000000 | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='5.82' | fill=00000000 | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='13.34' | fill=00000000 | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='0.422' | fill=00000000 | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='8.79' | fill=00000000 | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='5.77' | fill=00000000 | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB16 | value='13.29' | fill=00000000 | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC16 | value='0.402' | fill=00000000 | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD16 | value='5.76' | fill=00000000 | rows=[15] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE16 | value='12.98' | fill=00000000 | rows=[15] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF16 | value='0.42' | fill=00000000 | rows=[15] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG16 | value='-0.057' | fill=00000000 | rows=[15] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='-0.109' | fill=00000000 | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI16 | value='0.087' | fill=00000000 | rows=[15] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ16 | value='0.265' | fill=00000000 | rows=[15] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK16 | value='-0.117' | fill=00000000 | rows=[15] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL16 | value='0.099' | fill=00000000 | rows=[15] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM16 | value='0.278' | fill=00000000 | rows=[15] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN16 | value='0.195' | fill=00000000 | rows=[15] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO16 | value='0.036' | fill=00000000 | rows=[15] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP16 | value='0.43' | fill=00000000 | rows=[15] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ16 | value='0.404' | fill=00000000 | rows=[15] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='0.014' | fill=00000000 | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='0.43' | fill=00000000 | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='0.435' | fill=00000000 | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='0.98' | fill=00000000 | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='0.43' | fill=00000000 | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='1.97' | fill=00000000 | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='0.357' | fill=00000000 | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='0.41' | fill=00000000 | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ16 | value='1.91' | fill=00000000 | rows=[15] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA16 | value='0.38' | fill=00000000 | rows=[15] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB16 | value='1.6' | fill=00000000 | rows=[15] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC16 | value='0.2' | fill=00000000 | rows=[15] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD16 | value='2.1' | fill=00000000 | rows=[15] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE16 | value='0.737' | fill=00000000 | rows=[15] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF16 | value='0.08' | fill=00000000 | rows=[15] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG16 | value='2.26' | fill=00000000 | rows=[15] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH16 | value='0.697' | fill=00000000 | rows=[15] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI16 | value='0.83' | fill=00000000 | rows=[15] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ16 | value='0.53' | fill=00000000 | rows=[15] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK16 | value='2.47' | fill=00000000 | rows=[15] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL16 | value='0.155' | fill=00000000 | rows=[15] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM16 | value='0.47' | fill=00000000 | rows=[15] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN16 | value='2.55' | fill=00000000 | rows=[15] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO16 | value='0.173' | fill=00000000 | rows=[15] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP16 | value='1.01' | fill=00000000 | rows=[15] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ16 | value='0.26' | fill=00000000 | rows=[15] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR16 | value='2.38' | fill=00000000 | rows=[15] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS16 | value='0.354' | fill=00000000 | rows=[15] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT16 | value='0.2' | fill=00000000 | rows=[15] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU16 | value='2.48' | fill=00000000 | rows=[15] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV16 | value='0.355' | fill=00000000 | rows=[15] | cols=[73] | col_header=False | row_header=False | metadata=False
