=== energy-table01.xlsx ===
Cell C2 | value='Hour' | fill=FFFFFF00 | rows=[1, 2] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell K74 | value='0.153253651578558' | fill=00000000 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='1.60174995922457' | fill=00000000 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='1.78497708900522' | fill=00000000 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='1.97970690768865' | fill=00000000 | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='0.110784907947095' | fill=00000000 | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C75 | value='21' | fill=00000000 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D75 | value='1009.01318416479' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='1105.78435477079' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='1170.58050356242' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='36.9306008849423' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='0.977046660938191' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='1.18401788739521' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='1.70826961454577' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='0.173523766338659' | fill=00000000 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='1.56381856285253' | fill=00000000 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='1.78704072509322' | fill=00000000 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='2.12792427706056' | fill=00000000 | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='0.128284111394585' | fill=00000000 | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C76 | value='22' | fill=00000000 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D76 | value='1037.50182662218' | fill=00000000 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E76 | value='1129.09540987797' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='1185.47411471937' | fill=00000000 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='36.4774053860272' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='0.992759614203276' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='1.23473892141672' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='1.69599464624969' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0.163698465436264' | fill=00000000 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='1.62156005442394' | fill=00000000 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='1.84582011172274' | fill=00000000 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='2.12523476836618' | fill=00000000 | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='0.120300379282442' | fill=00000000 | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C77 | value='23' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D77 | value='1086.61599585108' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E77 | value='1180.12704087974' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='1238.85841388418' | fill=00000000 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='34.267496879844' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='1.11213407841549' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='1.34394369235302' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='1.72890102734298' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0.146894581851914' | fill=00000000 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='1.76092005905332' | fill=00000000 | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='1.97557247176233' | fill=00000000 | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='2.17152062655972' | fill=00000000 | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0.0967573262337058' | fill=00000000 | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C78 | value='24' | fill=00000000 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='1129.71317037348' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='1214.1823120434' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='1272.01713408669' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='33.3078429869814' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='1.18937506704516' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='1.45500914525358' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='1.94697311473362' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0.16843004488027' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='1.87553002291792' | fill=00000000 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='2.09567273607294' | fill=00000000 | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='2.34670572489336' | fill=00000000 | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0.108254208075579' | fill=00000000 | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B79 | value='April' | fill=00000000 | rows=[78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Monthly Average' | fill=FF00B050 | rows=[78] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D79 | value='1045.99239708756' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='1239.04560071993' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='1590.87318735283' | fill=00000000 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='105.789872648198' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='0.930113391289976' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='1.52783395971024' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='2.35919585042951' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='0.287897747063038' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='1.58878020610153' | fill=00000000 | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='2.1702002908481' | fill=00000000 | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='3.11111905739358' | fill=00000000 | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='0.304649412729587' | fill=00000000 | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C80 | value='1' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='1147.4492373024' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='1347.44519199132' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='1590.87318735283' | fill=00000000 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G80 | value='101.940668093637' | fill=00000000 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='1.38997500323781' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='1.84021241780014' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='2.35919585042951' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='0.266471552080379' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L80 | value='2.03265851711249' | fill=00000000 | rows=[79] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M80 | value='2.51239953739388' | fill=00000000 | rows=[79] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N80 | value='3.11111905739358' | fill=00000000 | rows=[79] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O80 | value='0.270381015993909' | fill=00000000 | rows=[79] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C81 | value='2' | fill=00000000 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D81 | value='1170.03301142052' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='1358.06791669928' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='1585.73123440051' | fill=00000000 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G81 | value='97.1185639201788' | fill=00000000 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='1.37938134462598' | fill=00000000 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='1.86163608717029' | fill=00000000 | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='2.31030773690642' | fill=00000000 | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='0.247841446620956' | fill=00000000 | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L81 | value='2.04443670936833' | fill=00000000 | rows=[80] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M81 | value='2.53247731114051' | fill=00000000 | rows=[80] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N81 | value='3.07106072772559' | fill=00000000 | rows=[80] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O81 | value='0.251985891420696' | fill=00000000 | rows=[80] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C82 | value='3' | fill=00000000 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D82 | value='1182.02552357704' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='1360.2914646994' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='1548.5095464822' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='88.7189203111337' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='1.41176541038641' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='1.86922034811937' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='2.22330747584275' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='0.229678440487709' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='2.07956428991869' | fill=00000000 | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='2.53936551076236' | fill=00000000 | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='2.97347149911612' | fill=00000000 | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='0.228028575397769' | fill=00000000 | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C83 | value='4' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='1172.80650400003' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='1352.16073809389' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='1535.99336643812' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='86.6499163237576' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='1.38031397423458' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='1.84027151925478' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='2.18175260090545' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='0.222607454978602' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='2.00819769083331' | fill=00000000 | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M83 | value='2.51037055014008' | fill=00000000 | rows=[82] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N83 | value='2.93417139645288' | fill=00000000 | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='0.224285342072702' | fill=00000000 | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C84 | value='5' | fill=00000000 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D84 | value='1185.47674250265' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='1335.64522512119' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='1537.00134711562' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='85.5826482163001' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='1.39087400190467' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='1.79088397070423' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='2.16597651309637' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='0.218869756363905' | fill=00000000 | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L84 | value='2.10240237933075' | fill=00000000 | rows=[83] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M84 | value='2.45729454447968' | fill=00000000 | rows=[83] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N84 | value='2.91680098011437' | fill=00000000 | rows=[83] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O84 | value='0.219365259450481' | fill=00000000 | rows=[83] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C85 | value='6' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='1154.24167650634' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='1303.71625148787' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='1525.66540548109' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='85.629809753067' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='1.32720975694282' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='1.70019992245693' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='2.1391402026044' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='0.224182465585935' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='2.03026460671495' | fill=00000000 | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='2.35876474172578' | fill=00000000 | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='2.88753188708806' | fill=00000000 | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='0.228454230813514' | fill=00000000 | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C86 | value='7' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='1122.32314959436' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='1285.65743947353' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='1545.92314982955' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='94.2775314364394' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='1.26991321077939' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='1.62168696187201' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='2.20025653516916' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='0.231893305993471' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='1.92568945983199' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='2.28771714386584' | fill=00000000 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='2.9524044299414' | fill=00000000 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='0.248989206037764' | fill=00000000 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C87 | value='8' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='1102.03090716057' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='1253.29449961006' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='1457.46321271658' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='82.1458323989308' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='1.25465945209951' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='1.55550390188622' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='2.0202093141778' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='0.206599370509866' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='1.85152602816502' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='2.210372437511' | fill=00000000 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='2.73920329301745' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='0.22267960595273' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C88 | value='9' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='1070.09549750516' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='1225.50880537988' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='1418.45572702552' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='76.3609219930505' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='1.20209749654923' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='1.49090678854395' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='1.92582716297228' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='0.195368792779876' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='1.78140209675079' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='2.13677804455448' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='2.63128276554424' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='0.205857715102805' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C89 | value='10' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='1064.36214694454' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='1201.25034828465' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='1349.9816202156' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='73.6674371490688' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='1.1251458601418' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='1.43159491459507' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='1.83683544249277' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='0.189477385492887' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='1.7969443327774' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='2.07043495645183' | fill=00000000 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='2.50780040807991' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='0.197005898503122' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C90 | value='11' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='1069.85309196004' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='1185.8791323682' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='1336.40560443423' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='71.5527213264038' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='1.09766755366938' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='1.396050695231' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='1.76507646086788' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='0.184038263329049' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='1.78186032270741' | fill=00000000 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='2.02669714851317' | fill=00000000 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='2.42449600408468' | fill=00000000 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='0.192498921125766' | fill=00000000 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C91 | value='12' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='1067.05204984842' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='1180.16485446467' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='1316.70273659179' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='67.3277968863915' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='0.966159362884731' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='1.38036285155398' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='1.75337548627423' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='0.182427908383389' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='1.64966760026687' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='2.005547726771' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='2.40127069399042' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='0.186309185258115' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C92 | value='13' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='1057.35151714247' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='1179.81653334425' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='1312.53250520616' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='66.5547365813752' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='1.0559080355404' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='1.37334644680274' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='1.70876363828738' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='0.175138143078653' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L92 | value='1.70069451266565' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='1.99616327651714' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='2.35687687103293' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='0.1850643947176' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
