=== employment-table31.xlsx ===
Cell B1 | value='East Midlands' | fill=FFFFFF00 | rows=[0] | cols=[1, 2] | col_header=True | row_header=False | metadata=False
Cell B8 | value='123879.81038489292' | fill=9 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='119420.22156033451' | fill=9 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='181384.04314511898' | fill=9 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='176618.53531947298' | fill=9 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='527559.508801883' | fill=9 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='538957.589869109' | fill=9 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='65968.1094752818' | fill=9 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='62268.52417668719' | fill=9 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='198983.640546636' | fill=9 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='195537.17877145' | fill=9 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='336391.518396321' | fill=9 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='338550.509936305' | fill=9 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='190111.578103955' | fill=9 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='188855.92949108698' | fill=9 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='149465.082049128' | fill=9 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q8 | value='148862.836770567' | fill=9 | rows=[7] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R8 | value='152819.82932239398' | fill=9 | rows=[7] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S8 | value='154541.241788233' | fill=9 | rows=[7] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T8 | value='1944979.90022561' | fill=9 | rows=[7] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U8 | value='1941847.0826832498' | fill=9 | rows=[7] | cols=[20] | col_header=False | row_header=False | metadata=False

