=== transport-table05.xlsx ===
Cell C1 | value='Key services' | fill=FFFFFF00 | rows=[0] | cols=[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17] | col_header=True | row_header=False | metadata=False
Cell K18 | value='3444500' | fill=9 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='339000' | fill=9 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='1867700' | fill=9 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='108800' | fill=9 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='3161200' | fill=9 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='294100' | fill=9 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='2073900' | fill=9 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='133400' | fill=9 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B19 | value='Cycle' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C19 | value='505600' | fill=9 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='42200' | fill=9 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='337700' | fill=9 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='30900' | fill=9 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='236900' | fill=9 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='12200' | fill=9 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='..' | fill=9 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='..' | fill=9 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='3360200' | fill=9 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='314100' | fill=9 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='2050900' | fill=9 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='68900' | fill=9 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='3377100' | fill=9 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='316000' | fill=9 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='2838900' | fill=9 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='127700' | fill=9 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B20 | value='Car (new method)5' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='723500' | fill=9 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='84600' | fill=9 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='327700' | fill=9 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='30000' | fill=9 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='308800' | fill=9 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='27300' | fill=9 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='..' | fill=9 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='..' | fill=9 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='4101200' | fill=9 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='448500' | fill=9 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='3599600' | fill=9 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='311600' | fill=9 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='3619700' | fill=9 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='394800' | fill=9 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='3440600' | fill=9 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='297400' | fill=9 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A21 | value='2012' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='Public Transport / Walking6' | fill=FF00B050 | rows=[20] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell B22 | value='Cycle' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C22 | value='744900' | fill=9 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='62300' | fill=9 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='365000' | fill=9 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='33400' | fill=9 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='240200' | fill=9 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='13000' | fill=9 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='..' | fill=9 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='..' | fill=9 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='3310300' | fill=9 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='310600' | fill=9 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='2086100' | fill=9 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='72400' | fill=9 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='3335400' | fill=9 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='313100' | fill=9 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='2783500' | fill=9 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='126000' | fill=9 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B23 | value='Car (new method)' | fill=FF00B050 | rows=[22] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C23 | value='1064400' | fill=9 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='122000' | fill=9 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='353700' | fill=9 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='34300' | fill=9 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='315000' | fill=9 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='29100' | fill=9 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='..' | fill=9 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='..' | fill=9 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='4051400' | fill=9 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='443700' | fill=9 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='3603600' | fill=9 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='317200' | fill=9 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='3575900' | fill=9 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='389200' | fill=9 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='3378800' | fill=9 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='291300' | fill=9 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A24 | value='2013' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='Public Transport / Walking' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C24 | value='1015200' | fill=9 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='106500' | fill=9 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='326300' | fill=9 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='27700' | fill=9 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='249200' | fill=9 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='17800' | fill=9 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='..' | fill=9 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='..' | fill=9 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='3747000' | fill=9 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='363600' | fill=9 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='2120000' | fill=9 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='122400' | fill=9 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='3387800' | fill=9 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='320200' | fill=9 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='2243100' | fill=9 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='141700' | fill=9 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B25 | value='Cycle' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='745100' | fill=9 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='62000' | fill=9 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='365000' | fill=9 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='33400' | fill=9 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='240800' | fill=9 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='13200' | fill=9 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='..' | fill=9 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='..' | fill=9 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='3336600' | fill=9 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='309200' | fill=9 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='2117900' | fill=9 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='72700' | fill=9 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='3367000' | fill=9 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='318000' | fill=9 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='2791100' | fill=9 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='125700' | fill=9 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Car (new method)' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='1066000' | fill=9 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='122200' | fill=9 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='354300' | fill=9 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='34400' | fill=9 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='315800' | fill=9 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='29300' | fill=9 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='..' | fill=9 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='..' | fill=9 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='4096500' | fill=9 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='445900' | fill=9 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='3674200' | fill=9 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='320700' | fill=9 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='3615300' | fill=9 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='392000' | fill=9 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='3424500' | fill=9 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='293700' | fill=9 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Percentage of people with reasonable access' | fill=FFFFFF00 | rows=[26] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A28 | value='2007' | fill=FF00B050 | rows=[27] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B28 | value='Public Transport / Walking' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='83.65' | fill=9 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='73.6' | fill=9 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='47.2' | fill=9 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='41.69' | fill=9 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='53.69' | fill=9 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='41.32' | fill=9 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='..' | fill=9 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='..' | fill=9 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='64.41' | fill=9 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='53.27' | fill=9 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='41.89' | fill=9 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='24.93' | fill=9 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='56.08' | fill=9 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='47.8' | fill=9 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='..' | fill=9 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='..' | fill=9 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Cycle' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='62.45' | fill=9 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='40.86' | fill=9 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='60.17' | fill=9 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='54.43' | fill=9 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='55.79' | fill=9 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='29.86' | fill=9 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='..' | fill=9 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='..' | fill=9 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='60.91' | fill=9 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='43.16' | fill=9 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='43.92' | fill=9 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='14.96' | fill=9 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='62.04' | fill=9 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='49.43' | fill=9 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='..' | fill=9 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='..' | fill=9 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Car' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C30 | value='89.58' | fill=9 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='88.87' | fill=9 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='58.57' | fill=9 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='58.54' | fill=9 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='75.58' | fill=9 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='73.6' | fill=9 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='..' | fill=9 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='..' | fill=9 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='75.96' | fill=9 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='75.48' | fill=9 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='75.48' | fill=9 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='67.42' | fill=9 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='67.03' | fill=9 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='66.55' | fill=9 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='..' | fill=9 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='..' | fill=9 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A31 | value='2008' | fill=FF00B050 | rows=[30] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='Public Transport / Walking' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='83.38' | fill=9 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='76.19' | fill=9 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='47.12' | fill=9 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='41.74' | fill=9 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='53.22' | fill=9 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='40.72' | fill=9 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='..' | fill=9 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='..' | fill=9 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='64.32' | fill=9 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='53.13' | fill=9 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='41.55' | fill=9 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='24.82' | fill=9 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='55.99' | fill=9 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='47.79' | fill=9 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='..' | fill=9 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='..' | fill=9 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Cycle' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='62.33' | fill=9 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='43.58' | fill=9 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='60.17' | fill=9 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='54.45' | fill=9 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='64.88' | fill=9 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='32.62' | fill=9 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='..' | fill=9 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='..' | fill=9 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='60.91' | fill=9 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='43.15' | fill=9 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='43.88' | fill=9 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='14.95' | fill=9 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='62.06' | fill=9 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='49.49' | fill=9 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='..' | fill=9 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='..' | fill=9 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Car' | fill=FF00B050 | rows=[32] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C33 | value='89.58' | fill=9 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='89.04' | fill=9 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='58.57' | fill=9 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='58.48' | fill=9 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='75.54' | fill=9 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='72.69' | fill=9 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='..' | fill=9 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='..' | fill=9 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='75.96' | fill=9 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='75.48' | fill=9 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='75.15' | fill=9 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='65.64' | fill=9 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='67.03' | fill=9 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='66.2' | fill=9 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='..' | fill=9 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='..' | fill=9 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A34 | value='2009' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='Public Transport / Walking' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='83.42' | fill=9 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='77.05' | fill=9 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='47.07' | fill=9 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='42.67' | fill=9 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='54.34' | fill=9 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='41.75' | fill=9 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='..' | fill=9 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='..' | fill=9 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='65.51' | fill=9 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='58.78' | fill=9 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='39.36' | fill=9 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='22.98' | fill=9 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='56.2' | fill=9 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='48.81' | fill=9 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='38.48' | fill=9 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='23.29' | fill=9 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Cycle' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='61.93' | fill=9 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='42.54' | fill=9 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='60.11' | fill=9 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='53.85' | fill=9 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='55.69' | fill=9 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='28.89' | fill=9 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='..' | fill=9 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='..' | fill=9 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='61.03' | fill=9 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='48.16' | fill=9 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='39.08' | fill=9 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='11.5' | fill=9 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
