=== employment-table27.xlsx ===
Cell A1 | value='Occupation' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell G34 | value='5.3' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='5.5' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='7.1' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A35 | value='Installation, maintenance, and repair occupations' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='110' | fill=FF00B0F0 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C35 | value='105' | fill=FF00B0F0 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D35 | value='2.2' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E35 | value='2.1' | fill=FF00B0F0 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F35 | value='2.1' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='2.1' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='4.5' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='2.5' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A37 | value='Production, transportation, and material moving occupations' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='1027' | fill=FF00B0F0 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C37 | value='1030' | fill=FF00B0F0 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D37 | value='4.9' | fill=FF00B0F0 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E37 | value='4.9' | fill=FF00B0F0 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F37 | value='4.7' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='4.7' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='5.4' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='5.4' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A38 | value='Production occupations' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B38 | value='332' | fill=FF00B0F0 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C38 | value='328' | fill=FF00B0F0 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D38 | value='3.9' | fill=FF00B0F0 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E38 | value='3.8' | fill=FF00B0F0 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F38 | value='3.6' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='3.5' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='4.6' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='4.6' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A39 | value='Transportation and material moving occupations' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='695' | fill=FF00B0F0 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C39 | value='702' | fill=FF00B0F0 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D39 | value='5.5' | fill=FF00B0F0 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E39 | value='5.7' | fill=FF00B0F0 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F39 | value='5.4' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='5.5' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='6.1' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='6.2' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A41 | value='No previous work experience' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='482' | fill=FF00B0F0 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C41 | value='556' | fill=FF00B0F0 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D41 | value='–' | fill=FF00B0F0 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E41 | value='–' | fill=FF00B0F0 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F41 | value='–' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='–' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='–' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='–' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A42 | value='16 to 19 years' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='265' | fill=FF00B0F0 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C42 | value='294' | fill=FF00B0F0 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D42 | value='–' | fill=FF00B0F0 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E42 | value='–' | fill=FF00B0F0 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F42 | value='–' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='–' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='–' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='–' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A43 | value='20 to 24 years' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='127' | fill=FF00B0F0 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C43 | value='150' | fill=FF00B0F0 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D43 | value='–' | fill=FF00B0F0 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E43 | value='–' | fill=FF00B0F0 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F43 | value='–' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='–' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='–' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='–' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A44 | value='25 years and over' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='90' | fill=FF00B0F0 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C44 | value='111' | fill=FF00B0F0 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D44 | value='–' | fill=FF00B0F0 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E44 | value='–' | fill=FF00B0F0 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F44 | value='–' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='–' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='–' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='–' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False

=== employment-table27.xlsx ===
Cell A1 | value='Occupation' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1 | value='Total unemployed' | fill=FF00B0F0 | rows=[0] | cols=[1, 2] | col_header=False | row_header=False | metadata=True
Cell D1 | value='Unemployment rates' | fill=FFFFFF00 | rows=[0] | cols=[3, 4, 5, 6, 7, 8] | col_header=True | row_header=False | metadata=False
Cell B2 | value='2022' | fill=FF00B0F0 | rows=[1, 2] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C2 | value='2023' | fill=FF00B0F0 | rows=[1, 2] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D2 | value='Total' | fill=FF00B0F0 | rows=[1] | cols=[3, 4] | col_header=False | row_header=False | metadata=True
Cell F2 | value='Men' | fill=FFFFFF00 | rows=[1] | cols=[5, 6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='Women' | fill=FFFFFF00 | rows=[1] | cols=[7, 8] | col_header=True | row_header=False | metadata=False
Cell D3 | value='2022' | fill=FF00B0F0 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E3 | value='2023' | fill=FF00B0F0 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F3 | value='2022' | fill=FFFFFF00 | rows=[2] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G3 | value='2023' | fill=FFFFFF00 | rows=[2] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H3 | value='2022' | fill=FFFFFF00 | rows=[2] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I3 | value='2023' | fill=FFFFFF00 | rows=[2] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell A5 | value='Total, 16 years and over(1)' | fill=FF00B0F0 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B5 | value='5996' | fill=FF00B0F0 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C5 | value='6080' | fill=FF00B0F0 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D5 | value='3.6' | fill=FF00B0F0 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E5 | value='3.6' | fill=FF00B0F0 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F5 | value='3.7' | fill=FF00B0F0 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G5 | value='3.8' | fill=FF00B0F0 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H5 | value='3.6' | fill=FF00B0F0 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I5 | value='3.5' | fill=FF00B0F0 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell A7 | value='Management, professional, and related occupations' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='1355' | fill=FF00B0F0 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C7 | value='1432' | fill=FF00B0F0 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D7 | value='2' | fill=FF00B0F0 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E7 | value='2' | fill=FF00B0F0 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F7 | value='1.8' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='2' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='2.1' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='2' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A8 | value='Management, business, and financial operations occupations' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='530' | fill=FF00B0F0 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C8 | value='604' | fill=FF00B0F0 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D8 | value='1.8' | fill=FF00B0F0 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E8 | value='1.9' | fill=FF00B0F0 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F8 | value='1.6' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='1.9' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='2' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='2' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A9 | value='Management occupations' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='330' | fill=FF00B0F0 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C9 | value='361' | fill=FF00B0F0 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D9 | value='1.6' | fill=FF00B0F0 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E9 | value='1.7' | fill=FF00B0F0 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F9 | value='1.5' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='1.7' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='1.7' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='1.7' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A10 | value='Business and financial operations occupations' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='200' | fill=FF00B0F0 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C10 | value='243' | fill=FF00B0F0 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D10 | value='2.1' | fill=FF00B0F0 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E10 | value='2.5' | fill=FF00B0F0 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F10 | value='1.9' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='2.5' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='2.4' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='2.4' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A11 | value='Professional and related occupations' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='825' | fill=FF00B0F0 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C11 | value='828' | fill=FF00B0F0 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D11 | value='2.1' | fill=FF00B0F0 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E11 | value='2' | fill=FF00B0F0 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F11 | value='2' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='2.1' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='2.2' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='2' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A12 | value='Computer and mathematical occupations' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='118' | fill=FF00B0F0 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C12 | value='138' | fill=FF00B0F0 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D12 | value='1.9' | fill=FF00B0F0 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E12 | value='2.1' | fill=FF00B0F0 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F12 | value='1.8' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='2' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='2' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='2.1' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Architecture and engineering occupations' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='52' | fill=FF00B0F0 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C13 | value='64' | fill=FF00B0F0 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D13 | value='1.5' | fill=FF00B0F0 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E13 | value='1.8' | fill=FF00B0F0 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F13 | value='1.4' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='1.5' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='2.2' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='3.1' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A14 | value='Life, physical, and social science occupations' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='26' | fill=FF00B0F0 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C14 | value='32' | fill=FF00B0F0 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D14 | value='1.4' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E14 | value='1.7' | fill=FF00B0F0 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F14 | value='1.7' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='1.8' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='1' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='1.5' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Community and social service occupations' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='54' | fill=FF00B0F0 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C15 | value='66' | fill=FF00B0F0 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D15 | value='1.8' | fill=FF00B0F0 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E15 | value='2.3' | fill=FF00B0F0 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F15 | value='1.9' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='2.7' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='1.8' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='2.1' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A16 | value='Legal occupations' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='26' | fill=FF00B0F0 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C16 | value='19' | fill=FF00B0F0 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D16 | value='1.4' | fill=FF00B0F0 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E16 | value='1' | fill=FF00B0F0 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F16 | value='0.9' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='0.5' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='1.8' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='1.4' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Education, training, and library occupations' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='254' | fill=FF00B0F0 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C17 | value='243' | fill=FF00B0F0 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D17 | value='2.7' | fill=FF00B0F0 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E17 | value='2.5' | fill=FF00B0F0 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F17 | value='2.8' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='3' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='2.6' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='2.3' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A18 | value='Arts, design, entertainment, sports, and media occupations' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='144' | fill=FF00B0F0 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C18 | value='130' | fill=FF00B0F0 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D18 | value='4' | fill=FF00B0F0 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E18 | value='3.6' | fill=FF00B0F0 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F18 | value='4' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='3.6' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='4' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='3.6' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A19 | value='Healthcare practitioners and technical occupations' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='152' | fill=FF00B0F0 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C19 | value='137' | fill=FF00B0F0 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D19 | value='1.5' | fill=FF00B0F0 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E19 | value='1.3' | fill=FF00B0F0 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F19 | value='1.1' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='1.2' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='1.6' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='1.4' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Service occupations' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='1281' | fill=FF00B0F0 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C21 | value='1240' | fill=FF00B0F0 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D21 | value='4.8' | fill=FF00B0F0 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E21 | value='4.5' | fill=FF00B0F0 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F21 | value='4.8' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='4.7' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='4.8' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='4.4' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A22 | value='Healthcare support occupations' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='203' | fill=FF00B0F0 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C22 | value='187' | fill=FF00B0F0 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D22 | value='3.9' | fill=FF00B0F0 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E22 | value='3.5' | fill=FF00B0F0 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F22 | value='3.3' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='3.4' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='4.1' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='3.5' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Protective service occupations' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='108' | fill=FF00B0F0 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C23 | value='93' | fill=FF00B0F0 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D23 | value='3.4' | fill=FF00B0F0 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E23 | value='2.9' | fill=FF00B0F0 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F23 | value='3' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='2.6' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='4.6' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='4' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Food preparation and serving related occupations' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='480' | fill=FF00B0F0 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C24 | value='493' | fill=FF00B0F0 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D24 | value='5.7' | fill=FF00B0F0 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=True
