=== economy-table11.xlsx ===
Cell A1 | value='Year' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A35 | value='2017' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='Q4' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='3565' | fill=FF00B0F0 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E35 | value='870' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G35 | value='0.244039270687237' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I35 | value='2695' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K35 | value='0.755960729312763' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A36 | value='2018' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B36 | value='Q1' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='4384' | fill=FF00B0F0 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E36 | value='1057' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G36 | value='0.24110401459854' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I36 | value='3327' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K36 | value='0.75889598540146' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A37 | value='2018' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='Q2' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='4108' | fill=FF00B0F0 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E37 | value='958' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0.233203505355404' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I37 | value='3150' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K37 | value='0.766796494644596' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A38 | value='2018' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B38 | value='Q3' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C38 | value='4209' | fill=FF00B0F0 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D38 | value='[r]' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='991' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.235447849845569' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I38 | value='3218' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='[r]' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.764552150154431' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A39 | value='2018' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='Q4' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C39 | value='3942' | fill=FF00B0F0 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E39 | value='888' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='[r]' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.225266362252664' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I39 | value='3054' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='[r]' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0.774733637747336' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A40 | value='2019' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B40 | value='Q1' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C40 | value='4469' | fill=FF00B0F0 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E40 | value='964' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G40 | value='0.215708212127993' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I40 | value='3505' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K40 | value='0.784291787872007' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A41 | value='2019' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='Q2' | fill=FF00B050 | rows=[40] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C41 | value='4235' | fill=FF00B0F0 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E41 | value='940' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G41 | value='0.221959858323495' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I41 | value='3295' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K41 | value='0.778040141676505' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A42 | value='2019' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='Q3' | fill=FF00B050 | rows=[41] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C42 | value='4178' | fill=FF00B0F0 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E42 | value='886' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G42 | value='0.212063188128291' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I42 | value='3292' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.787936811871709' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A43 | value='2019' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='Q4' | fill=FF00B050 | rows=[42] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C43 | value='3861' | fill=FF00B0F0 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D43 | value='[r]' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='750' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G43 | value='0.194250194250194' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I43 | value='3111' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='[r]' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.805749805749806' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A44 | value='2020' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='Q1' | fill=FF00B050 | rows=[43] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C44 | value='4585' | fill=FF00B0F0 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E44 | value='911' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G44 | value='0.198691384950927' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I44 | value='3674' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K44 | value='0.801308615049073' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A45 | value='2020' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='Q2' | fill=FF00B050 | rows=[44] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C45 | value='2442' | fill=FF00B0F0 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E45 | value='367' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G45 | value='0.15028665028665' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I45 | value='2075' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K45 | value='0.84971334971335' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A46 | value='2020' | fill=FF00B050 | rows=[45] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B46 | value='Q3' | fill=FF00B050 | rows=[45] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C46 | value='2786' | fill=FF00B0F0 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E46 | value='455' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G46 | value='0.163316582914573' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I46 | value='2331' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K46 | value='0.836683417085427' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A47 | value='2020' | fill=FF00B050 | rows=[46] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B47 | value='Q4' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C47 | value='2845' | fill=FF00B0F0 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E47 | value='501' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G47 | value='0.17609841827768' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I47 | value='2344' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.82390158172232' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A48 | value='2021' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='Q1' | fill=FF00B050 | rows=[47] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C48 | value='2801' | fill=FF00B0F0 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E48 | value='418' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='[r]' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='0.149232416993931' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I48 | value='2383' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='[r]' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0.850767583006069' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A49 | value='2021' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='Q2' | fill=FF00B050 | rows=[48] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C49 | value='2307' | fill=FF00B0F0 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E49 | value='349' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='[r]' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='0.151278716948418' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I49 | value='1958' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='[r]' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.848721283051582' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A50 | value='2021' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='Q3' | fill=FF00B050 | rows=[49] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C50 | value='1889' | fill=FF00B0F0 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D50 | value='[r]' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='312' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='[r]' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='0.165166754896771' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='[r]' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='1577' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0.834833245103229' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='[r]' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A51 | value='2021' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='Q4' | fill=FF00B050 | rows=[50] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C51 | value='1722' | fill=FF00B0F0 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D51 | value='[r]' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='320' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G51 | value='0.185830429732869' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I51 | value='1402' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='[r]' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0.814169570267131' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A52 | value='2022' | fill=FF00B050 | rows=[51] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B52 | value='Q1' | fill=FF00B050 | rows=[51] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C52 | value='1842' | fill=FF00B0F0 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D52 | value='[r]' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='323' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G52 | value='0.175352877307275' | fill=00000000 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I52 | value='1519' | fill=00000000 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K52 | value='0.824647122692725' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A53 | value='2022' | fill=FF00B050 | rows=[52] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B53 | value='Q2' | fill=FF00B050 | rows=[52] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C53 | value='1614' | fill=FF00B0F0 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E53 | value='[x]' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G53 | value='[x]' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I53 | value='[x]' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K53 | value='[x]' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Percentage change, latest quarter (2022 Q1) compared with:' | fill=FFFFFF00 | rows=[53] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A55 | value='2021' | fill=FF00B050 | rows=[54] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B55 | value='Q1' | fill=FF00B050 | rows=[54] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C55 | value='-0.342377722242056' | fill=FF00B0F0 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E55 | value='-0.227272727272727' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G55 | value='[z]' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I55 | value='-0.362568191355434' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K55 | value='[z]' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False

=== economy-table11.xlsx ===
Cell A1 | value='Year' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1 | value='Quarter' | fill=FFFFFF00 | rows=[0] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C1 | value='Total Bankruptcies' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D1 | value='r_total_bankruptcies' | fill=FFFFFF00 | rows=[0] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E1 | value='Self-employed (or Trader) bankruptcies (no.) [note 11]' | fill=FFFFFF00 | rows=[0] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F1 | value='r_self_emp' | fill=FFFFFF00 | rows=[0] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G1 | value='Self-employed (or Trader) bankruptcies (%)' | fill=FFFFFF00 | rows=[0] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H1 | value='r_self_emp_perc' | fill=FFFFFF00 | rows=[0] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I1 | value='Other individuals (no.) [note 11]' | fill=FFFFFF00 | rows=[0] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J1 | value='r_other' | fill=FFFFFF00 | rows=[0] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K1 | value='Other individuals (%)' | fill=FFFFFF00 | rows=[0] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L1 | value='r_other_perc' | fill=00000000 | rows=[0] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A2 | value='2012' | fill=FF00B050 | rows=[1] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C2 | value='31776' | fill=FF00B0F0 | rows=[1] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D2 | value='[r]' | fill=00000000 | rows=[1] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E2 | value='7608' | fill=00000000 | rows=[1] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F2 | value='[r]' | fill=00000000 | rows=[1] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G2 | value='0.239425981873112' | fill=00000000 | rows=[1] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I2 | value='24168' | fill=00000000 | rows=[1] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K2 | value='0.760574018126888' | fill=00000000 | rows=[1] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A3 | value='2013' | fill=FF00B050 | rows=[2] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C3 | value='24565' | fill=FF00B0F0 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E3 | value='6287' | fill=00000000 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G3 | value='0.255933238347242' | fill=00000000 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I3 | value='18278' | fill=00000000 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K3 | value='0.744066761652758' | fill=00000000 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A4 | value='2014' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C4 | value='20339' | fill=FF00B0F0 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E4 | value='5188' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G4 | value='0.255076454102955' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I4 | value='15151' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K4 | value='0.744923545897045' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A5 | value='2015' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C5 | value='15849' | fill=FF00B0F0 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E5 | value='4095' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G5 | value='0.258375922771153' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I5 | value='11754' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K5 | value='0.741624077228847' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A6 | value='2016' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C6 | value='15051' | fill=FF00B0F0 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D6 | value='[r]' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='3833' | fill=00000000 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='[r]' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='0.254667463955883' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I6 | value='11218' | fill=00000000 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K6 | value='0.745332536044117' | fill=00000000 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A7 | value='2017' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C7 | value='15107' | fill=FF00B0F0 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E7 | value='3601' | fill=00000000 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G7 | value='0.238366320248891' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I7 | value='11506' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K7 | value='0.761633679751109' | fill=00000000 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A8 | value='2018' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C8 | value='16643' | fill=FF00B0F0 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D8 | value='[r]' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='3894' | fill=00000000 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='[r]' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='0.233972240581626' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I8 | value='12749' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K8 | value='0.766027759418374' | fill=00000000 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A9 | value='2019' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C9 | value='16743' | fill=FF00B0F0 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D9 | value='[r]' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='3540' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G9 | value='0.211431643074718' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I9 | value='13203' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='[r]' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='0.788568356925282' | fill=00000000 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A10 | value='2020' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C10 | value='12658' | fill=FF00B0F0 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E10 | value='2234' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G10 | value='0.176489176805183' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I10 | value='10424' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K10 | value='0.823510823194817' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A11 | value='2021' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C11 | value='8719' | fill=FF00B0F0 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D11 | value='[r]' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='1399' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='[r]' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='0.16045418052529' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I11 | value='7320' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='[r]' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.83954581947471' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A12 | value='2012' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='Q1' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='9125' | fill=FF00B0F0 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D12 | value='[r]' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='2174' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='[r]' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0.238246575342466' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
