=== economy-table18.xlsx ===
Cell A1 | value='Code' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell N59 | value='26.0593955843301' | fill=00000000 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A60 | value='E08000013' | fill=FF00B0F0 | rows=[59] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B60 | value='St. Helens' | fill=FF00B050 | rows=[59] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C60 | value='Metropolitan District' | fill=FF00B050 | rows=[59] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D60 | value='31.3587847751661' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='30.5637472442523' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='30.7259176688318' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='27.7037826318594' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='24.1993688351754' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='28.1466157212922' | fill=00000000 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='29.8555579695417' | fill=00000000 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='34.3421934331025' | fill=00000000 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='33.0510656359373' | fill=00000000 | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='28.5710323019098' | fill=00000000 | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='28.7790737992538' | fill=00000000 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A61 | value='E08000015' | fill=FF00B0F0 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B61 | value='Wirral' | fill=FF00B050 | rows=[60] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C61 | value='Metropolitan District' | fill=FF00B050 | rows=[60] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D61 | value='35.2019154916177' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='34.5034978316609' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='24.884268402509' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='29.0302631630776' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='27.0710536463293' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='26.9148860930587' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='28.7741581402642' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='29.844441228355' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='29.629283088307' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='25.2622564761293' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='27.1306514081081' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A62 | value='E12000003' | fill=FF00B0F0 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B62 | value='YORKSHIRE AND THE HUMBER' | fill=FF00B050 | rows=[61] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C62 | value='Region' | fill=FF00B050 | rows=[61] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D62 | value='29.5904289422233' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='27.0221370719772' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='24.7275175653228' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='24.1498318234059' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='19.8129852090529' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='21.6523869814204' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='24.0233998633159' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='27.9911223916231' | fill=00000000 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='29.5405566456329' | fill=00000000 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='26.3282036458289' | fill=00000000 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='26.4614761027549' | fill=00000000 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A63 | value='E06000011' | fill=FF00B0F0 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B63 | value='East Riding of Yorkshire' | fill=FF00B050 | rows=[62] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C63 | value='Unitary Authority' | fill=FF00B050 | rows=[62] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D63 | value='31.9533665549838' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='27.2045821339421' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='21.6031043917754' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='20.1777686963629' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='18.2467767068947' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='19.1607796655771' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='19.9692836110274' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='22.8790770298404' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='25.4917682082775' | fill=00000000 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='21.5850734214128' | fill=00000000 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='20.4772302491218' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A64 | value='E06000010' | fill=FF00B0F0 | rows=[63] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B64 | value='Kingston upon Hull, City of' | fill=FF00B050 | rows=[63] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C64 | value='Unitary Authority' | fill=FF00B050 | rows=[63] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D64 | value='47.8635194582088' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='42.8857616303514' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='39.7090642623373' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='39.5937679409261' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='35.9981483852541' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='35.7783506670457' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='39.4674344698583' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='44.7888735008987' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='49.3557566894589' | fill=00000000 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='44.7055437851355' | fill=00000000 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='43.8620429590009' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A65 | value='E06000012' | fill=FF00B0F0 | rows=[64] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B65 | value='North East Lincolnshire' | fill=FF00B050 | rows=[64] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C65 | value='Unitary Authority' | fill=FF00B050 | rows=[64] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D65 | value='33.4160093788131' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='30.9392617636974' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='28.5971466579574' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='30.3097802739813' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='24.4135188866799' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='29.3867019200905' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='31.4906644131575' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='37.5045883272954' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='43.2644248070695' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='41.2316659194261' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='47.0761544866457' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A66 | value='E06000013' | fill=FF00B0F0 | rows=[65] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B66 | value='North Lincolnshire' | fill=FF00B050 | rows=[65] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C66 | value='Unitary Authority' | fill=FF00B050 | rows=[65] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D66 | value='27.9452303777529' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='27.2432399888619' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='26.0197960407918' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='27.4647361743414' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='21.4794830059384' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='23.7803346971331' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='28.0204992073148' | fill=00000000 | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='31.8436287062242' | fill=00000000 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='32.8567037920588' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='34.0699345594619' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='33.4862954235396' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A67 | value='E06000014' | fill=FF00B0F0 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B67 | value='York' | fill=FF00B050 | rows=[66] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C67 | value='Unitary Authority' | fill=FF00B050 | rows=[66] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D67 | value='23.294180162256' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='19.7516067289994' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='20.1473045440014' | fill=00000000 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='20.1114509573889' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='16.3204484575402' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='19.8495428145242' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='23.0716795133973' | fill=00000000 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='18.3474593384529' | fill=00000000 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='16.6673371917261' | fill=00000000 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='18.5195802992948' | fill=00000000 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='15.4807637176767' | fill=00000000 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A68 | value='E10000023' | fill=FF00B0F0 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B68 | value='North Yorkshire' | fill=FF00B050 | rows=[67] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C68 | value='County' | fill=FF00B050 | rows=[67] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D68 | value='29.3676321854327' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E68 | value='27.8182185617012' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='24.430168378972' | fill=00000000 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='24.2833536892018' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='20.9510208507669' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='22.0693579361289' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='24.2289545115042' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='27.8668667983888' | fill=00000000 | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L68 | value='29.2833372617483' | fill=00000000 | rows=[67] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M68 | value='26.0269614665765' | fill=00000000 | rows=[67] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N68 | value='23.2433292241619' | fill=00000000 | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A69 | value='E07000163' | fill=FF00B0F0 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B69 | value='Craven' | fill=FF00B050 | rows=[68] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C69 | value='Non-metropolitan District' | fill=FF00B050 | rows=[68] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D69 | value='22.7602365279482' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='23.1471177387047' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='20.6263307310149' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='16.7574361122748' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='11.2300171753204' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='14.5690180046969' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='14.2607117391586' | fill=00000000 | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K69 | value='22.9746849032701' | fill=00000000 | rows=[68] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L69 | value='19.5623976695231' | fill=00000000 | rows=[68] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M69 | value='20.7517204870302' | fill=00000000 | rows=[68] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N69 | value='16.5166754896771' | fill=00000000 | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A70 | value='E07000164' | fill=FF00B0F0 | rows=[69] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B70 | value='Hambleton' | fill=FF00B050 | rows=[69] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C70 | value='Non-metropolitan District' | fill=FF00B050 | rows=[69] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D70 | value='24.8704663212435' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='21.4932282553285' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='20.304011414147' | fill=00000000 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='21.5357603357933' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='18.9701527165532' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='19.2618114241532' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='21.4806808970549' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='26.0084996849486' | fill=00000000 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='25.0369561453742' | fill=00000000 | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='24.5143508334879' | fill=00000000 | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='21.3341107253598' | fill=00000000 | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A71 | value='E07000165' | fill=FF00B0F0 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B71 | value='Harrogate' | fill=FF00B050 | rows=[70] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C71 | value='Non-metropolitan District' | fill=FF00B050 | rows=[70] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D71 | value='22.1491000932174' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='20.9726878406076' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='17.1133840924757' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='17.0760437336453' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='14.4893298684936' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='16.0838885165767' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='19.3513368941891' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='19.2761265955696' | fill=00000000 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L71 | value='22.6668750977021' | fill=00000000 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='22.3528953619689' | fill=00000000 | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='17.6019315393902' | fill=00000000 | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A72 | value='E07000166' | fill=FF00B0F0 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B72 | value='Richmondshire' | fill=FF00B050 | rows=[71] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C72 | value='Non-metropolitan District' | fill=FF00B050 | rows=[71] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D72 | value='25.6547799519556' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='28.578672013644' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='24.6401842256765' | fill=00000000 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='20.8699730331809' | fill=00000000 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='24.5619007132398' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='16.9666399174596' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='23.0038416415541' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='25.2888497053501' | fill=00000000 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L72 | value='23.4961334032895' | fill=00000000 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='20.7232647112407' | fill=00000000 | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='20.7232647112407' | fill=00000000 | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A73 | value='E07000167' | fill=FF00B0F0 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B73 | value='Ryedale' | fill=FF00B050 | rows=[72] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C73 | value='Non-metropolitan District' | fill=FF00B050 | rows=[72] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D73 | value='29.8044825941822' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E73 | value='22.2122450908575' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='23.7072506630988' | fill=00000000 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='23.8923683600093' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='19.9372092490318' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='21.9581211092247' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='18.3749383767311' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='25.4526138727812' | fill=00000000 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='23.4772687379322' | fill=00000000 | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='23.5710076605775' | fill=00000000 | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='24.8805080861651' | fill=00000000 | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A74 | value='E07000168' | fill=FF00B0F0 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B74 | value='Scarborough' | fill=FF00B050 | rows=[73] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C74 | value='Non-metropolitan District' | fill=FF00B050 | rows=[73] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D74 | value='49.3957737921102' | fill=00000000 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E74 | value='48.0726031089945' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='40.5556118827943' | fill=00000000 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='41.263613610228' | fill=00000000 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='34.8471349790804' | fill=00000000 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='38.2225930477726' | fill=00000000 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='38.8622923120248' | fill=00000000 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='48.000897213032' | fill=00000000 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='51.2308865073315' | fill=00000000 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='41.892088667854' | fill=00000000 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='36.4035529867715' | fill=00000000 | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A75 | value='E07000169' | fill=FF00B0F0 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B75 | value='Selby' | fill=FF00B050 | rows=[74] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C75 | value='Non-metropolitan District' | fill=FF00B050 | rows=[74] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D75 | value='27.6811374981092' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='26.7944016166455' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='24.2227902276645' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='25.8960626213878' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='21.9202104340202' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='23.6026643498407' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='28.5341477753402' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='26.2808375957273' | fill=00000000 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='31.827215744048' | fill=00000000 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='22.7877989182659' | fill=00000000 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='23.8860060950498' | fill=00000000 | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A76 | value='E11000003' | fill=FF00B0F0 | rows=[75] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B76 | value='South Yorkshire (Met County)' | fill=FF00B050 | rows=[75] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C76 | value='Metropolitan County' | fill=FF00B050 | rows=[75] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D76 | value='31.1911570995241' | fill=00000000 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E76 | value='29.712618876219' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='28.4993981493559' | fill=00000000 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='26.4672516379969' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='20.9604691616456' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='22.7792093909775' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='24.2175941319673' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='28.1805499302462' | fill=00000000 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='29.7644388000656' | fill=00000000 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='25.7003088679009' | fill=00000000 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
