=== food-table03.xlsx ===
Cell A1 | value='Year and qtr 1/' | fill=FFFFFF00 | rows=[0, 1] | cols=[0, 1] | col_header=True | row_header=True | metadata=False
Cell C19 | value='1949.783' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='321.909' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='2271.692' | fill=FF00B0F0 | rows=[18] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G19 | value='18.863' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='8.182' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='2298.737' | fill=FF00B0F0 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J19 | value='71.894' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='21.173' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='282' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='1923.67' | fill=FF00B0F0 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N19 | value='334934' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='68.9212' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='596.653' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B20 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='1988' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='323.358' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='2311.358' | fill=FF00B0F0 | rows=[19] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G20 | value='21.173' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='7.681' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='2340.212' | fill=FF00B0F0 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J20 | value='57.78' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='23.369' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='278.8' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='1980.263' | fill=FF00B0F0 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N20 | value='335429.7' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='70.8439' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='626.048' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B21 | value='Q4 Oct-Dec' | fill=FF00B050 | rows=[20] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C21 | value='2030.108' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='321.658' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='2351.766' | fill=FF00B0F0 | rows=[20] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G21 | value='23.369' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='5.761' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='2380.896' | fill=FF00B0F0 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J21 | value='65.465' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='23.099' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='275.1' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='2017.232' | fill=FF00B0F0 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N21 | value='335923' | fill=00000000 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='72.0605' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='598.178' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B22 | value='Yr Jan-Dec' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C22 | value='7863.666' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='1278.7' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='9142.366' | fill=FF00B0F0 | rows=[21] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G22 | value='18.771' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='27.485' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='9188.622' | fill=FF00B0F0 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J22 | value='250.46' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='23.099' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='1112.5' | fill=00000000 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='7802.563' | fill=FF00B0F0 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N22 | value='335208.4' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='279.3209' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='2372.547' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False

=== food-table03.xlsx ===
Cell A1 | value='Year and qtr 1/' | fill=FFFFFF00 | rows=[0, 1] | cols=[0, 1] | col_header=True | row_header=True | metadata=False
Cell C1 | value='Production' | fill=FFFFFF00 | rows=[0] | cols=[2, 3, 4, 5] | col_header=True | row_header=False | metadata=False
Cell C2 | value='Table' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='Hatching' | fill=FFFFFF00 | rows=[1] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E2 | value='Total' | fill=FF00B0F0 | rows=[1] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G2 | value='Beginning stocks 2/' | fill=FFFFFF00 | rows=[1] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='Imports' | fill=FFFFFF00 | rows=[1] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I2 | value='Total
supply 3/' | fill=FF00B0F0 | rows=[1] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J2 | value='Exports' | fill=FFFFFF00 | rows=[1] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K2 | value='Ending stocks 2/' | fill=FFFFFF00 | rows=[1] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L2 | value='Hatching use' | fill=FFFFFF00 | rows=[1] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M2 | value='Total dis-
appearance
3/ 4/' | fill=FF00B0F0 | rows=[1] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N2 | value='U.S. population 5/ (1,000 persons)' | fill=FFFFFF00 | rows=[1] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O2 | value='Per capita disappear-
ance (shell-egg equivalent, number)' | fill=FFFFFF00 | rows=[1] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P2 | value='Federally inspected eggs broken 6/' | fill=FFFFFF00 | rows=[1] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell A3 | value='2020' | fill=FF00B050 | rows=[2, 3, 4, 5, 6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B3 | value='Q1 Jan-Mar' | fill=FF00B050 | rows=[2] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C3 | value='2057.817' | fill=00000000 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D3 | value='301.224' | fill=00000000 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E3 | value='2359.041' | fill=FF00B0F0 | rows=[2] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G3 | value='31.569' | fill=00000000 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H3 | value='3.548' | fill=00000000 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I3 | value='2394.158' | fill=FF00B0F0 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J3 | value='86.435' | fill=00000000 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K3 | value='30.651' | fill=00000000 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L3 | value='275.5' | fill=00000000 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M3 | value='2001.572' | fill=FF00B0F0 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N3 | value='329865.4' | fill=00000000 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O3 | value='72.8142' | fill=00000000 | rows=[2] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P3 | value='604.664' | fill=00000000 | rows=[2] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B4 | value='Q2 Apr-Jun' | fill=FF00B050 | rows=[3] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C4 | value='1966.491' | fill=00000000 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='303.891' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='2270.382' | fill=FF00B0F0 | rows=[3] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G4 | value='30.651' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='4.148' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='2305.181' | fill=FF00B0F0 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J4 | value='83.186' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='30.425' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='266' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='1925.57' | fill=FF00B0F0 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N4 | value='331715' | fill=00000000 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O4 | value='69.6587' | fill=00000000 | rows=[3] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P4 | value='483.828' | fill=00000000 | rows=[3] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B5 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='2020.925' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='310.917' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='2331.842' | fill=FF00B0F0 | rows=[4] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G5 | value='30.425' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='3.569' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='2365.836' | fill=FF00B0F0 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J5 | value='88.996' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='29.329' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='267.2' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='1980.311' | fill=FF00B0F0 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N5 | value='331887.4' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='71.6019' | fill=00000000 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='564.239' | fill=00000000 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B6 | value='Q4 Oct-Dec' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='2072.575' | fill=00000000 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='310.092' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='2382.667' | fill=FF00B0F0 | rows=[5] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G6 | value='29.329' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='4.224' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='2416.22' | fill=FF00B0F0 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J6 | value='85.409' | fill=00000000 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='24.542' | fill=00000000 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='269.7' | fill=00000000 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='2036.569' | fill=FF00B0F0 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N6 | value='332209.2' | fill=00000000 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='73.5646' | fill=00000000 | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='562.506' | fill=00000000 | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B7 | value='Yr Jan-Dec' | fill=FF00B050 | rows=[6] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C7 | value='8117.808' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='1226.124' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='9343.932' | fill=FF00B0F0 | rows=[6] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G7 | value='31.569' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='15.489' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='9390.99' | fill=FF00B0F0 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J7 | value='344.026' | fill=00000000 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='24.542' | fill=00000000 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='1078.4' | fill=00000000 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='7944.022' | fill=FF00B0F0 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N7 | value='331418.9' | fill=00000000 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='287.6367' | fill=00000000 | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='2215.237' | fill=00000000 | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A8 | value='2021' | fill=FF00B050 | rows=[7, 8, 9, 10, 11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='Q1 Jan-Mar' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C8 | value='2016.059' | fill=00000000 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='307.709' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='2323.768' | fill=FF00B0F0 | rows=[7] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G8 | value='24.542' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='4.147' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='2352.457' | fill=FF00B0F0 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J8 | value='95.449' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='20.704' | fill=00000000 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='273.2' | fill=00000000 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='1963.104' | fill=FF00B0F0 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N8 | value='332004.4' | fill=00000000 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='70.9545' | fill=00000000 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='536.982' | fill=00000000 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B9 | value='Q2 Apr-Jun' | fill=FF00B050 | rows=[8] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='1997.558' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='320.059' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='2317.617' | fill=FF00B0F0 | rows=[8] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G9 | value='20.704' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='5.068' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='2343.389' | fill=FF00B0F0 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J9 | value='102.513' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='19.622' | fill=00000000 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='278.4' | fill=00000000 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='1942.854' | fill=FF00B0F0 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N9 | value='332165.9' | fill=00000000 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O9 | value='70.1885' | fill=00000000 | rows=[8] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P9 | value='574.059' | fill=00000000 | rows=[8] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B10 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[9] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C10 | value='2030.884' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='317.708' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='2348.592' | fill=FF00B0F0 | rows=[9] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G10 | value='19.622' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='4.388' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='2372.602' | fill=FF00B0F0 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J10 | value='108.837' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='19.499' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='275.5' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='1968.766' | fill=FF00B0F0 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N10 | value='332496.4' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='71.0539' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='593.422' | fill=00000000 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B11 | value='Q4 Oct-Dec' | fill=FF00B050 | rows=[10] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C11 | value='2091.333' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='320.725' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='2412.058' | fill=FF00B0F0 | rows=[10] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G11 | value='19.499' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='4.561' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='2436.118' | fill=FF00B0F0 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J11 | value='85.349' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='19.145' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='276.8' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='2054.824' | fill=FF00B0F0 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N11 | value='332801.7' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='74.0918' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='602.651' | fill=00000000 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B12 | value='Yr Jan-Dec' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='8135.834' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='1266.201' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='9402.035' | fill=FF00B0F0 | rows=[11] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G12 | value='24.542' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='18.164' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='9444.741' | fill=FF00B0F0 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J12 | value='392.148' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='19.145' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='1103.9' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='7929.548' | fill=FF00B0F0 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N12 | value='332367.6' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='286.2933' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='2307.114' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A13 | value='2022' | fill=FF00B050 | rows=[12, 13, 14, 15, 16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='Q1 Jan-Mar' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='2003.741' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='321.267' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='2325.008' | fill=FF00B0F0 | rows=[12] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G13 | value='19.145' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='4.651' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='2348.804' | fill=FF00B0F0 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J13 | value='70.943' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='18.837' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='275.6' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='1983.424' | fill=FF00B0F0 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N13 | value='332990.6' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='71.4767' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='596.914' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B14 | value='Q2 Apr-Jun' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='1905.609' | fill=00000000 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='324.542' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='2230.151' | fill=FF00B0F0 | rows=[13] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G14 | value='18.837' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='6.332' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='2255.32' | fill=FF00B0F0 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J14 | value='51.868' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='18.34' | fill=00000000 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='279.5' | fill=00000000 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='1905.612' | fill=FF00B0F0 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N14 | value='333320.3' | fill=00000000 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='68.6048' | fill=00000000 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='571.122' | fill=00000000 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='1945.667' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='325.025' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
