=== economy-table28.xlsx ===
Cell A1 | value='Time period' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5] | col_header=True | row_header=True | metadata=False
Cell E74 | value='Total economy' | fill=FF00B050 | rows=[73] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A75 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[74] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B75 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[74] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C75 | value='Extraction or mining stage' | fill=FF00B050 | rows=[74] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D75 | value='·  Liquefied Petroleum Gases' | fill=FF00B050 | rows=[74] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E75 | value='·  General government' | fill=FF00B050 | rows=[74] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A76 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[75] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B76 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[75] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C76 | value='Extraction or mining stage' | fill=FF00B050 | rows=[75] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D76 | value='·  Liquefied Petroleum Gases' | fill=FF00B050 | rows=[75] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E76 | value='·  ·  Central government' | fill=FF00B050 | rows=[75] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G76 | value='..' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='..' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='..' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='..' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='..' | fill=00000000 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='..' | fill=00000000 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='..' | fill=00000000 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='..' | fill=00000000 | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='..' | fill=00000000 | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='..' | fill=00000000 | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='..' | fill=00000000 | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R76 | value='..' | fill=00000000 | rows=[75] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S76 | value='..' | fill=00000000 | rows=[75] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T76 | value='26000000' | fill=00000000 | rows=[75] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A77 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[76] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B77 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[76] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C77 | value='Extraction or mining stage' | fill=FF00B050 | rows=[76] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D77 | value='·  Petroleum Coke' | fill=FF00B050 | rows=[76] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E77 | value='Total economy' | fill=FF00B050 | rows=[76] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A78 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[77] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B78 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[77] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C78 | value='Extraction or mining stage' | fill=FF00B050 | rows=[77] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D78 | value='·  Petroleum Coke' | fill=FF00B050 | rows=[77] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E78 | value='·  General government' | fill=FF00B050 | rows=[77] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A79 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[78] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B79 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[78] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C79 | value='Extraction or mining stage' | fill=FF00B050 | rows=[78] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D79 | value='·  Petroleum Coke' | fill=FF00B050 | rows=[78] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E79 | value='·  ·  Central government' | fill=FF00B050 | rows=[78] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G79 | value='..' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='..' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='..' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='..' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='..' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='..' | fill=00000000 | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='..' | fill=00000000 | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='..' | fill=00000000 | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='..' | fill=00000000 | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P79 | value='..' | fill=00000000 | rows=[78] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q79 | value='..' | fill=00000000 | rows=[78] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R79 | value='..' | fill=00000000 | rows=[78] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S79 | value='..' | fill=00000000 | rows=[78] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T79 | value='26000000' | fill=00000000 | rows=[78] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A80 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[79] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B80 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[79] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C80 | value='Extraction or mining stage' | fill=FF00B050 | rows=[79] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D80 | value='Natural Gas' | fill=FF00B050 | rows=[79] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E80 | value='Total economy' | fill=FF00B050 | rows=[79] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A81 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[80] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B81 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[80] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C81 | value='Extraction or mining stage' | fill=FF00B050 | rows=[80] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D81 | value='Natural Gas' | fill=FF00B050 | rows=[80] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E81 | value='·  General government' | fill=FF00B050 | rows=[80] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A82 | value='Exemption for the use of oil products in refinery processes (excise duty)' | fill=FF00B050 | rows=[81] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B82 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[81] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C82 | value='Extraction or mining stage' | fill=FF00B050 | rows=[81] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D82 | value='Natural Gas' | fill=FF00B050 | rows=[81] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E82 | value='·  ·  Central government' | fill=FF00B050 | rows=[81] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G82 | value='..' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='..' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='..' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='..' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='..' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='..' | fill=00000000 | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='..' | fill=00000000 | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='..' | fill=00000000 | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='..' | fill=00000000 | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P82 | value='..' | fill=00000000 | rows=[81] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q82 | value='..' | fill=00000000 | rows=[81] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R82 | value='..' | fill=00000000 | rows=[81] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S82 | value='..' | fill=00000000 | rows=[81] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T82 | value='26000000' | fill=00000000 | rows=[81] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A83 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[82] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B83 | value='Total' | fill=FF00B050 | rows=[82] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A84 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[83] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B84 | value='·  Beneficiary' | fill=FF00B050 | rows=[83] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A85 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[84] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B85 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[84] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C85 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[84] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D85 | value='Petroleum' | fill=FF00B050 | rows=[84] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A86 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[85] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B86 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[85] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C86 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[85] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D86 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[85] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E86 | value='Total economy' | fill=FF00B050 | rows=[85] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A87 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[86] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B87 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[86] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C87 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[86] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D87 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[86] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E87 | value='·  General government' | fill=FF00B050 | rows=[86] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A88 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[87] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B88 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[87] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C88 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[87] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D88 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[87] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E88 | value='·  ·  Central government' | fill=FF00B050 | rows=[87] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G88 | value='..' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='..' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='..' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='..' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='..' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='..' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='..' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='..' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='..' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='..' | fill=00000000 | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='..' | fill=00000000 | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='..' | fill=00000000 | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='..' | fill=00000000 | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='..' | fill=00000000 | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A89 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[88] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B89 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[88] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C89 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[88] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D89 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[88] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E89 | value='Total economy' | fill=FF00B050 | rows=[88] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A90 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[89] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B90 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[89] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C90 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[89] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D90 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[89] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E90 | value='·  General government' | fill=FF00B050 | rows=[89] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A91 | value='Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax' | fill=FF00B050 | rows=[90] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B91 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[90] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C91 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FF00B050 | rows=[90] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D91 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[90] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E91 | value='·  ·  Central government' | fill=FF00B050 | rows=[90] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G91 | value='..' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='..' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='..' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='..' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='..' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='..' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='..' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='..' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='..' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='..' | fill=00000000 | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q91 | value='..' | fill=00000000 | rows=[90] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R91 | value='..' | fill=00000000 | rows=[90] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S91 | value='..' | fill=00000000 | rows=[90] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T91 | value='..' | fill=00000000 | rows=[90] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A92 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[91] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B92 | value='Total' | fill=FF00B050 | rows=[91] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A93 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[92] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B93 | value='·  Beneficiary' | fill=FF00B050 | rows=[92] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A94 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[93] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B94 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[93] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C94 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[93] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D94 | value='Coal' | fill=FF00B050 | rows=[93] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A95 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[94] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B95 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[94] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C95 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[94] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D95 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[94] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E95 | value='Total economy' | fill=FF00B050 | rows=[94] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A96 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[95] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B96 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[95] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C96 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[95] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D96 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[95] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E96 | value='·  General government' | fill=FF00B050 | rows=[95] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A97 | value='Environmental tax deferral (coal tax)' | fill=FF00B050 | rows=[96] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B97 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[96] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C97 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[96] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D97 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[96] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E97 | value='·  ·  Central government' | fill=FF00B050 | rows=[96] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G97 | value='..' | fill=00000000 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H97 | value='..' | fill=00000000 | rows=[96] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I97 | value='..' | fill=00000000 | rows=[96] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J97 | value='..' | fill=00000000 | rows=[96] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K97 | value='..' | fill=00000000 | rows=[96] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L97 | value='..' | fill=00000000 | rows=[96] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M97 | value='..' | fill=00000000 | rows=[96] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N97 | value='..' | fill=00000000 | rows=[96] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O97 | value='..' | fill=00000000 | rows=[96] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P97 | value='..' | fill=00000000 | rows=[96] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q97 | value='..' | fill=00000000 | rows=[96] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R97 | value='..' | fill=00000000 | rows=[96] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S97 | value='..' | fill=00000000 | rows=[96] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T97 | value='..' | fill=00000000 | rows=[96] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A98 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[97] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B98 | value='Total' | fill=FF00B050 | rows=[97] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A99 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[98] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B99 | value='·  Beneficiary' | fill=FF00B050 | rows=[98] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A100 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[99] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B100 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[99] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C100 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[99] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D100 | value='Natural Gas' | fill=FF00B050 | rows=[99] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E100 | value='Total economy' | fill=FF00B050 | rows=[99] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A101 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[100] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B101 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[100] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C101 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[100] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D101 | value='Natural Gas' | fill=FF00B050 | rows=[100] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E101 | value='·  General government' | fill=FF00B050 | rows=[100] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A102 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[101] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B102 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[101] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C102 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[101] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D102 | value='Natural Gas' | fill=FF00B050 | rows=[101] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E102 | value='·  ·  Central government' | fill=FF00B050 | rows=[101] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G102 | value='..' | fill=00000000 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H102 | value='..' | fill=00000000 | rows=[101] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I102 | value='..' | fill=00000000 | rows=[101] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J102 | value='..' | fill=00000000 | rows=[101] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K102 | value='..' | fill=00000000 | rows=[101] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L102 | value='..' | fill=00000000 | rows=[101] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M102 | value='..' | fill=00000000 | rows=[101] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N102 | value='..' | fill=00000000 | rows=[101] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O102 | value='..' | fill=00000000 | rows=[101] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P102 | value='..' | fill=00000000 | rows=[101] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q102 | value='..' | fill=00000000 | rows=[101] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R102 | value='..' | fill=00000000 | rows=[101] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S102 | value='..' | fill=00000000 | rows=[101] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T102 | value='..' | fill=00000000 | rows=[101] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A103 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[102] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B103 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[102] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C103 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[102] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D103 | value='End-use electricity' | fill=FF00B050 | rows=[102] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E103 | value='Total economy' | fill=FF00B050 | rows=[102] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A104 | value='Environmental tax deferral (energy tax)' | fill=FF00B050 | rows=[103] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B104 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[103] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C104 | value='Use of fossil fuels in the industrial sector' | fill=FF00B050 | rows=[103] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D104 | value='End-use electricity' | fill=FF00B050 | rows=[103] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E104 | value='·  General government' | fill=FF00B050 | rows=[103] | cols=[4] | col_header=False | row_header=True | metadata=False
