=== economy-table64.xlsx ===
Cell E1 | value='FEB2014' | fill=FFFFFF00 | rows=[0] | cols=[4, 5, 6, 7] | col_header=True | row_header=False | metadata=False
Cell D43 | value='114003-40' | fill=FF00B0F0 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E43 | value='0' | fill=9 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0' | fill=9 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A44 | value='12 month' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='AUG' | fill=FF00B050 | rows=[43] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C44 | value='12' | fill=46 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='114003-40' | fill=FF00B0F0 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E44 | value='1499.99' | fill=9 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G44 | value='166.66' | fill=9 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='1333.33' | fill=9 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A45 | value='3month' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='SEP' | fill=FF00B050 | rows=[44] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C45 | value='3' | fill=46 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='114003-40' | fill=FF00B0F0 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E45 | value='480' | fill=9 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G45 | value='480' | fill=9 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0' | fill=9 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A46 | value='12 month' | fill=FF00B050 | rows=[45] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B46 | value='SEP' | fill=FF00B050 | rows=[45] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C46 | value='12' | fill=46 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='114003-40' | fill=FF00B0F0 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E46 | value='833.34' | fill=9 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G46 | value='83.34' | fill=9 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='750' | fill=9 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A47 | value='3month' | fill=FF00B050 | rows=[46] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B47 | value='OCT' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C47 | value='3' | fill=46 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='114003-40' | fill=FF00B0F0 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E47 | value='1600' | fill=9 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G47 | value='800' | fill=9 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='800' | fill=9 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A48 | value='12 month' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='OCT' | fill=FF00B050 | rows=[47] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C48 | value='12' | fill=46 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='114003-40' | fill=FF00B0F0 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E48 | value='916.67' | fill=9 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G48 | value='83.34' | fill=9 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='833.3299999999999' | fill=9 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A49 | value='3month' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='NOV' | fill=FF00B050 | rows=[48] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C49 | value='3' | fill=46 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='114003-40' | fill=FF00B0F0 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E49 | value='0' | fill=9 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='2240' | fill=9 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='746.67' | fill=9 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='1493.33' | fill=9 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A50 | value='12 month' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='NOV' | fill=FF00B050 | rows=[49] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C50 | value='12' | fill=46 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='114003-40' | fill=FF00B0F0 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E50 | value='0.00272727272704287' | fill=9 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='1500' | fill=9 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='125' | fill=9 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='1375.002727272727' | fill=9 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A51 | value='3month' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='DEC' | fill=FF00B050 | rows=[50] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C51 | value='3' | fill=46 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='114003-40' | fill=FF00B0F0 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E51 | value='0' | fill=9 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H51 | value='0' | fill=9 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A52 | value='12 month' | fill=FF00B050 | rows=[51] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B52 | value='DEC' | fill=FF00B050 | rows=[51] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C52 | value='12' | fill=46 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='114003-40' | fill=FF00B0F0 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E52 | value='0' | fill=9 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H52 | value='0' | fill=9 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A53 | value='TOTAL' | fill=FF00B0F0 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D53 | value='0' | fill=None | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='12258.35606060606' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='3740' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='4081.7100000000005' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='11916.646060606061' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False

=== economy-table64.xlsx ===
Cell E1 | value='FEB2014' | fill=FFFFFF00 | rows=[0] | cols=[4, 5, 6, 7] | col_header=True | row_header=False | metadata=False
Cell A2 | value='Membership Type' | fill=FFFFFF00 | rows=[1] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell B2 | value='Month Sold' | fill=FFFFFF00 | rows=[1] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C2 | value='Proration' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='GL Code' | fill=FF00B0F0 | rows=[1] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E2 | value='Opening Balance' | fill=FFFFFF00 | rows=[1] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F2 | value='Sold' | fill=FFFFFF00 | rows=[1] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G2 | value='Revenue' | fill=FFFFFF00 | rows=[1] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='Closing Balance' | fill=FFFFFF00 | rows=[1] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell A3 | value='2013' | fill=FFFFFF00 | rows=[2] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A4 | value='3month' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B4 | value='JAN' | fill=FF00B050 | rows=[3] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C4 | value='3' | fill=6 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='114003-40' | fill=FF00B0F0 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E4 | value='0' | fill=9 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H4 | value='0' | fill=9 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A5 | value='12 month' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='JAN' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='12' | fill=6 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='114003-40' | fill=FF00B0F0 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E5 | value='-2.98427949019242e-13' | fill=9 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G5 | value='0' | fill=9 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='-2.98427949019242e-13' | fill=9 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A6 | value='3month' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='FEB' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='3' | fill=6 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='114003-40' | fill=FF00B0F0 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E6 | value='0' | fill=9 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H6 | value='0' | fill=9 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A7 | value='12 month' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='FEB' | fill=FF00B050 | rows=[6] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C7 | value='12' | fill=6 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='114003-40' | fill=FF00B0F0 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E7 | value='-2.8421709430404e-13' | fill=9 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H7 | value='-2.8421709430404e-13' | fill=9 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A8 | value='3month' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='MAR' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C8 | value='3' | fill=6 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='114003-40' | fill=FF00B0F0 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E8 | value='0' | fill=9 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H8 | value='0' | fill=9 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A9 | value='12 month' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='MAR' | fill=FF00B050 | rows=[8] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='12' | fill=6 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='114003-40' | fill=FF00B0F0 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E9 | value='0' | fill=9 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G9 | value='0' | fill=9 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='0' | fill=9 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A10 | value='3month' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='APR' | fill=FF00B050 | rows=[9] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C10 | value='3' | fill=6 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='114003-40' | fill=FF00B0F0 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E10 | value='0' | fill=9 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H10 | value='0' | fill=9 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A11 | value='12 month' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='APR' | fill=FF00B050 | rows=[10] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C11 | value='12' | fill=6 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='114003-40' | fill=FF00B0F0 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E11 | value='0' | fill=9 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H11 | value='0' | fill=9 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A12 | value='3month' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='MAY' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='3' | fill=6 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='114003-40' | fill=FF00B0F0 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E12 | value='0' | fill=9 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H12 | value='0' | fill=9 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A13 | value='12 month' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='MAY' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='12' | fill=6 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='114003-40' | fill=FF00B0F0 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E13 | value='-1.27897692436818e-13' | fill=9 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H13 | value='-1.27897692436818e-13' | fill=9 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A14 | value='3month' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='JUN' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='3' | fill=6 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='114003-40' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E14 | value='0' | fill=9 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H14 | value='0' | fill=9 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A15 | value='12 month' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='JUN' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='12' | fill=6 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='114003-40' | fill=FF00B0F0 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E15 | value='0' | fill=9 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H15 | value='0' | fill=9 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A16 | value='3month' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='JUL' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='3' | fill=6 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='114003-40' | fill=FF00B0F0 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E16 | value='0' | fill=9 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H16 | value='0' | fill=9 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A17 | value='12 month' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='JUL' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='12' | fill=6 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='114003-40' | fill=FF00B0F0 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E17 | value='-1.13686837721616e-13' | fill=9 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G17 | value='0' | fill=9 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='-1.13686837721616e-13' | fill=9 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A18 | value='3month' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='AUG' | fill=FF00B050 | rows=[17] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C18 | value='3' | fill=6 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='114003-40' | fill=FF00B0F0 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E18 | value='0' | fill=9 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G18 | value='0' | fill=9 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='0' | fill=9 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A19 | value='12 month' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='AUG' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C19 | value='12' | fill=6 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='114003-40' | fill=FF00B0F0 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E19 | value='-2.70006239588838e-13' | fill=9 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G19 | value='0' | fill=9 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='-2.70006239588838e-13' | fill=9 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A20 | value='3month' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='SEP' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='3' | fill=6 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='114003-40' | fill=FF00B0F0 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E20 | value='0' | fill=9 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H20 | value='0' | fill=9 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A21 | value='12 month' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='SEP' | fill=FF00B050 | rows=[20] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C21 | value='12' | fill=6 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='114003-40' | fill=FF00B0F0 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E21 | value='0' | fill=9 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H21 | value='0' | fill=9 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A22 | value='3month' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='OCT' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C22 | value='3' | fill=6 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='114003-40' | fill=FF00B0F0 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E22 | value='0' | fill=9 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H22 | value='0' | fill=9 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A23 | value='12 month' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='OCT' | fill=FF00B050 | rows=[22] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C23 | value='12' | fill=6 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='114003-40' | fill=FF00B0F0 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E23 | value='-1.27897692436818e-13' | fill=9 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H23 | value='-1.27897692436818e-13' | fill=9 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A24 | value='3month' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='NOV' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C24 | value='3' | fill=6 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='114003-40' | fill=FF00B0F0 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E24 | value='0' | fill=9 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H24 | value='0' | fill=9 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A25 | value='12 month' | fill=FF00B050 | rows=[24] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B25 | value='NOV' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='12' | fill=6 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='114003-40' | fill=FF00B0F0 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E25 | value='0' | fill=9 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H25 | value='0' | fill=9 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A26 | value='3month' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='DEC' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='3' | fill=6 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='114003-40' | fill=FF00B0F0 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E26 | value='0' | fill=9 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0' | fill=9 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A27 | value='12 month' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='DEC' | fill=FF00B050 | rows=[26] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C27 | value='12' | fill=6 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='114003-40' | fill=FF00B0F0 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E27 | value='208.35' | fill=9 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G27 | value='208.35' | fill=9 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='0' | fill=9 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A28 | value='2014' | fill=FFFFFF00 | rows=[27] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A29 | value='3month' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='JAN' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='3' | fill=46 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='114003-40' | fill=FF00B0F0 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E29 | value='0' | fill=9 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H29 | value='0' | fill=9 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A30 | value='12 month' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B30 | value='JAN' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C30 | value='12' | fill=46 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='114003-40' | fill=FF00B0F0 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E30 | value='416.696666666668' | fill=9 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G30 | value='208.35' | fill=9 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='208.34666666666803' | fill=9 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A31 | value='3month' | fill=FF00B050 | rows=[30] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='FEB' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='3' | fill=46 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='114003-40' | fill=FF00B0F0 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E31 | value='0' | fill=9 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H31 | value='0' | fill=9 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A32 | value='12 month' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B32 | value='FEB' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='12' | fill=46 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='114003-40' | fill=FF00B0F0 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=True
