=== economy-table29.xlsx ===
Cell A1 | value='Time period' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5] | col_header=True | row_header=True | metadata=False
Cell C195 | value='Use of fossil fuels in electricity generation' | fill=FF00B050 | rows=[194] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D195 | value='Coal' | fill=FF00B050 | rows=[194] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A196 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FF00B050 | rows=[195] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B196 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[195] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C196 | value='Use of fossil fuels in electricity generation' | fill=FF00B050 | rows=[195] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D196 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[195] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E196 | value='Total economy' | fill=FF00B050 | rows=[195] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A197 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FF00B050 | rows=[196] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B197 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[196] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C197 | value='Use of fossil fuels in electricity generation' | fill=FF00B050 | rows=[196] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D197 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[196] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E197 | value='·  General government' | fill=FF00B050 | rows=[196] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A198 | value='Chongqing 2011-12 Coal-Purchase Subsidies for Electricity Producers' | fill=FF00B050 | rows=[197] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B198 | value='·  ·  Consumer Support Estimate' | fill=FF00B050 | rows=[197] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C198 | value='Use of fossil fuels in electricity generation' | fill=FF00B050 | rows=[197] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D198 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[197] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E198 | value='·  ·  Local government' | fill=FF00B050 | rows=[197] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G198 | value='..' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='524000000' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='..' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J198 | value='..' | fill=00000000 | rows=[197] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K198 | value='..' | fill=00000000 | rows=[197] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L198 | value='..' | fill=00000000 | rows=[197] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M198 | value='..' | fill=00000000 | rows=[197] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N198 | value='..' | fill=00000000 | rows=[197] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O198 | value='..' | fill=00000000 | rows=[197] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P198 | value='..' | fill=00000000 | rows=[197] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q198 | value='..' | fill=00000000 | rows=[197] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R198 | value='..' | fill=00000000 | rows=[197] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S198 | value='..' | fill=00000000 | rows=[197] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T198 | value='..' | fill=00000000 | rows=[197] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A199 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[198] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B199 | value='Total' | fill=FF00B050 | rows=[198] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A200 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[199] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B200 | value='·  Beneficiary' | fill=FF00B050 | rows=[199] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A201 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[200] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B201 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[200] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C201 | value='Refining or processing stage' | fill=FF00B050 | rows=[200] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D201 | value='Coal' | fill=FF00B050 | rows=[200] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A202 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[201] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B202 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[201] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C202 | value='Refining or processing stage' | fill=FF00B050 | rows=[201] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D202 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[201] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E202 | value='Total economy' | fill=FF00B050 | rows=[201] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A203 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[202] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B203 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[202] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C203 | value='Refining or processing stage' | fill=FF00B050 | rows=[202] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D203 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[202] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E203 | value='·  General government' | fill=FF00B050 | rows=[202] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A204 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[203] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B204 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[203] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C204 | value='Refining or processing stage' | fill=FF00B050 | rows=[203] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D204 | value='·  Other Bituminous Coal' | fill=FF00B050 | rows=[203] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E204 | value='·  ·  Central government' | fill=FF00B050 | rows=[203] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G204 | value='1102720347' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H204 | value='485080502' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='1902295295' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J204 | value='6873816603' | fill=00000000 | rows=[203] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K204 | value='11408497519' | fill=00000000 | rows=[203] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L204 | value='8847292974' | fill=00000000 | rows=[203] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M204 | value='8531256776' | fill=00000000 | rows=[203] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N204 | value='1751783810' | fill=00000000 | rows=[203] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O204 | value='1608790692' | fill=00000000 | rows=[203] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P204 | value='1600148832' | fill=00000000 | rows=[203] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q204 | value='1351351647' | fill=00000000 | rows=[203] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R204 | value='1395336526' | fill=00000000 | rows=[203] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S204 | value='3931756780' | fill=00000000 | rows=[203] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T204 | value='2030003138' | fill=00000000 | rows=[203] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A205 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[204] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B205 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[204] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C205 | value='Refining or processing stage' | fill=FF00B050 | rows=[204] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D205 | value='Petroleum' | fill=FF00B050 | rows=[204] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A206 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[205] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B206 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[205] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C206 | value='Refining or processing stage' | fill=FF00B050 | rows=[205] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D206 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[205] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E206 | value='Total economy' | fill=FF00B050 | rows=[205] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A207 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[206] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B207 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[206] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C207 | value='Refining or processing stage' | fill=FF00B050 | rows=[206] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D207 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[206] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E207 | value='·  General government' | fill=FF00B050 | rows=[206] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A208 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[207] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B208 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[207] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C208 | value='Refining or processing stage' | fill=FF00B050 | rows=[207] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D208 | value='·  Motor gasoline excl. biofuels' | fill=FF00B050 | rows=[207] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E208 | value='·  ·  Central government' | fill=FF00B050 | rows=[207] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G208 | value='782866614' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H208 | value='988764689' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I208 | value='1861149796' | fill=00000000 | rows=[207] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J208 | value='1909234323' | fill=00000000 | rows=[207] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K208 | value='4834484832' | fill=00000000 | rows=[207] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L208 | value='3490204833' | fill=00000000 | rows=[207] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M208 | value='3344084953' | fill=00000000 | rows=[207] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N208 | value='2098270390' | fill=00000000 | rows=[207] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O208 | value='2958827399' | fill=00000000 | rows=[207] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P208 | value='2976134062' | fill=00000000 | rows=[207] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q208 | value='3748206586' | fill=00000000 | rows=[207] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R208 | value='2839338107' | fill=00000000 | rows=[207] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S208 | value='5574443070' | fill=00000000 | rows=[207] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T208 | value='5362253311' | fill=00000000 | rows=[207] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A209 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[208] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B209 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[208] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C209 | value='Refining or processing stage' | fill=FF00B050 | rows=[208] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D209 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FF00B050 | rows=[208] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E209 | value='Total economy' | fill=FF00B050 | rows=[208] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A210 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[209] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B210 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[209] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C210 | value='Refining or processing stage' | fill=FF00B050 | rows=[209] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D210 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FF00B050 | rows=[209] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E210 | value='·  General government' | fill=FF00B050 | rows=[209] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A211 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[210] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B211 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[210] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C211 | value='Refining or processing stage' | fill=FF00B050 | rows=[210] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D211 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FF00B050 | rows=[210] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E211 | value='·  ·  Central government' | fill=FF00B050 | rows=[210] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G211 | value='204514326' | fill=00000000 | rows=[210] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H211 | value='258302679' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I211 | value='486202616' | fill=00000000 | rows=[210] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J211 | value='498764111' | fill=00000000 | rows=[210] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K211 | value='1262950021' | fill=00000000 | rows=[210] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L211 | value='911773316' | fill=00000000 | rows=[210] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M211 | value='873601285' | fill=00000000 | rows=[210] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N211 | value='548147471' | fill=00000000 | rows=[210] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O211 | value='772957462' | fill=00000000 | rows=[210] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P211 | value='777478616' | fill=00000000 | rows=[210] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q211 | value='979173118' | fill=00000000 | rows=[210] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R211 | value='741742346' | fill=00000000 | rows=[210] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S211 | value='840337879' | fill=00000000 | rows=[210] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T211 | value='1400823080' | fill=00000000 | rows=[210] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A212 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[211] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B212 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[211] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C212 | value='Refining or processing stage' | fill=FF00B050 | rows=[211] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D212 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[211] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E212 | value='Total economy' | fill=FF00B050 | rows=[211] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A213 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[212] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B213 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[212] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C213 | value='Refining or processing stage' | fill=FF00B050 | rows=[212] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D213 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[212] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E213 | value='·  General government' | fill=FF00B050 | rows=[212] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A214 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[213] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B214 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[213] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C214 | value='Refining or processing stage' | fill=FF00B050 | rows=[213] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D214 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[213] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E214 | value='·  ·  Central government' | fill=FF00B050 | rows=[213] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G214 | value='1223915502' | fill=00000000 | rows=[213] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H214 | value='1545811776' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I214 | value='2909678413' | fill=00000000 | rows=[213] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J214 | value='2984852648' | fill=00000000 | rows=[213] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K214 | value='7558121429' | fill=00000000 | rows=[213] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L214 | value='5456505264' | fill=00000000 | rows=[213] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M214 | value='5228064834' | fill=00000000 | rows=[213] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N214 | value='3280387248' | fill=00000000 | rows=[213] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O214 | value='4625762113' | fill=00000000 | rows=[213] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P214 | value='4652818948' | fill=00000000 | rows=[213] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q214 | value='5859859220' | fill=00000000 | rows=[213] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R214 | value='4438955325' | fill=00000000 | rows=[213] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S214 | value='4672956067' | fill=00000000 | rows=[213] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T214 | value='8383222424' | fill=00000000 | rows=[213] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A215 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[214] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B215 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[214] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C215 | value='Refining or processing stage' | fill=FF00B050 | rows=[214] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D215 | value='·  Fuel oil' | fill=FF00B050 | rows=[214] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E215 | value='Total economy' | fill=FF00B050 | rows=[214] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A216 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[215] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B216 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[215] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C216 | value='Refining or processing stage' | fill=FF00B050 | rows=[215] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D216 | value='·  Fuel oil' | fill=FF00B050 | rows=[215] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E216 | value='·  General government' | fill=FF00B050 | rows=[215] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A217 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FF00B050 | rows=[216] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B217 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[216] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C217 | value='Refining or processing stage' | fill=FF00B050 | rows=[216] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D217 | value='·  Fuel oil' | fill=FF00B050 | rows=[216] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E217 | value='·  ·  Central government' | fill=FF00B050 | rows=[216] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G217 | value='233166785' | fill=00000000 | rows=[216] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H217 | value='294490887' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I217 | value='554319608' | fill=00000000 | rows=[216] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J217 | value='568640968' | fill=00000000 | rows=[216] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K217 | value='1439889332' | fill=00000000 | rows=[216] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L217 | value='1039512767' | fill=00000000 | rows=[216] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M217 | value='995992834' | fill=00000000 | rows=[216] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N217 | value='624942937' | fill=00000000 | rows=[216] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O217 | value='881248810' | fill=00000000 | rows=[216] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P217 | value='886403378' | fill=00000000 | rows=[216] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q217 | value='1116355282' | fill=00000000 | rows=[216] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R217 | value='845660456' | fill=00000000 | rows=[216] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S217 | value='1654179940' | fill=00000000 | rows=[216] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T217 | value='1597078408' | fill=00000000 | rows=[216] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A218 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[217] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B218 | value='Total' | fill=FF00B050 | rows=[217] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A219 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[218] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B219 | value='·  Beneficiary' | fill=FF00B050 | rows=[218] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A220 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[219] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B220 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[219] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C220 | value='Extraction or mining stage' | fill=FF00B050 | rows=[219] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D220 | value='Petroleum' | fill=FF00B050 | rows=[219] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A221 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[220] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B221 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[220] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C221 | value='Extraction or mining stage' | fill=FF00B050 | rows=[220] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D221 | value='·  Crude Oil' | fill=FF00B050 | rows=[220] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E221 | value='Total economy' | fill=FF00B050 | rows=[220] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A222 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[221] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B222 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[221] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C222 | value='Extraction or mining stage' | fill=FF00B050 | rows=[221] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D222 | value='·  Crude Oil' | fill=FF00B050 | rows=[221] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E222 | value='·  General government' | fill=FF00B050 | rows=[221] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A223 | value='National Priority Scientific Research Funding to major CNOOC subsidiaries' | fill=FF00B050 | rows=[222] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B223 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[222] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C223 | value='Extraction or mining stage' | fill=FF00B050 | rows=[222] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D223 | value='·  Crude Oil' | fill=FF00B050 | rows=[222] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E223 | value='·  ·  Central government' | fill=FF00B050 | rows=[222] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G223 | value='..' | fill=00000000 | rows=[222] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H223 | value='109200000' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I223 | value='116100000' | fill=00000000 | rows=[222] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J223 | value='..' | fill=00000000 | rows=[222] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K223 | value='..' | fill=00000000 | rows=[222] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L223 | value='..' | fill=00000000 | rows=[222] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M223 | value='..' | fill=00000000 | rows=[222] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N223 | value='..' | fill=00000000 | rows=[222] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O223 | value='..' | fill=00000000 | rows=[222] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P223 | value='..' | fill=00000000 | rows=[222] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q223 | value='..' | fill=00000000 | rows=[222] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R223 | value='..' | fill=00000000 | rows=[222] | cols=[17] | col_header=False | row_header=False | metadata=False
