=== society-table60.xlsx ===
Cell D1 | value='Total bankruptcies' | fill=FF00B0F0 | rows=[0, 1] | cols=[3, 4] | col_header=False | row_header=False | metadata=True
Cell F57 | value='802' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H57 | value='3389' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH57 | value='-2511.11909055435' | fill=FF00B0F0 | rows=[56] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A59 | value='2019' | fill=FF00B050 | rows=[58] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B59 | value='Q1' | fill=FF00B050 | rows=[58] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D59 | value='4182' | fill=FF00B0F0 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F59 | value='753' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H59 | value='3345' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B60 | value='Q2' | fill=FF00B050 | rows=[59] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D60 | value='4236' | fill=FF00B0F0 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F60 | value='914' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H60 | value='3376' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B61 | value='Q3' | fill=FF00B050 | rows=[60] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D61 | value='4161' | fill=FF00B0F0 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F61 | value='786' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H61 | value='3409' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B62 | value='Q4' | fill=FF00B050 | rows=[61] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D62 | value='4162' | fill=FF00B0F0 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F62 | value='673' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H62 | value='3485' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH63 | value='0' | fill=FF00B0F0 | rows=[62] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A64 | value='2020' | fill=FF00B050 | rows=[63] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B64 | value='Q1' | fill=FF00B050 | rows=[63] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D64 | value='4282' | fill=FF00B0F0 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F64 | value='504' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H64 | value='3651' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH64 | value='-2523.4850341658' | fill=FF00B0F0 | rows=[63] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B65 | value='Q2' | fill=FF00B050 | rows=[64] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C65 | value='p' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='2415' | fill=FF00B0F0 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F65 | value='172' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H65 | value='2299' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH65 | value='-2552.50516742661' | fill=FF00B0F0 | rows=[64] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A67 | value='Percentage change, latest quarter (2020 Q2) compared with:' | fill=FFFFFF00 | rows=[66] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A69 | value='2020' | fill=FF00B050 | rows=[68] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B69 | value='Q1' | fill=FF00B050 | rows=[68] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D69 | value='-0.436011209715086' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F69 | value='-0.658730158730159' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H69 | value='-0.370309504245412' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A71 | value='2019' | fill=FF00B050 | rows=[70] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B71 | value='Q2' | fill=FF00B050 | rows=[70] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D71 | value='-0.42988668555240794' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F71 | value='-0.811816192560175' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H71 | value='-0.3190165876777251' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False

=== society-table60.xlsx ===
Cell D1 | value='Total bankruptcies' | fill=FF00B0F0 | rows=[0, 1] | cols=[3, 4] | col_header=False | row_header=False | metadata=True
Cell F1 | value='Petition type' | fill=FFFFFF00 | rows=[0] | cols=[5, 6, 7, 8] | col_header=True | row_header=False | metadata=False
Cell F2 | value='Creditor's petitions3' | fill=FFFFFF00 | rows=[1] | cols=[5, 6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='Debtor's applications4' | fill=FFFFFF00 | rows=[1] | cols=[7, 8] | col_header=True | row_header=False | metadata=False
Cell AH2 | value='Components Aggregate to Totals (scroll down for contribution consistency checks)' | fill=FFFFFF00 | rows=[1] | cols=[33] | col_header=True | row_header=False | metadata=False
Cell A3 | value='2010' | fill=FF00B050 | rows=[2] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D3 | value='59173' | fill=FF00B0F0 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F3 | value='8542' | fill=00000000 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H3 | value='50631' | fill=00000000 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A4 | value='2011' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D4 | value='41928' | fill=FF00B0F0 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F4 | value='7823' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H4 | value='34106' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH4 | value='Total bankruptcies = Creditors petitions + debtors applications' | fill=FF00B0F0 | rows=[3] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A5 | value='2012' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D5 | value='31775' | fill=FF00B0F0 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F5 | value='6591' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H5 | value='25184' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A6 | value='2013' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D6 | value='24564' | fill=FF00B0F0 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F6 | value='5377' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H6 | value='19189' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH6 | value='44' | fill=FF00B0F0 | rows=[5] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A7 | value='2014' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D7 | value='20339' | fill=FF00B0F0 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F7 | value='4782' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H7 | value='15556' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A8 | value='2015' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D8 | value='15848' | fill=FF00B0F0 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F8 | value='4403' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H8 | value='11446' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH8 | value='-50631' | fill=FF00B0F0 | rows=[7] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A9 | value='2016' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D9 | value='15049' | fill=FF00B0F0 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F9 | value='3901' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H9 | value='11148' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH9 | value='-7250' | fill=FF00B0F0 | rows=[8] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A10 | value='2017' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D10 | value='15106' | fill=FF00B0F0 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F10 | value='3303' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H10 | value='11804' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='-8503' | fill=FF00B0F0 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A11 | value='2018' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D11 | value='16639' | fill=FF00B0F0 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F11 | value='3658' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H11 | value='12982' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='-9360' | fill=FF00B0F0 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A12 | value='2019' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D12 | value='16741' | fill=FF00B0F0 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F12 | value='3126' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H12 | value='13615' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='-10528' | fill=FF00B0F0 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH13 | value='0' | fill=FF00B0F0 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A14 | value='2010' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='Q1' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D14 | value='17288' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F14 | value='2443' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H14 | value='14820' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='-12307.2192116714' | fill=FF00B0F0 | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B15 | value='Q2' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D15 | value='15019' | fill=FF00B0F0 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F15 | value='2142' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H15 | value='12898' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='-10713.9452419837' | fill=FF00B0F0 | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B16 | value='Q3' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D16 | value='14153' | fill=FF00B0F0 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F16 | value='2040' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H16 | value='12005' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='-10040.1777023062' | fill=FF00B0F0 | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B17 | value='Q4' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D17 | value='12713' | fill=FF00B0F0 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F17 | value='1917' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H17 | value='10908' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='-9027.65784403874' | fill=FF00B0F0 | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A19 | value='2011' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='Q1' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D19 | value='11966' | fill=FF00B0F0 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F19 | value='1828' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H19 | value='9992' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B20 | value='Q2' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D20 | value='11106' | fill=FF00B0F0 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F20 | value='1913' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H20 | value='9233' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH20 | value='-7294.49472562923' | fill=FF00B0F0 | rows=[19] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B21 | value='Q3' | fill=FF00B050 | rows=[20] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D21 | value='9714' | fill=FF00B0F0 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F21 | value='2103' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H21 | value='7728' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH21 | value='-5723.70929489793' | fill=FF00B0F0 | rows=[20] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B22 | value='Q4' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D22 | value='9142' | fill=FF00B0F0 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F22 | value='1979' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H22 | value='7153' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH22 | value='-5147.57483967504' | fill=FF00B0F0 | rows=[21] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH23 | value='0' | fill=FF00B0F0 | rows=[22] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A24 | value='2012' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='Q1' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D24 | value='8686' | fill=FF00B0F0 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F24 | value='1905' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H24 | value='6833' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH24 | value='-4975.09641255082' | fill=FF00B0F0 | rows=[23] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B25 | value='Q2' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D25 | value='8075' | fill=FF00B0F0 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F25 | value='1715' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H25 | value='6398' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH25 | value='-4690.21375491312' | fill=FF00B0F0 | rows=[24] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B26 | value='Q3' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D26 | value='7718' | fill=FF00B0F0 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F26 | value='1562' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H26 | value='6157' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH26 | value='-4613.62882760438' | fill=FF00B0F0 | rows=[25] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B27 | value='Q4' | fill=FF00B050 | rows=[26] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D27 | value='7296' | fill=FF00B0F0 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F27 | value='1409' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H27 | value='5796' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH27 | value='-4318.06100493167' | fill=FF00B0F0 | rows=[26] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH28 | value='0' | fill=FF00B0F0 | rows=[27] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A29 | value='2013' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='Q1' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D29 | value='6460' | fill=FF00B0F0 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F29 | value='1416' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H29 | value='5227' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH29 | value='-3858.51402408612' | fill=FF00B0F0 | rows=[28] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B30 | value='Q2' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D30 | value='6365' | fill=FF00B0F0 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F30 | value='1410' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H30 | value='4910' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH30 | value='-3527.18579446084' | fill=FF00B0F0 | rows=[29] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B31 | value='Q3' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D31 | value='6036' | fill=FF00B0F0 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F31 | value='1281' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H31 | value='4628' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH31 | value='-3302.33559626321' | fill=FF00B0F0 | rows=[30] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B32 | value='Q4' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D32 | value='5703' | fill=FF00B0F0 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F32 | value='1270' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H32 | value='4424' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH32 | value='-3128.96458518983' | fill=FF00B0F0 | rows=[31] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH33 | value='0' | fill=FF00B0F0 | rows=[32] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A34 | value='2014' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='Q1' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D34 | value='5432' | fill=FF00B0F0 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F34 | value='1249' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H34 | value='4207' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH34 | value='-2957.83979470069' | fill=FF00B0F0 | rows=[33] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B35 | value='Q2' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D35 | value='5472' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F35 | value='1315' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H35 | value='4114' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH35 | value='-2803.20390121772' | fill=FF00B0F0 | rows=[34] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B36 | value='Q3' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D36 | value='4906' | fill=FF00B0F0 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F36 | value='1168' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H36 | value='3717' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH36 | value='-2564.2391488888' | fill=FF00B0F0 | rows=[35] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B37 | value='Q4' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D37 | value='4529' | fill=FF00B0F0 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F37 | value='1050' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H37 | value='3518' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH37 | value='-2455.71715519278' | fill=FF00B0F0 | rows=[36] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH38 | value='0' | fill=FF00B0F0 | rows=[37] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A39 | value='2015' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='Q1' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D39 | value='4208' | fill=FF00B0F0 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F39 | value='1035' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H39 | value='3141' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH39 | value='-2078.00050442785' | fill=FF00B0F0 | rows=[38] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B40 | value='Q2' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D40 | value='3982' | fill=FF00B0F0 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F40 | value='1049' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H40 | value='2902' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH40 | value='-1854.20297613998' | fill=FF00B0F0 | rows=[39] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B41 | value='Q3' | fill=FF00B050 | rows=[40] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D41 | value='3870' | fill=FF00B0F0 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F41 | value='1148' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H41 | value='2766' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH41 | value='-1632.64045306343' | fill=FF00B0F0 | rows=[40] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B42 | value='Q4' | fill=FF00B050 | rows=[41] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D42 | value='3788' | fill=FF00B0F0 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F42 | value='1171' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H42 | value='2637' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH42 | value='-1470.15606636873' | fill=FF00B0F0 | rows=[41] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH43 | value='0' | fill=FF00B0F0 | rows=[42] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A44 | value='2016' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='Q1' | fill=FF00B050 | rows=[43] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D44 | value='3637' | fill=FF00B0F0 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F44 | value='1013' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H44 | value='2585' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH44 | value='-1519.57430359781' | fill=FF00B0F0 | rows=[43] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B45 | value='Q2' | fill=FF00B050 | rows=[44] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D45 | value='3656' | fill=FF00B0F0 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F45 | value='938' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H45 | value='2655' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH45 | value='-1751.00374188415' | fill=FF00B0F0 | rows=[44] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B46 | value='Q3' | fill=FF00B050 | rows=[45] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D46 | value='3897' | fill=FF00B0F0 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F46 | value='989' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H46 | value='3008' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH46 | value='-2072.53386424475' | fill=FF00B0F0 | rows=[45] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B47 | value='Q4' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D47 | value='3859' | fill=FF00B0F0 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=True
