=== education-table21.xlsx ===
Cell A1 | value='DBN' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell T24 | value='0.125' | fill=00000000 | rows=[23] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U24 | value='0.605' | fill=00000000 | rows=[23] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V24 | value='.' | fill=00000000 | rows=[23] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W24 | value='0.04' | fill=00000000 | rows=[23] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X24 | value='0.702' | fill=00000000 | rows=[23] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y24 | value='.' | fill=00000000 | rows=[23] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z24 | value='.' | fill=00000000 | rows=[23] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA24 | value='0.303' | fill=00000000 | rows=[23] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB24 | value='0.749' | fill=00000000 | rows=[23] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC24 | value='.' | fill=00000000 | rows=[23] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD24 | value='0.303' | fill=00000000 | rows=[23] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE24 | value='0.761' | fill=00000000 | rows=[23] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF24 | value='.' | fill=00000000 | rows=[23] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG24 | value='.' | fill=00000000 | rows=[23] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH24 | value='0.496' | fill=00000000 | rows=[23] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI24 | value='0.916' | fill=00000000 | rows=[23] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ24 | value='.' | fill=00000000 | rows=[23] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK24 | value='0.466' | fill=00000000 | rows=[23] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL24 | value='0.944' | fill=00000000 | rows=[23] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM24 | value='.' | fill=00000000 | rows=[23] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A25 | value='08X560' | fill=FF00B0F0 | rows=[24] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B25 | value='Bronx Academy High School' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='.' | fill=7 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='.' | fill=7 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='0.487' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0.282' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='0.786' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='0.407' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='0.237' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='0.813' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='0.434' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='1.147' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='0.082' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='3.43' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='0.318' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='0.153' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='3.087' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='0.339' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='0.333' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='0.077' | fill=00000000 | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='0.699' | fill=00000000 | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='0.412' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='0.04' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='0.702' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='0.443' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='0.386' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA25 | value='0.319' | fill=00000000 | rows=[24] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB25 | value='0.769' | fill=00000000 | rows=[24] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC25 | value='0.149' | fill=00000000 | rows=[24] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD25 | value='0.303' | fill=00000000 | rows=[24] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE25 | value='0.761' | fill=00000000 | rows=[24] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF25 | value='0.181' | fill=00000000 | rows=[24] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG25 | value='0.626' | fill=00000000 | rows=[24] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH25 | value='0.485' | fill=00000000 | rows=[24] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI25 | value='0.937' | fill=00000000 | rows=[24] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ25 | value='0.312' | fill=00000000 | rows=[24] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK25 | value='0.466' | fill=00000000 | rows=[24] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL25 | value='0.944' | fill=00000000 | rows=[24] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM25 | value='0.335' | fill=00000000 | rows=[24] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A26 | value='10X319' | fill=FF00B0F0 | rows=[25] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B26 | value='Providing Urban Learners Success In Education High School' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='8.2' | fill=7 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='D' | fill=7 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='0.454' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0.196' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='0.718' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0.494' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='0.237' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='0.813' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='0.377' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='1.242' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='0.392' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='2.344' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='0.435' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='0.153' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='3.087' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='0.371' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='0.222' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='0.073' | fill=00000000 | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='0.535' | fill=00000000 | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='0.323' | fill=00000000 | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='0.04' | fill=00000000 | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='0.702' | fill=00000000 | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='0.275' | fill=00000000 | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='0.378' | fill=00000000 | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA26 | value='0.289' | fill=00000000 | rows=[25] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB26 | value='0.731' | fill=00000000 | rows=[25] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC26 | value='0.201' | fill=00000000 | rows=[25] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD26 | value='0.303' | fill=00000000 | rows=[25] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE26 | value='0.761' | fill=00000000 | rows=[25] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF26 | value='0.164' | fill=00000000 | rows=[25] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG26 | value='0.729' | fill=00000000 | rows=[25] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH26 | value='0.433' | fill=00000000 | rows=[25] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI26 | value='0.893' | fill=00000000 | rows=[25] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ26 | value='0.643' | fill=00000000 | rows=[25] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK26 | value='0.466' | fill=00000000 | rows=[25] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL26 | value='0.944' | fill=00000000 | rows=[25] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM26 | value='0.55' | fill=00000000 | rows=[25] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A27 | value='12X446' | fill=FF00B0F0 | rows=[26] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B27 | value='Arturo A. Schomburg Satellite Academy Bronx' | fill=FF00B050 | rows=[26] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C27 | value='9' | fill=7 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='D' | fill=7 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='0.395' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='0.231' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='0.739' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='0.323' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='0.237' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='0.813' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='0.274' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='1.783' | fill=00000000 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='0.382' | fill=00000000 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='2.536' | fill=00000000 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='0.65' | fill=00000000 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='0.153' | fill=00000000 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='3.087' | fill=00000000 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='0.556' | fill=00000000 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='0.268' | fill=00000000 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T27 | value='0.08' | fill=00000000 | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U27 | value='0.574' | fill=00000000 | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V27 | value='0.381' | fill=00000000 | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W27 | value='0.04' | fill=00000000 | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X27 | value='0.702' | fill=00000000 | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y27 | value='0.344' | fill=00000000 | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z27 | value='0.536' | fill=00000000 | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA27 | value='0.293' | fill=00000000 | rows=[26] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB27 | value='0.747' | fill=00000000 | rows=[26] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC27 | value='0.535' | fill=00000000 | rows=[26] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD27 | value='0.303' | fill=00000000 | rows=[26] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE27 | value='0.761' | fill=00000000 | rows=[26] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF27 | value='0.509' | fill=00000000 | rows=[26] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG27 | value='.' | fill=00000000 | rows=[26] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH27 | value='0.463' | fill=00000000 | rows=[26] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI27 | value='0.911' | fill=00000000 | rows=[26] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ27 | value='.' | fill=00000000 | rows=[26] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK27 | value='0.466' | fill=00000000 | rows=[26] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL27 | value='0.944' | fill=00000000 | rows=[26] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM27 | value='.' | fill=00000000 | rows=[26] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A28 | value='12X480' | fill=FF00B0F0 | rows=[27] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B28 | value='Bronx Regional High School' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='3.9' | fill=7 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='F' | fill=7 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='0.4' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='0.277' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='0.819' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='0.227' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='0.237' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='0.813' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='0.283' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='1.108' | fill=00000000 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='0.089' | fill=00000000 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='3.459' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='0.302' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='0.153' | fill=00000000 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='3.087' | fill=00000000 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='0.325' | fill=00000000 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='0.304' | fill=00000000 | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='0.057' | fill=00000000 | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='0.769' | fill=00000000 | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V28 | value='0.347' | fill=00000000 | rows=[27] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W28 | value='0.04' | fill=00000000 | rows=[27] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X28 | value='0.702' | fill=00000000 | rows=[27] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y28 | value='0.399' | fill=00000000 | rows=[27] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z28 | value='0.407' | fill=00000000 | rows=[27] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA28 | value='0.319' | fill=00000000 | rows=[27] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB28 | value='0.779' | fill=00000000 | rows=[27] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC28 | value='0.191' | fill=00000000 | rows=[27] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD28 | value='0.303' | fill=00000000 | rows=[27] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE28 | value='0.761' | fill=00000000 | rows=[27] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF28 | value='0.227' | fill=00000000 | rows=[27] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG28 | value='0.444' | fill=00000000 | rows=[27] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH28 | value='0.485' | fill=00000000 | rows=[27] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI28 | value='0.951' | fill=00000000 | rows=[27] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ28 | value='0' | fill=00000000 | rows=[27] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK28 | value='0.466' | fill=00000000 | rows=[27] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL28 | value='0.944' | fill=00000000 | rows=[27] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM28 | value='0' | fill=00000000 | rows=[27] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A29 | value='13K553' | fill=FF00B0F0 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B29 | value='Brooklyn Academy High School' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='13.3' | fill=7 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='B' | fill=7 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='0.598' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0.277' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='0.749' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='0.68' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='0.237' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='0.813' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='0.627' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='2.192' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='0.467' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='2.701' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='0.772' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='0.153' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='3.087' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='0.695' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='0.455' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='0.096' | fill=00000000 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='0.62' | fill=00000000 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='0.685' | fill=00000000 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='0.04' | fill=00000000 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='0.702' | fill=00000000 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='0.627' | fill=00000000 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='0.59' | fill=00000000 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA29 | value='0.301' | fill=00000000 | rows=[28] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB29 | value='0.749' | fill=00000000 | rows=[28] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC29 | value='0.645' | fill=00000000 | rows=[28] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD29 | value='0.303' | fill=00000000 | rows=[28] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE29 | value='0.761' | fill=00000000 | rows=[28] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF29 | value='0.627' | fill=00000000 | rows=[28] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG29 | value='0.743' | fill=00000000 | rows=[28] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH29 | value='0.48' | fill=00000000 | rows=[28] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI29 | value='0.926' | fill=00000000 | rows=[28] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ29 | value='0.59' | fill=00000000 | rows=[28] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK29 | value='0.466' | fill=00000000 | rows=[28] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL29 | value='0.944' | fill=00000000 | rows=[28] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM29 | value='0.579' | fill=00000000 | rows=[28] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A30 | value='13K575' | fill=FF00B0F0 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B30 | value='Bedford Stuyvesant Preparatory High School' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C30 | value='6.5' | fill=7 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='F' | fill=7 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='0.483' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='0.263' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='0.837' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='0.383' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='0.237' | fill=00000000 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='0.813' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='0.427' | fill=00000000 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='1.19' | fill=00000000 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='0.019' | fill=00000000 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='3.539' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='0.333' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='0.153' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='3.087' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='0.353' | fill=00000000 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='.' | fill=00000000 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T30 | value='0.05' | fill=00000000 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='0.794' | fill=00000000 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='.' | fill=00000000 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W30 | value='0.04' | fill=00000000 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X30 | value='0.702' | fill=00000000 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y30 | value='.' | fill=00000000 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z30 | value='0.316' | fill=00000000 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA30 | value='0.308' | fill=00000000 | rows=[29] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB30 | value='0.784' | fill=00000000 | rows=[29] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC30 | value='0.017' | fill=00000000 | rows=[29] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD30 | value='0.303' | fill=00000000 | rows=[29] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE30 | value='0.761' | fill=00000000 | rows=[29] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF30 | value='0.028' | fill=00000000 | rows=[29] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG30 | value='0.7' | fill=00000000 | rows=[29] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH30 | value='0.476' | fill=00000000 | rows=[29] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI30 | value='0.956' | fill=00000000 | rows=[29] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ30 | value='0.467' | fill=00000000 | rows=[29] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK30 | value='0.466' | fill=00000000 | rows=[29] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL30 | value='0.944' | fill=00000000 | rows=[29] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM30 | value='0.49' | fill=00000000 | rows=[29] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A31 | value='13K616' | fill=FF00B0F0 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=True
