=== economy-table22.xlsx ===
Cell A1 | value='Code' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell C242 | value='London Borough' | fill=FF00B050 | rows=[241] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D242 | value='91' | fill=00000000 | rows=[241] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E242 | value='101' | fill=00000000 | rows=[241] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F242 | value='98' | fill=00000000 | rows=[241] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G242 | value='130' | fill=00000000 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H242 | value='100' | fill=00000000 | rows=[241] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I242 | value='139' | fill=00000000 | rows=[241] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J242 | value='153' | fill=00000000 | rows=[241] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K242 | value='157' | fill=00000000 | rows=[241] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L242 | value='160' | fill=00000000 | rows=[241] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M242 | value='186' | fill=00000000 | rows=[241] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N242 | value='182' | fill=00000000 | rows=[241] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A243 | value='E09000026' | fill=FF00B0F0 | rows=[242] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B243 | value='Redbridge' | fill=FF00B050 | rows=[242] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C243 | value='London Borough' | fill=FF00B050 | rows=[242] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D243 | value='146' | fill=00000000 | rows=[242] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E243 | value='112' | fill=00000000 | rows=[242] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F243 | value='146' | fill=00000000 | rows=[242] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G243 | value='173' | fill=00000000 | rows=[242] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H243 | value='119' | fill=00000000 | rows=[242] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I243 | value='144' | fill=00000000 | rows=[242] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J243 | value='174' | fill=00000000 | rows=[242] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K243 | value='190' | fill=00000000 | rows=[242] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L243 | value='215' | fill=00000000 | rows=[242] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M243 | value='245' | fill=00000000 | rows=[242] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N243 | value='258' | fill=00000000 | rows=[242] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A244 | value='E09000027' | fill=FF00B0F0 | rows=[243] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B244 | value='Richmond upon Thames' | fill=FF00B050 | rows=[243] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C244 | value='London Borough' | fill=FF00B050 | rows=[243] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D244 | value='59' | fill=00000000 | rows=[243] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E244 | value='61' | fill=00000000 | rows=[243] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F244 | value='70' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G244 | value='71' | fill=00000000 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H244 | value='54' | fill=00000000 | rows=[243] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I244 | value='74' | fill=00000000 | rows=[243] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J244 | value='84' | fill=00000000 | rows=[243] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K244 | value='101' | fill=00000000 | rows=[243] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L244 | value='119' | fill=00000000 | rows=[243] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M244 | value='105' | fill=00000000 | rows=[243] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N244 | value='108' | fill=00000000 | rows=[243] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A245 | value='E09000029' | fill=FF00B0F0 | rows=[244] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B245 | value='Sutton' | fill=FF00B050 | rows=[244] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C245 | value='London Borough' | fill=FF00B050 | rows=[244] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D245 | value='169' | fill=00000000 | rows=[244] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E245 | value='102' | fill=00000000 | rows=[244] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F245 | value='151' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G245 | value='143' | fill=00000000 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H245 | value='145' | fill=00000000 | rows=[244] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I245 | value='116' | fill=00000000 | rows=[244] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J245 | value='179' | fill=00000000 | rows=[244] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K245 | value='204' | fill=00000000 | rows=[244] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L245 | value='233' | fill=00000000 | rows=[244] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M245 | value='215' | fill=00000000 | rows=[244] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N245 | value='227' | fill=00000000 | rows=[244] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A246 | value='E09000031' | fill=FF00B0F0 | rows=[245] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B246 | value='Waltham Forest' | fill=FF00B050 | rows=[245] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C246 | value='London Borough' | fill=FF00B050 | rows=[245] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D246 | value='134' | fill=00000000 | rows=[245] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E246 | value='127' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='144' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='153' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H246 | value='133' | fill=00000000 | rows=[245] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I246 | value='159' | fill=00000000 | rows=[245] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J246 | value='204' | fill=00000000 | rows=[245] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K246 | value='232' | fill=00000000 | rows=[245] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L246 | value='218' | fill=00000000 | rows=[245] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M246 | value='259' | fill=00000000 | rows=[245] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N246 | value='251' | fill=00000000 | rows=[245] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A247 | value='E12000008' | fill=FF00B0F0 | rows=[246] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B247 | value='SOUTH EAST' | fill=FF00B050 | rows=[246] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C247 | value='Region' | fill=FF00B050 | rows=[246] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D247 | value='7290' | fill=00000000 | rows=[246] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E247 | value='6698' | fill=00000000 | rows=[246] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F247 | value='6863' | fill=00000000 | rows=[246] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G247 | value='6932' | fill=00000000 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H247 | value='5476' | fill=00000000 | rows=[246] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I247 | value='6823' | fill=00000000 | rows=[246] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J247 | value='8476' | fill=00000000 | rows=[246] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K247 | value='10094' | fill=00000000 | rows=[246] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L247 | value='11545' | fill=00000000 | rows=[246] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M247 | value='11822' | fill=00000000 | rows=[246] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N247 | value='11944' | fill=00000000 | rows=[246] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A248 | value='E06000036' | fill=FF00B0F0 | rows=[247] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B248 | value='Bracknell Forest' | fill=FF00B050 | rows=[247] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C248 | value='Unitary Authority' | fill=FF00B050 | rows=[247] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D248 | value='150' | fill=00000000 | rows=[247] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E248 | value='122' | fill=00000000 | rows=[247] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F248 | value='90' | fill=00000000 | rows=[247] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G248 | value='104' | fill=00000000 | rows=[247] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H248 | value='66' | fill=00000000 | rows=[247] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I248 | value='92' | fill=00000000 | rows=[247] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J248 | value='116' | fill=00000000 | rows=[247] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K248 | value='138' | fill=00000000 | rows=[247] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L248 | value='161' | fill=00000000 | rows=[247] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M248 | value='179' | fill=00000000 | rows=[247] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N248 | value='180' | fill=00000000 | rows=[247] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A249 | value='E06000043' | fill=FF00B0F0 | rows=[248] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B249 | value='Brighton and Hove' | fill=FF00B050 | rows=[248] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C249 | value='Unitary Authority' | fill=FF00B050 | rows=[248] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D249 | value='164' | fill=00000000 | rows=[248] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E249 | value='137' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F249 | value='159' | fill=00000000 | rows=[248] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G249 | value='155' | fill=00000000 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H249 | value='123' | fill=00000000 | rows=[248] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I249 | value='188' | fill=00000000 | rows=[248] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J249 | value='235' | fill=00000000 | rows=[248] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K249 | value='262' | fill=00000000 | rows=[248] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L249 | value='330' | fill=00000000 | rows=[248] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M249 | value='294' | fill=00000000 | rows=[248] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N249 | value='305' | fill=00000000 | rows=[248] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A250 | value='E06000060' | fill=FF00B0F0 | rows=[249] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B250 | value='Buckinghamshire [note 3]' | fill=FF00B050 | rows=[249] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C250 | value='Unitary Authority' | fill=FF00B050 | rows=[249] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D250 | value='335' | fill=00000000 | rows=[249] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E250 | value='305' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F250 | value='318' | fill=00000000 | rows=[249] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G250 | value='281' | fill=00000000 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H250 | value='253' | fill=00000000 | rows=[249] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I250 | value='298' | fill=00000000 | rows=[249] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J250 | value='360' | fill=00000000 | rows=[249] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K250 | value='388' | fill=00000000 | rows=[249] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L250 | value='476' | fill=00000000 | rows=[249] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M250 | value='533' | fill=00000000 | rows=[249] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N250 | value='503' | fill=00000000 | rows=[249] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A251 | value='E06000046' | fill=FF00B0F0 | rows=[250] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B251 | value='Isle of Wight' | fill=FF00B050 | rows=[250] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C251 | value='Unitary Authority' | fill=FF00B050 | rows=[250] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D251 | value='138' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='119' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='126' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='120' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H251 | value='125' | fill=00000000 | rows=[250] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I251 | value='159' | fill=00000000 | rows=[250] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J251 | value='169' | fill=00000000 | rows=[250] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K251 | value='190' | fill=00000000 | rows=[250] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L251 | value='248' | fill=00000000 | rows=[250] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M251 | value='222' | fill=00000000 | rows=[250] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N251 | value='193' | fill=00000000 | rows=[250] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A252 | value='E06000035' | fill=FF00B0F0 | rows=[251] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B252 | value='Medway' | fill=FF00B050 | rows=[251] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C252 | value='Unitary Authority' | fill=FF00B050 | rows=[251] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D252 | value='315' | fill=00000000 | rows=[251] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E252 | value='311' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='344' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='352' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H252 | value='233' | fill=00000000 | rows=[251] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I252 | value='298' | fill=00000000 | rows=[251] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J252 | value='327' | fill=00000000 | rows=[251] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K252 | value='468' | fill=00000000 | rows=[251] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L252 | value='491' | fill=00000000 | rows=[251] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M252 | value='537' | fill=00000000 | rows=[251] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N252 | value='565' | fill=00000000 | rows=[251] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A253 | value='E06000042' | fill=FF00B0F0 | rows=[252] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B253 | value='Milton Keynes' | fill=FF00B050 | rows=[252] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C253 | value='Unitary Authority' | fill=FF00B050 | rows=[252] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D253 | value='285' | fill=00000000 | rows=[252] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E253 | value='266' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F253 | value='230' | fill=00000000 | rows=[252] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G253 | value='284' | fill=00000000 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H253 | value='212' | fill=00000000 | rows=[252] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I253 | value='260' | fill=00000000 | rows=[252] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J253 | value='254' | fill=00000000 | rows=[252] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K253 | value='339' | fill=00000000 | rows=[252] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L253 | value='388' | fill=00000000 | rows=[252] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M253 | value='398' | fill=00000000 | rows=[252] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N253 | value='449' | fill=00000000 | rows=[252] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A254 | value='E06000044' | fill=FF00B0F0 | rows=[253] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B254 | value='Portsmouth' | fill=FF00B050 | rows=[253] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C254 | value='Unitary Authority' | fill=FF00B050 | rows=[253] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D254 | value='208' | fill=00000000 | rows=[253] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E254 | value='164' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='187' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='202' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H254 | value='175' | fill=00000000 | rows=[253] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I254 | value='223' | fill=00000000 | rows=[253] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J254 | value='243' | fill=00000000 | rows=[253] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K254 | value='303' | fill=00000000 | rows=[253] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L254 | value='327' | fill=00000000 | rows=[253] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M254 | value='378' | fill=00000000 | rows=[253] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N254 | value='357' | fill=00000000 | rows=[253] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A255 | value='E06000038' | fill=FF00B0F0 | rows=[254] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B255 | value='Reading' | fill=FF00B050 | rows=[254] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C255 | value='Unitary Authority' | fill=FF00B050 | rows=[254] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D255 | value='131' | fill=00000000 | rows=[254] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E255 | value='104' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='102' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G255 | value='126' | fill=00000000 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H255 | value='80' | fill=00000000 | rows=[254] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I255 | value='131' | fill=00000000 | rows=[254] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J255 | value='138' | fill=00000000 | rows=[254] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K255 | value='198' | fill=00000000 | rows=[254] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L255 | value='236' | fill=00000000 | rows=[254] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M255 | value='216' | fill=00000000 | rows=[254] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N255 | value='217' | fill=00000000 | rows=[254] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A256 | value='E06000039' | fill=FF00B0F0 | rows=[255] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B256 | value='Slough' | fill=FF00B050 | rows=[255] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C256 | value='Unitary Authority' | fill=FF00B050 | rows=[255] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D256 | value='96' | fill=00000000 | rows=[255] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E256 | value='113' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='142' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='125' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H256 | value='121' | fill=00000000 | rows=[255] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I256 | value='154' | fill=00000000 | rows=[255] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J256 | value='200' | fill=00000000 | rows=[255] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K256 | value='205' | fill=00000000 | rows=[255] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L256 | value='218' | fill=00000000 | rows=[255] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M256 | value='223' | fill=00000000 | rows=[255] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N256 | value='220' | fill=00000000 | rows=[255] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A257 | value='E06000045' | fill=FF00B0F0 | rows=[256] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B257 | value='Southampton' | fill=FF00B050 | rows=[256] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C257 | value='Unitary Authority' | fill=FF00B050 | rows=[256] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D257 | value='249' | fill=00000000 | rows=[256] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E257 | value='223' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='180' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='228' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H257 | value='179' | fill=00000000 | rows=[256] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I257 | value='205' | fill=00000000 | rows=[256] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J257 | value='271' | fill=00000000 | rows=[256] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K257 | value='332' | fill=00000000 | rows=[256] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L257 | value='380' | fill=00000000 | rows=[256] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M257 | value='420' | fill=00000000 | rows=[256] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N257 | value='387' | fill=00000000 | rows=[256] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A258 | value='E06000037' | fill=FF00B0F0 | rows=[257] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B258 | value='West Berkshire' | fill=FF00B050 | rows=[257] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C258 | value='Unitary Authority' | fill=FF00B050 | rows=[257] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D258 | value='149' | fill=00000000 | rows=[257] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E258 | value='138' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='137' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='114' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H258 | value='104' | fill=00000000 | rows=[257] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I258 | value='95' | fill=00000000 | rows=[257] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J258 | value='129' | fill=00000000 | rows=[257] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K258 | value='161' | fill=00000000 | rows=[257] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L258 | value='178' | fill=00000000 | rows=[257] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M258 | value='169' | fill=00000000 | rows=[257] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N258 | value='171' | fill=00000000 | rows=[257] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A259 | value='E06000040' | fill=FF00B0F0 | rows=[258] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B259 | value='Windsor and Maidenhead' | fill=FF00B050 | rows=[258] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C259 | value='Unitary Authority' | fill=FF00B050 | rows=[258] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D259 | value='67' | fill=00000000 | rows=[258] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E259 | value='77' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F259 | value='73' | fill=00000000 | rows=[258] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G259 | value='84' | fill=00000000 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H259 | value='68' | fill=00000000 | rows=[258] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I259 | value='86' | fill=00000000 | rows=[258] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J259 | value='110' | fill=00000000 | rows=[258] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K259 | value='125' | fill=00000000 | rows=[258] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L259 | value='120' | fill=00000000 | rows=[258] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M259 | value='154' | fill=00000000 | rows=[258] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N259 | value='135' | fill=00000000 | rows=[258] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A260 | value='E06000041' | fill=FF00B0F0 | rows=[259] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B260 | value='Wokingham' | fill=FF00B050 | rows=[259] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C260 | value='Unitary Authority' | fill=FF00B050 | rows=[259] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D260 | value='83' | fill=00000000 | rows=[259] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E260 | value='65' | fill=00000000 | rows=[259] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F260 | value='83' | fill=00000000 | rows=[259] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G260 | value='53' | fill=00000000 | rows=[259] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H260 | value='52' | fill=00000000 | rows=[259] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I260 | value='56' | fill=00000000 | rows=[259] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J260 | value='89' | fill=00000000 | rows=[259] | cols=[9] | col_header=False | row_header=False | metadata=False
