=== economy-table96.xlsx ===
Cell A1 | value='Producer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell H3 | value='Lower' | fill=FFFFFF00 | rows=[2] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I3 | value='Mid' | fill=FFFFFF00 | rows=[2] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J3 | value='Upper' | fill=FFFFFF00 | rows=[2] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K3 | value='Lower' | fill=FFFFFF00 | rows=[2] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L3 | value='Mid' | fill=FFFFFF00 | rows=[2] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M3 | value='Upper' | fill=FFFFFF00 | rows=[2] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell A4 | value='Unprocessed foodstuffs and feedstuffs' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B4 | value='0.2' | fill=00000000 | rows=[3] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4 | value='0.1' | fill=00000000 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='-3.5' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='26.7' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='-10.3' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='4.3' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='NA' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='NA' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='NA' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='NA' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='NA' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='NA' | fill=00000000 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A5 | value='Processed foods and feeds' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='0.6' | fill=00000000 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='1.1' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='-1' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='14' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='-2' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='3.6' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='NA' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='NA' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='NA' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='NA' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='NA' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='NA' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A6 | value='Finished consumer foods' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='0.8' | fill=00000000 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='5' | fill=00000000 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='2.6' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='14.2' | fill=00000000 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='2' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='3.1' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='NA' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='NA' | fill=00000000 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='NA' | fill=00000000 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='NA' | fill=00000000 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='NA' | fill=00000000 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='NA' | fill=00000000 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A8 | value='Farm-level cattle' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='-3.6' | fill=00000000 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='3.3' | fill=00000000 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='10.8' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='18.1' | fill=00000000 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='22' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='4.4' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='8.2' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='10.7' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='13.5' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='-19.3' | fill=00000000 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='-0.9' | fill=00000000 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='21.5' | fill=00000000 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A9 | value='Wholesale beef' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='-0.5' | fill=00000000 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C9 | value='-0.1' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='4.9' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='-5.2' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='13.5' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='4.2' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='0.6' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='4.3' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='8.8' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='-19.7' | fill=00000000 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='0.2' | fill=00000000 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='25.7' | fill=00000000 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A11 | value='Wholesale pork' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='0.8' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='13.1' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='11.2' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='-2.2' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='-3.7' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='2.2' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='8.8' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='11.9' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='15.3' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='-19.9' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='2.1' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='30.4' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Wholesale poultry' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='9.1' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='6.3' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='0.3' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='17.3' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='-18' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='2.5' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='1.3' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='3.3' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='5.3' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='-8.4' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='10.8' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='34.7' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Farm-level eggs' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='-7.3' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='124.3' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='30' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='163.1' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='-28.3' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='11.7' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='22.2' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='39.2' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='68' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='-49.1' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='31.3' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='260.2' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Farm-level milk' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='1.3' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='13.9' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='6.9' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='36.7' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='-19.9' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='4.6' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='4.8' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='9' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='13.7' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='-24.2' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='6.3' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='50.6' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A18 | value='Wholesale dairy' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='1.5' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='7.8' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='2.3' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='18.3' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='-6.1' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='2.9' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='2.4' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='3.9' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='5.4' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='-8.6' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='5.3' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='21.5' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Farm-level soybeans' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='-1.6' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='-27.1' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='-19.7' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='11.2' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='-8.3' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='5.9' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='-25.1' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='-22.5' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='-19.6' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='-36.2' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='-11.6' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='25.1' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Wholesale fats and oils' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='-0.8' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='-10.4' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='-10.2' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='26.1' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='-16.3' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='5.6' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='-12.3' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='-11' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='-9.7' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='-24.4' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='-7.1' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='14.6' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Farm-level fruits' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='8.3' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='4.6' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='-5.2' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='18.1' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='-0.6' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='4' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='-7.3' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='-4.6' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='-1.6' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='-11.4' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='1.9' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='17.5' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Farm-level vegetables' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='-2.5' | fill=00000000 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='7.7' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='-2.5' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='51.4' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='-12.1' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='5' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='-8.9' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='-3.5' | fill=00000000 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='3.6' | fill=00000000 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='-27.1' | fill=00000000 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='-3.5' | fill=00000000 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='29.1' | fill=00000000 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Farm-level wheat' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='4.5' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='-19.7' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='-21' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='31' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='-23.1' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='6.5' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='-25.3' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='-22.5' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='-19' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='-35.8' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='-7.3' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='35.7' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Wholesale wheat flour' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='1.2' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='-4.9' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='-6.4' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='23.3' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='-5.8' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='3.3' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='-8.2' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='-6.7' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='-5' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='-13.2' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='-0.1' | fill=00000000 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='14.5' | fill=00000000 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False

