=== economy-table14.xlsx ===
Cell B1 | value='East Midlands' | fill=FFFFFF00 | rows=[0] | cols=[1, 2] | col_header=True | row_header=False | metadata=False
Cell Q13 | value='1787.52677056676' | fill=9 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='1885.13432239413' | fill=9 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='1924.44178823346' | fill=9 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='18022.7102256112' | fill=9 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='18260.7826832451' | fill=9 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A14 | value='Designer Fashion' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='3077.505' | fill=9 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='1192.785' | fill=9 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='1753.7' | fill=9 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='1354.155' | fill=9 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='4324.38' | fill=9 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='4639.54' | fill=9 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='318.92' | fill=9 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='414.33' | fill=9 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='1597.795' | fill=9 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='1842.875' | fill=9 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='1911.86' | fill=9 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='2666.145' | fill=9 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='823.735' | fill=9 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='1484.295' | fill=9 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='1347.92' | fill=9 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='1140.53' | fill=9 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='1191.445' | fill=9 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='904.53' | fill=9 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='17396.9' | fill=9 | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='17217.85' | fill=9 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Music & the Visual & Performing Arts' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='8702.85' | fill=9 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='6390.94' | fill=9 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='12236.2' | fill=9 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='15211.35' | fill=9 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='63758.48' | fill=9 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='73017.95' | fill=9 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='4903.03' | fill=9 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='5822.66' | fill=9 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='12698.59' | fill=9 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='17444.98' | fill=9 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='28863.43' | fill=9 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='28772.09' | fill=9 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='18800.01' | fill=9 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='16936.36' | fill=9 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='7784.43' | fill=9 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='9140.45' | fill=9 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='12036.42' | fill=9 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='13994.85' | fill=9 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='172585.69' | fill=9 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='189158.06' | fill=9 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Total' | fill=FF00B0F0 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B17 | value='87842.8603848929' | fill=FF00B0F0 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C17 | value='85406.0615603345' | fill=FF00B0F0 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D17 | value='138251.413145119' | fill=FF00B0F0 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E17 | value='133419.725319473' | fill=FF00B0F0 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F17 | value='451787.868801883' | fill=FF00B0F0 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G17 | value='458666.999869109' | fill=FF00B0F0 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H17 | value='44162.5694752818' | fill=FF00B0F0 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I17 | value='42607.4541766872' | fill=FF00B0F0 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J17 | value='145026.400546636' | fill=FF00B0F0 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K17 | value='141727.35877145' | fill=FF00B0F0 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L17 | value='251488.008396321' | fill=FF00B0F0 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M17 | value='257285.339936305' | fill=FF00B0F0 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N17 | value='138208.098103955' | fill=FF00B0F0 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O17 | value='137847.909491087' | fill=FF00B0F0 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P17 | value='101333.832049128' | fill=FF00B0F0 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q17 | value='105814.326770567' | fill=FF00B0F0 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R17 | value='108000.339322394' | fill=FF00B0F0 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S17 | value='109834.851788233' | fill=FF00B0F0 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T17 | value='1479380.78022561' | fill=FF00B0F0 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U17 | value='1487726.41268325' | fill=FF00B0F0 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=True

=== economy-table14.xlsx ===
Cell B1 | value='East Midlands' | fill=FFFFFF00 | rows=[0] | cols=[1, 2] | col_header=True | row_header=False | metadata=False
Cell D1 | value='East of England' | fill=FFFFFF00 | rows=[0] | cols=[3, 4] | col_header=True | row_header=False | metadata=False
Cell F1 | value='London' | fill=FFFFFF00 | rows=[0] | cols=[5, 6] | col_header=True | row_header=False | metadata=False
Cell H1 | value='North East' | fill=FFFFFF00 | rows=[0] | cols=[7, 8] | col_header=True | row_header=False | metadata=False
Cell J1 | value='North West' | fill=FFFFFF00 | rows=[0] | cols=[9, 10] | col_header=True | row_header=False | metadata=False
Cell L1 | value='South East' | fill=FFFFFF00 | rows=[0] | cols=[11, 12] | col_header=True | row_header=False | metadata=False
Cell N1 | value='South West' | fill=FFFFFF00 | rows=[0] | cols=[13, 14] | col_header=True | row_header=False | metadata=False
Cell P1 | value='West Midlands' | fill=FFFFFF00 | rows=[0] | cols=[15, 16] | col_header=True | row_header=False | metadata=False
Cell R1 | value='Yorkshire and the Humber' | fill=FFFFFF00 | rows=[0] | cols=[17, 18] | col_header=True | row_header=False | metadata=False
Cell T1 | value='England' | fill=FFFFFF00 | rows=[0] | cols=[19, 20] | col_header=True | row_header=False | metadata=False
Cell A2 | value='Sub-sector' | fill=FFFFFF00 | rows=[1] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell B2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell T2 | value='2006' | fill=FFFFFF00 | rows=[1] | cols=[19] | col_header=True | row_header=False | metadata=False
Cell U2 | value='2008' | fill=FFFFFF00 | rows=[1] | cols=[20] | col_header=True | row_header=False | metadata=False
Cell A3 | value='Advertising' | fill=FF00B050 | rows=[2] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B3 | value='8404.31' | fill=9 | rows=[2] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C3 | value='9609.01' | fill=9 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D3 | value='12572.97' | fill=9 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E3 | value='16510.5' | fill=9 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F3 | value='85544.36' | fill=9 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G3 | value='99515.23' | fill=9 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H3 | value='5789.7' | fill=9 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I3 | value='3537.11' | fill=9 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J3 | value='23032.96' | fill=9 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K3 | value='19048.05' | fill=9 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L3 | value='33161.21' | fill=9 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M3 | value='33292.04' | fill=9 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N3 | value='17651.79' | fill=9 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O3 | value='14860.56' | fill=9 | rows=[2] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P3 | value='12876.45' | fill=9 | rows=[2] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q3 | value='14055.99' | fill=9 | rows=[2] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R3 | value='14137.53' | fill=9 | rows=[2] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S3 | value='11660.7' | fill=9 | rows=[2] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T3 | value='213171.28' | fill=9 | rows=[2] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U3 | value='222089.19' | fill=9 | rows=[2] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A4 | value='Architecture' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B4 | value='7305.62' | fill=9 | rows=[3] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4 | value='6054.94' | fill=9 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='8103.5' | fill=9 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='9844.33' | fill=9 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='19359.02' | fill=9 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='26375.4' | fill=9 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='4069.1' | fill=9 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='4036.39' | fill=9 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='10109.06' | fill=9 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='10458.11' | fill=9 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='18296.07' | fill=9 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='18209.58' | fill=9 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N4 | value='10885.65' | fill=9 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O4 | value='11036.03' | fill=9 | rows=[3] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P4 | value='7631.45' | fill=9 | rows=[3] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q4 | value='10046.33' | fill=9 | rows=[3] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R4 | value='6979.41' | fill=9 | rows=[3] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S4 | value='9684.18' | fill=9 | rows=[3] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T4 | value='92738.88' | fill=9 | rows=[3] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U4 | value='105745.29' | fill=9 | rows=[3] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A5 | value='Craft' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='21669.26' | fill=9 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='21885.04' | fill=9 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='26457.18' | fill=9 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='25113.74' | fill=9 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='33014.82' | fill=9 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='26877.73' | fill=9 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='10990.63' | fill=9 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='13631.41' | fill=9 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='29436.18' | fill=9 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='27713.96' | fill=9 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='36550' | fill=9 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='45900.13' | fill=9 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='24170.07' | fill=9 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='25320.14' | fill=9 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='23851.89' | fill=9 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q5 | value='20438.35' | fill=9 | rows=[4] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R5 | value='26214.9' | fill=9 | rows=[4] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S5 | value='24471.74' | fill=9 | rows=[4] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T5 | value='234578.19' | fill=9 | rows=[4] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U5 | value='234695.92' | fill=9 | rows=[4] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A6 | value='Design' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='7285.68' | fill=9 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='7076.88' | fill=9 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='14014.12' | fill=9 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='6332.53' | fill=9 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='13888.3' | fill=9 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='14087.66' | fill=9 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='3183.68' | fill=9 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='2481.79' | fill=9 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='8139.48' | fill=9 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='8982.14' | fill=9 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='12719.37' | fill=9 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='14833.56' | fill=9 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='8912.9' | fill=9 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='11207.1' | fill=9 | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='8716.71' | fill=9 | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q6 | value='9453.04' | fill=9 | rows=[5] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R6 | value='5853.61' | fill=9 | rows=[5] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S6 | value='7474.3' | fill=9 | rows=[5] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T6 | value='82713.85' | fill=9 | rows=[5] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U6 | value='81929' | fill=9 | rows=[5] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A7 | value='Dressing/Making' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='750.52' | fill=9 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C7 | value='992.16' | fill=9 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='0' | fill=9 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='0' | fill=9 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='1304.6' | fill=9 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='990.32' | fill=9 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='55.4' | fill=9 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='55.6' | fill=9 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='739.36' | fill=9 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='343.72' | fill=9 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='323.4' | fill=9 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='181.2' | fill=9 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='449.08' | fill=9 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='470.36' | fill=9 | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='183.6' | fill=9 | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q7 | value='557.44' | fill=9 | rows=[6] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R7 | value='0' | fill=9 | rows=[6] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S7 | value='0' | fill=9 | rows=[6] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T7 | value='4633.92' | fill=9 | rows=[6] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U7 | value='4546.56' | fill=9 | rows=[6] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A8 | value='Literature' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='1353.56' | fill=9 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='490.2' | fill=9 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='3279.02' | fill=9 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='1975.62' | fill=9 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='5732.3' | fill=9 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='6683.82' | fill=9 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='211.66' | fill=9 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='640.68' | fill=9 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='1632.48' | fill=9 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='1705.06' | fill=9 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='3728.56' | fill=9 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='3171.48' | fill=9 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='1578.9' | fill=9 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='1458.82' | fill=9 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='655.88' | fill=9 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q8 | value='1039.3' | fill=9 | rows=[7] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R8 | value='916.94' | fill=9 | rows=[7] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S8 | value='1126.32' | fill=9 | rows=[7] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T8 | value='19089.3' | fill=9 | rows=[7] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U8 | value='18291.3' | fill=9 | rows=[7] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A9 | value='Publishing' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='12876.18' | fill=9 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C9 | value='11709.2' | fill=9 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='22181.76' | fill=9 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='22256.94' | fill=9 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='74661.72' | fill=9 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='64648.87' | fill=9 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='4044.96' | fill=9 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='4621.8' | fill=9 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='18174.63' | fill=9 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='18566.4' | fill=9 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='39267.67' | fill=9 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='32008.68' | fill=9 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N9 | value='22451.24' | fill=9 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O9 | value='21715.31' | fill=9 | rows=[8] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P9 | value='11410.92' | fill=9 | rows=[8] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q9 | value='12425.02' | fill=9 | rows=[8] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R9 | value='17019.17' | fill=9 | rows=[8] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S9 | value='13080.2' | fill=9 | rows=[8] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T9 | value='224645.51' | fill=9 | rows=[8] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U9 | value='202056.6' | fill=9 | rows=[8] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A10 | value='Radio & TV' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='1488' | fill=9 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C10 | value='0' | fill=9 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='5891.68' | fill=9 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='3647.64' | fill=9 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='53209.8' | fill=9 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='50370.2' | fill=9 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='2456.12' | fill=9 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='551' | fill=9 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
