=== environment-table23.xlsx ===
Cell A1 | value='Species of animal' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell J4 | value='2512147' | fill=FF00B0F0 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A5 | value='Rat' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='466' | fill=00000000 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='4' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='259' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='0' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='61' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='115' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='14020' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='144413' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='159338' | fill=FF00B0F0 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A6 | value='All other rodents' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='347' | fill=47 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='-' | fill=47 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='24' | fill=47 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='-' | fill=47 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='2' | fill=47 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='146' | fill=47 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='119' | fill=47 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='9430' | fill=47 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='10068' | fill=FF00B0F0 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A7 | value='Rabbit' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='48' | fill=00000000 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C7 | value='15' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='-' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='-' | fill=00000000 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='46' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='3252' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='308' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='1575' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='5244' | fill=FF00B0F0 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A8 | value='Cat' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='-' | fill=47 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='-' | fill=47 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='-' | fill=47 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='-' | fill=47 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='-' | fill=47 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='-' | fill=47 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='-' | fill=47 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='218' | fill=47 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='218' | fill=FF00B0F0 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A9 | value='Dog' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='-' | fill=00000000 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C9 | value='-' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='-' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='-' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='-' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='-' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='541' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='370' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='911' | fill=FF00B0F0 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A10 | value='Ferret' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='-' | fill=47 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C10 | value='-' | fill=47 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='-' | fill=47 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='-' | fill=47 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='-' | fill=47 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='102' | fill=47 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='-' | fill=47 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='563' | fill=47 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='665' | fill=FF00B0F0 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A11 | value='Other carnivore' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='-' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='-' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='-' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='-' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='-' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='-' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='19' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='738' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='757' | fill=FF00B0F0 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A12 | value='Horse and other equids' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='-' | fill=47 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='-' | fill=47 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='-' | fill=47 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='-' | fill=47 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='-' | fill=47 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='-' | fill=47 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='6046' | fill=47 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='2262' | fill=47 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='8308' | fill=FF00B0F0 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A13 | value='Pigs, sheep & all other ungulates' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='760' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='-' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='-' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='-' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='33' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='1011' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='30308' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='12212' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='44324' | fill=FF00B0F0 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A14 | value='Primate' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A15 | value='New World monkey' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='-' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='-' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='-' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='-' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='-' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='-' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='85' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='157' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='242' | fill=FF00B0F0 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A16 | value='Old World monkey' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='-' | fill=47 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='-' | fill=47 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='-' | fill=47 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='-' | fill=47 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='-' | fill=47 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='2' | fill=47 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='308' | fill=47 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='256' | fill=47 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='566' | fill=FF00B0F0 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A17 | value='All other mammals' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='-' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='-' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='-' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='-' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='-' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='-' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='3' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='542' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='545' | fill=FF00B0F0 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A18 | value='Bird' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='116695' | fill=47 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='-' | fill=47 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='-' | fill=47 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='-' | fill=47 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='-' | fill=47 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='477' | fill=47 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='2048' | fill=47 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='27746' | fill=47 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='146966' | fill=FF00B0F0 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A19 | value='Reptile, Amphibian' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='-' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='-' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='-' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='-' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='-' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='-' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='7634' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='8245' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='15879' | fill=FF00B0F0 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A20 | value='Fish' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='4685' | fill=47 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='-' | fill=47 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='-' | fill=47 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='-' | fill=47 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='-' | fill=47 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='-' | fill=47 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='1353' | fill=47 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='481515' | fill=47 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='487553' | fill=FF00B0F0 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A21 | value='Total' | fill=FF00B0F0 | rows=[20] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B21 | value='147464' | fill=FF00B0F0 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C21 | value='5169' | fill=FF00B0F0 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D21 | value='10534' | fill=FF00B0F0 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E21 | value='0' | fill=FF00B0F0 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F21 | value='1873' | fill=FF00B0F0 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G21 | value='7395' | fill=FF00B0F0 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H21 | value='177289' | fill=FF00B0F0 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I21 | value='3044007' | fill=FF00B0F0 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J21 | value='3393731' | fill=FF00B0F0 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A22 | value='Increase on 2010' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='20141' | fill=00000000 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='-1715' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='1943' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='0' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='-271' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='-822' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='-21866' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='62789' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='60199' | fill=FF00B0F0 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A23 | value='Percentage change from 2010' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='0.15818822993489' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='-0.24912841371295757' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='0.2261669188685834' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='N/A' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='-0.12639925373134328' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='-0.10003650967506389' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='-0.10979387913936381' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='0.02106152585956478' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='0.01805862370602712' | fill=FF00B0F0 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A24 | value='Percentage of total for 2011' | fill=FF00B0F0 | rows=[23] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B24 | value='0.043451882308880696' | fill=FF00B0F0 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C24 | value='0.001523102449781671' | fill=FF00B0F0 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D24 | value='0.003103958445734208' | fill=FF00B0F0 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E24 | value='0' | fill=FF00B0F0 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F24 | value='0.0005518999590715941' | fill=FF00B0F0 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G24 | value='0.0021790177241507946' | fill=FF00B0F0 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H24 | value='0.05224014513819746' | fill=FF00B0F0 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I24 | value='0.8969499939741836' | fill=FF00B0F0 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J24 | value='1' | fill=FF00B0F0 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A25 | value='2010 Totals' | fill=FF00B0F0 | rows=[24] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B25 | value='127323' | fill=FF00B0F0 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C25 | value='6884' | fill=FF00B0F0 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D25 | value='8591' | fill=FF00B0F0 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E25 | value='0' | fill=FF00B0F0 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F25 | value='2144' | fill=FF00B0F0 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G25 | value='8217' | fill=FF00B0F0 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H25 | value='199155' | fill=FF00B0F0 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I25 | value='2981218' | fill=FF00B0F0 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J25 | value='3333532' | fill=FF00B0F0 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell B26 | value='0.4216582219121364' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell G26 | value='0.07140201987853279' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0.5069397582093308' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell H27 | value='all prod' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell H28 | value='349724' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B29 | value='0.7913456843704226' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell H29 | value='-2590' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B30 | value='0.16589133619052784' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell H30 | value='-0.007351396765385423' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell H32 | value='352314' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False

