=== science-table43.xlsx ===
Cell A1 | value='Quantification of wild-type confetti clone sizes during estrus and diestrus used for Extended Data Figure 6b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9] | col_header=True | row_header=True | metadata=True
Cell A109 | value='4' | fill=00000000 | rows=[108] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A110 | value='5' | fill=00000000 | rows=[109] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A111 | value='5' | fill=00000000 | rows=[110] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A112 | value='5' | fill=00000000 | rows=[111] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A113 | value='5' | fill=00000000 | rows=[112] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A114 | value='5' | fill=00000000 | rows=[113] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A115 | value='6' | fill=00000000 | rows=[114] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A116 | value='6' | fill=00000000 | rows=[115] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A117 | value='6' | fill=00000000 | rows=[116] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A118 | value='6' | fill=00000000 | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A119 | value='6' | fill=00000000 | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A120 | value='6' | fill=00000000 | rows=[119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A121 | value='6' | fill=00000000 | rows=[120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A122 | value='6' | fill=00000000 | rows=[121] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A123 | value='7' | fill=00000000 | rows=[122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A124 | value='7' | fill=00000000 | rows=[123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A125 | value='7' | fill=00000000 | rows=[124] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A126 | value='7' | fill=00000000 | rows=[125] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A127 | value='8' | fill=00000000 | rows=[126] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A128 | value='8' | fill=00000000 | rows=[127] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A129 | value='8' | fill=00000000 | rows=[128] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A130 | value='8' | fill=00000000 | rows=[129] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A131 | value='8' | fill=00000000 | rows=[130] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A132 | value='8' | fill=00000000 | rows=[131] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A133 | value='9' | fill=00000000 | rows=[132] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A134 | value='9' | fill=00000000 | rows=[133] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A135 | value='9' | fill=00000000 | rows=[134] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A136 | value='10' | fill=00000000 | rows=[135] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A137 | value='11' | fill=00000000 | rows=[136] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A138 | value='11' | fill=00000000 | rows=[137] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A139 | value='12' | fill=00000000 | rows=[138] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A140 | value='12' | fill=00000000 | rows=[139] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A141 | value='12' | fill=00000000 | rows=[140] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A142 | value='12' | fill=00000000 | rows=[141] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A143 | value='12' | fill=00000000 | rows=[142] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A144 | value='12' | fill=00000000 | rows=[143] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A145 | value='13' | fill=00000000 | rows=[144] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A146 | value='13' | fill=00000000 | rows=[145] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A147 | value='14' | fill=00000000 | rows=[146] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A148 | value='15' | fill=00000000 | rows=[147] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A149 | value='15' | fill=00000000 | rows=[148] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A150 | value='15' | fill=00000000 | rows=[149] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A151 | value='15' | fill=00000000 | rows=[150] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A152 | value='16' | fill=00000000 | rows=[151] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A153 | value='17' | fill=00000000 | rows=[152] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A154 | value='18' | fill=00000000 | rows=[153] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A155 | value='21' | fill=00000000 | rows=[154] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A156 | value='21' | fill=00000000 | rows=[155] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A157 | value='23' | fill=00000000 | rows=[156] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A158 | value='26' | fill=00000000 | rows=[157] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A159 | value='26' | fill=00000000 | rows=[158] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A160 | value='38' | fill=00000000 | rows=[159] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A161 | value='40' | fill=00000000 | rows=[160] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A162 | value='4' | fill=00000000 | rows=[161] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A163 | value='5' | fill=00000000 | rows=[162] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A164 | value='5' | fill=00000000 | rows=[163] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A165 | value='5' | fill=00000000 | rows=[164] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A166 | value='16' | fill=00000000 | rows=[165] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A167 | value='20' | fill=00000000 | rows=[166] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A168 | value='26' | fill=00000000 | rows=[167] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A169 | value='53' | fill=00000000 | rows=[168] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A170 | value='1' | fill=00000000 | rows=[169] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A171 | value='1' | fill=00000000 | rows=[170] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A172 | value='1' | fill=00000000 | rows=[171] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A173 | value='1' | fill=00000000 | rows=[172] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A174 | value='2' | fill=00000000 | rows=[173] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A175 | value='3' | fill=00000000 | rows=[174] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A176 | value='3' | fill=00000000 | rows=[175] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A177 | value='3' | fill=00000000 | rows=[176] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A178 | value='3' | fill=00000000 | rows=[177] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A179 | value='3' | fill=00000000 | rows=[178] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A180 | value='3' | fill=00000000 | rows=[179] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A181 | value='4' | fill=00000000 | rows=[180] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A182 | value='4' | fill=00000000 | rows=[181] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A183 | value='4' | fill=00000000 | rows=[182] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A184 | value='4' | fill=00000000 | rows=[183] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A185 | value='4' | fill=00000000 | rows=[184] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A186 | value='4' | fill=00000000 | rows=[185] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A187 | value='5' | fill=00000000 | rows=[186] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A188 | value='5' | fill=00000000 | rows=[187] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A189 | value='5' | fill=00000000 | rows=[188] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A190 | value='5' | fill=00000000 | rows=[189] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A191 | value='5' | fill=00000000 | rows=[190] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A192 | value='5' | fill=00000000 | rows=[191] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A193 | value='5' | fill=00000000 | rows=[192] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A194 | value='5' | fill=00000000 | rows=[193] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A195 | value='6' | fill=00000000 | rows=[194] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A196 | value='6' | fill=00000000 | rows=[195] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A197 | value='6' | fill=00000000 | rows=[196] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A198 | value='6' | fill=00000000 | rows=[197] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A199 | value='6' | fill=00000000 | rows=[198] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A200 | value='6' | fill=00000000 | rows=[199] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A201 | value='7' | fill=00000000 | rows=[200] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A202 | value='7' | fill=00000000 | rows=[201] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A203 | value='7' | fill=00000000 | rows=[202] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A204 | value='7' | fill=00000000 | rows=[203] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A205 | value='8' | fill=00000000 | rows=[204] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A206 | value='9' | fill=00000000 | rows=[205] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A207 | value='9' | fill=00000000 | rows=[206] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A208 | value='9' | fill=00000000 | rows=[207] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A209 | value='10' | fill=00000000 | rows=[208] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A210 | value='10' | fill=00000000 | rows=[209] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A211 | value='10' | fill=00000000 | rows=[210] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A212 | value='10' | fill=00000000 | rows=[211] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A213 | value='11' | fill=00000000 | rows=[212] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A214 | value='13' | fill=00000000 | rows=[213] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A215 | value='13' | fill=00000000 | rows=[214] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A216 | value='14' | fill=00000000 | rows=[215] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A217 | value='14' | fill=00000000 | rows=[216] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A218 | value='15' | fill=00000000 | rows=[217] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A219 | value='16' | fill=00000000 | rows=[218] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A220 | value='16' | fill=00000000 | rows=[219] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A221 | value='17' | fill=00000000 | rows=[220] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A222 | value='18' | fill=00000000 | rows=[221] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A223 | value='29' | fill=00000000 | rows=[222] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A224 | value='1' | fill=00000000 | rows=[223] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A225 | value='1' | fill=00000000 | rows=[224] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A226 | value='2' | fill=00000000 | rows=[225] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A227 | value='2' | fill=00000000 | rows=[226] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A228 | value='2' | fill=00000000 | rows=[227] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A229 | value='2' | fill=00000000 | rows=[228] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A230 | value='2' | fill=00000000 | rows=[229] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A231 | value='2' | fill=00000000 | rows=[230] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A232 | value='2' | fill=00000000 | rows=[231] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A233 | value='2' | fill=00000000 | rows=[232] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A234 | value='2' | fill=00000000 | rows=[233] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A235 | value='2' | fill=00000000 | rows=[234] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A236 | value='3' | fill=00000000 | rows=[235] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A237 | value='3' | fill=00000000 | rows=[236] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A238 | value='3' | fill=00000000 | rows=[237] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A239 | value='3' | fill=00000000 | rows=[238] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A240 | value='3' | fill=00000000 | rows=[239] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A241 | value='3' | fill=00000000 | rows=[240] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A242 | value='3' | fill=00000000 | rows=[241] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A243 | value='4' | fill=00000000 | rows=[242] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A244 | value='4' | fill=00000000 | rows=[243] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A245 | value='4' | fill=00000000 | rows=[244] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A246 | value='4' | fill=00000000 | rows=[245] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A247 | value='4' | fill=00000000 | rows=[246] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A248 | value='4' | fill=00000000 | rows=[247] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A249 | value='4' | fill=00000000 | rows=[248] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A250 | value='4' | fill=00000000 | rows=[249] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A251 | value='4' | fill=00000000 | rows=[250] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A252 | value='4' | fill=00000000 | rows=[251] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A253 | value='5' | fill=00000000 | rows=[252] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A254 | value='5' | fill=00000000 | rows=[253] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A255 | value='5' | fill=00000000 | rows=[254] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A256 | value='5' | fill=00000000 | rows=[255] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A257 | value='5' | fill=00000000 | rows=[256] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A258 | value='6' | fill=00000000 | rows=[257] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A259 | value='6' | fill=00000000 | rows=[258] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A260 | value='6' | fill=00000000 | rows=[259] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A261 | value='6' | fill=00000000 | rows=[260] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A262 | value='6' | fill=00000000 | rows=[261] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A263 | value='6' | fill=00000000 | rows=[262] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A264 | value='6' | fill=00000000 | rows=[263] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A265 | value='6' | fill=00000000 | rows=[264] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A266 | value='7' | fill=00000000 | rows=[265] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A267 | value='7' | fill=00000000 | rows=[266] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A268 | value='7' | fill=00000000 | rows=[267] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A269 | value='7' | fill=00000000 | rows=[268] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A270 | value='8' | fill=00000000 | rows=[269] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A271 | value='8' | fill=00000000 | rows=[270] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A272 | value='8' | fill=00000000 | rows=[271] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A273 | value='8' | fill=00000000 | rows=[272] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A274 | value='8' | fill=00000000 | rows=[273] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A275 | value='8' | fill=00000000 | rows=[274] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A276 | value='9' | fill=00000000 | rows=[275] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A277 | value='9' | fill=00000000 | rows=[276] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A278 | value='9' | fill=00000000 | rows=[277] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A279 | value='10' | fill=00000000 | rows=[278] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A280 | value='11' | fill=00000000 | rows=[279] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A281 | value='11' | fill=00000000 | rows=[280] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A282 | value='12' | fill=00000000 | rows=[281] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A283 | value='12' | fill=00000000 | rows=[282] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A284 | value='12' | fill=00000000 | rows=[283] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A285 | value='12' | fill=00000000 | rows=[284] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A286 | value='12' | fill=00000000 | rows=[285] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A287 | value='12' | fill=00000000 | rows=[286] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A288 | value='13' | fill=00000000 | rows=[287] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A289 | value='13' | fill=00000000 | rows=[288] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A290 | value='14' | fill=00000000 | rows=[289] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A291 | value='15' | fill=00000000 | rows=[290] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A292 | value='15' | fill=00000000 | rows=[291] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A293 | value='15' | fill=00000000 | rows=[292] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A294 | value='15' | fill=00000000 | rows=[293] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A295 | value='16' | fill=00000000 | rows=[294] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A296 | value='17' | fill=00000000 | rows=[295] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A297 | value='18' | fill=00000000 | rows=[296] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A298 | value='21' | fill=00000000 | rows=[297] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A299 | value='21' | fill=00000000 | rows=[298] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A300 | value='23' | fill=00000000 | rows=[299] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A301 | value='26' | fill=00000000 | rows=[300] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A302 | value='26' | fill=00000000 | rows=[301] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A303 | value='38' | fill=00000000 | rows=[302] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A304 | value='40' | fill=00000000 | rows=[303] | cols=[0] | col_header=False | row_header=False | metadata=False

