=== transport-table01.xlsx ===
Cell A1 | value='Department for Transport statistics' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell N22 | value='3979900' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='14747800' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='3973000' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='13187800' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='3641000' | fill=00000000 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A23 | value='2011' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='Public Transport / Walking' | fill=FF00B050 | rows=[22] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C23 | value='30334300' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='744900' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='1444900' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='282700' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='1412100' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='235400' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='1639800' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K23 | value='13416900' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='3783500' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='6495000' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='1976600' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='12156200' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='3455300' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='7426800' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='2207300' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B24 | value='Public Transport / Walking7 (revised)' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C24 | value='31207000' | fill=None | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='764800' | fill=None | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='1688400' | fill=None | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='327000' | fill=None | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='1576400' | fill=None | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='262300' | fill=None | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='1742300' | fill=None | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='0' | fill=None | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='14612900' | fill=None | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='4108500' | fill=None | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='7375700' | fill=None | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='2238900' | fill=None | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='13287200' | fill=None | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='3739100' | fill=None | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='8224200' | fill=None | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='2450400' | fill=None | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B25 | value='Cycle' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='21905200' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='547800' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='1983400' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='368600' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='1479300' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='249100' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='1269300' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='..' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='13269600' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='3674300' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='6755200' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='2119800' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='13339800' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='3693100' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='9930500' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='2966600' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Car (new method)5' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='33406500' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='808100' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='1924700' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='357700' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='2118800' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='336000' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='2195600' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K26 | value='16904900' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='4549700' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='14127600' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='3911200' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='14908200' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='4014500' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='13543100' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='3738000' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A27 | value='2012' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='Public Transport / Walking6' | fill=FF00B050 | rows=[26] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell B28 | value='Cycle' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='22522300' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='807300' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='2050400' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='398400' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='1425800' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='253200' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='1249000' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='..' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='13027200' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='3620900' | fill=00000000 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='6892400' | fill=00000000 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='2158500' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='13171400' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='3648500' | fill=00000000 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='9726000' | fill=00000000 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='2909500' | fill=00000000 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Car (new method)' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='34208600' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='1186300' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='2013600' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='388000' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='2049800' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='344200' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='2157100' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='..' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='16698000' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='4495100' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='14165800' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='3920800' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='14711900' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='3965100' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='13278200' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='3670100' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A30 | value='2013' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B30 | value='Public Transport / Walking6' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C30 | value='32600800' | fill=00000000 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='1121700' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='1770500' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='353900' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='1520700' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='267000' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='1752400' | fill=00000000 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='..' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='14713900' | fill=00000000 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='4113800' | fill=00000000 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='7477600' | fill=00000000 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='2245700' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='13282500' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='3711300' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='8076800' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='2384900' | fill=00000000 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Cycle' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='23014000' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='811000' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='2050700' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='398400' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='1429500' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='254000' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='1291500' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='..' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='13198000' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='3649100' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='7049100' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='2193900' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='13426200' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='3685100' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='9851400' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='2916900' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Car (new method)' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='34978400' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='1188300' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='2019500' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='391900' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='2056000' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='345200' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='2199000' | fill=00000000 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='..' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='16997700' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='4542600' | fill=00000000 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='14520100' | fill=00000000 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='3998100' | fill=00000000 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='14989000' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='4010500' | fill=00000000 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='13574000' | fill=00000000 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='3718300' | fill=00000000 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A33 | value='Percentage of people with reasonable access' | fill=FFFFFF00 | rows=[32] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A34 | value='2007' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='Public Transport / Walking' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='80.84' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='82.76' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='44.16' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='46.79' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='49.97' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='52.71' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='61.96' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='..' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='59.73' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='63.3' | fill=00000000 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='36.23' | fill=00000000 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='40.21' | fill=00000000 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='52.29' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='55.26' | fill=00000000 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='..' | fill=00000000 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='..' | fill=00000000 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Cycle' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='57.38' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='60.53' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='58.73' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='59.75' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='49.82' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='53.74' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='45.71' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='..' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='56.06' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='59.14' | fill=00000000 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='35.89' | fill=00000000 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='41.03' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='58.5' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='60.79' | fill=00000000 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='..' | fill=00000000 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='..' | fill=00000000 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Car' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='89.43' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='89.52' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='58.56' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='58.56' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='75.16' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='75.42' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='84.43' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='..' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='75.83' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='75.91' | fill=00000000 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='73.68' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='74.68' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='66.89' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='66.98' | fill=00000000 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='..' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='..' | fill=00000000 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A37 | value='2008' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='Public Transport / Walking' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='81.43' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='82.61' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='44.12' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='46.71' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='49.54' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='52.23' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='61.49' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='..' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='59.63' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='63.2' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='35.92' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='39.88' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='52.26' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='55.17' | fill=00000000 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='..' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='..' | fill=00000000 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Cycle' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C38 | value='58.15' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='60.34' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='58.74' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='59.74' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='57.07' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='62.33' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='45.35' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='..' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='56.06' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='59.14' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='35.87' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='41' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='58.54' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='60.81' | fill=00000000 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='..' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='..' | fill=00000000 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Car' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C39 | value='89.47' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='89.52' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='58.55' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='58.56' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='74.94' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='75.31' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='84.18' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='..' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
