=== transport-table03.xlsx ===
Cell A1 | value='Department for Transport statistics' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B23 | value='Public Transport / Walking' | fill=FF00B050 | rows=[22] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C23 | value='877200' | fill=9 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='901500' | fill=9 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='603300' | fill=9 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='610700' | fill=9 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='405500' | fill=9 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='444900' | fill=9 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='..' | fill=9 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='..' | fill=9 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='4206300' | fill=9 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='5687100' | fill=9 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='5893800' | fill=9 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='5992000' | fill=9 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='3862500' | fill=9 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='5667700' | fill=9 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='2700700' | fill=9 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='3161300' | fill=9 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Revised' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='Public Transport / Walking6' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C24 | value='887600' | fill=9 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='903000' | fill=9 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='608900' | fill=9 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='611600' | fill=9 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='428200' | fill=9 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='446400' | fill=9 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='..' | fill=9 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='..' | fill=9 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='5893100' | fill=9 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='5996800' | fill=9 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='4555800' | fill=9 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='5762000' | fill=9 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='5941800' | fill=9 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='5998000' | fill=9 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='4360500' | fill=9 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='5748300' | fill=9 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B25 | value='Cycle' | fill=FF00B050 | rows=[24] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='890000' | fill=9 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='903300' | fill=9 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='610900' | fill=9 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='610900' | fill=9 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='436900' | fill=9 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='447300' | fill=9 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='..' | fill=9 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='..' | fill=9 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='5246500' | fill=9 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='5833100' | fill=9 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='5932300' | fill=9 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='5997200' | fill=9 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='5180500' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='5786200' | fill=9 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='3028700' | fill=9 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='3196900' | fill=9 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Car (New method)4' | fill=FF00B050 | rows=[25] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C26 | value='903400' | fill=9 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='903500' | fill=9 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='610900' | fill=9 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='610900' | fill=9 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='448200' | fill=9 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='448300' | fill=9 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='..' | fill=9 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='..' | fill=9 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='5969400' | fill=9 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='5998900' | fill=9 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='5997600' | fill=9 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='5999000' | fill=9 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='5898300' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='5994900' | fill=9 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='3228300' | fill=9 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='3244300' | fill=9 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A27 | value='2012' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='Public Transport / Walking5' | fill=FF00B050 | rows=[26] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell B28 | value='Cycle' | fill=FF00B050 | rows=[27] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C28 | value='1309000' | fill=9 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='1326300' | fill=9 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='662300' | fill=9 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='663800' | fill=9 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='447600' | fill=9 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='458700' | fill=9 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='..' | fill=9 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='..' | fill=9 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='5306500' | fill=9 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='5815100' | fill=9 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='5864700' | fill=9 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='5925100' | fill=9 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='5145500' | fill=9 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='5727500' | fill=9 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='3054800' | fill=9 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='3210000' | fill=9 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B29 | value='car (new method)' | fill=FF00B050 | rows=[28] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C29 | value='1325900' | fill=9 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='1326000' | fill=9 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='662800' | fill=9 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='662800' | fill=9 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='459900' | fill=9 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='460000' | fill=9 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='..' | fill=9 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='..' | fill=9 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='5909800' | fill=9 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='5925800' | fill=9 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='5924900' | fill=9 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='5925800' | fill=9 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='5840600' | fill=9 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='5922100' | fill=9 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='3235600' | fill=9 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='3248000' | fill=9 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A30 | value='2013' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B30 | value='Public Transport / Walking' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C30 | value='1308700' | fill=9 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='1325900' | fill=9 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='660700' | fill=9 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='663500' | fill=9 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='441800' | fill=9 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='458300' | fill=9 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='..' | fill=9 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='..' | fill=9 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='5874300' | fill=9 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='5977900' | fill=9 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='4706300' | fill=9 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='5837700' | fill=9 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='5932100' | fill=9 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='5979500' | fill=9 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='4329700' | fill=9 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='5719300' | fill=9 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Cycle' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='1309000' | fill=9 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='1326300' | fill=9 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='663700' | fill=9 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='664700' | fill=9 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='447900' | fill=9 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='458900' | fill=9 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='..' | fill=9 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='..' | fill=9 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='5911200' | fill=9 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='5980100' | fill=9 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='5385700' | fill=9 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='5868400' | fill=9 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='5926200' | fill=9 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='5978200' | fill=9 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='5157100' | fill=9 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='5739300' | fill=9 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B32 | value='car (new method)' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='1331800' | fill=9 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='1328100' | fill=9 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='665300' | fill=9 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='664900' | fill=9 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='460600' | fill=9 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='460700' | fill=9 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='..' | fill=9 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='..' | fill=9 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='5986800' | fill=9 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='5987300' | fill=9 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='5977100' | fill=9 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='5987700' | fill=9 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='5985700' | fill=9 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='5986900' | fill=9 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='5875600' | fill=9 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='5944700' | fill=9 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A33 | value='Percentage of people with access' | fill=FFFFFF00 | rows=[32] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A34 | value='2007' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='Public Transport / Walking' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='97.64' | fill=9 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='99.65' | fill=9 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='99.09' | fill=9 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='99.92' | fill=9 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='93.04' | fill=9 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='99.52' | fill=9 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='..' | fill=9 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='..' | fill=9 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='94.78' | fill=9 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='99.6' | fill=9 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='84.25' | fill=9 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='98.6' | fill=9 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='98.12' | fill=9 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='99.83' | fill=9 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='..' | fill=9 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='..' | fill=9 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Cycle' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='98.32' | fill=9 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='99.65' | fill=9 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='99.78' | fill=9 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='99.99' | fill=9 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='97.62' | fill=9 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='99.69' | fill=9 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='..' | fill=9 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='..' | fill=9 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='97.52' | fill=9 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='99.67' | fill=9 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='92.91' | fill=9 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='99.09' | fill=9 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='98.56' | fill=9 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='99.78' | fill=9 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='..' | fill=9 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='..' | fill=9 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Car' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='100' | fill=9 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='100' | fill=9 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='100' | fill=9 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='100' | fill=9 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='100' | fill=9 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='100' | fill=9 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='..' | fill=9 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='..' | fill=9 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='99.99' | fill=9 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='100' | fill=9 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='99.99' | fill=9 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='100' | fill=9 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='100' | fill=9 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='100' | fill=9 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='..' | fill=9 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='..' | fill=9 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A37 | value='2008' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='Public Transport / Walking' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='98.32' | fill=9 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='99.8' | fill=9 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='99.08' | fill=9 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='99.92' | fill=9 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='92.35' | fill=9 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='99.48' | fill=9 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='..' | fill=9 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='..' | fill=9 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='94.64' | fill=9 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='99.61' | fill=9 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='84' | fill=9 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='98.51' | fill=9 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='98.1' | fill=9 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='99.82' | fill=9 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='..' | fill=9 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='..' | fill=9 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Cycle' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C38 | value='98.52' | fill=9 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='99.84' | fill=9 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='99.78' | fill=9 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='99.99' | fill=9 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='97.55' | fill=9 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='99.7' | fill=9 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='..' | fill=9 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='..' | fill=9 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='97.52' | fill=9 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='99.67' | fill=9 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='92.9' | fill=9 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='99.09' | fill=9 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='98.57' | fill=9 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='99.78' | fill=9 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='..' | fill=9 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='..' | fill=9 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Car' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C39 | value='100' | fill=9 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='100' | fill=9 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='100' | fill=9 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='100' | fill=9 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='100' | fill=9 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='100' | fill=9 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='..' | fill=9 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='..' | fill=9 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='99.99' | fill=9 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='100' | fill=9 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='99.99' | fill=9 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='100' | fill=9 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='99.99' | fill=9 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='100' | fill=9 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='..' | fill=9 | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='..' | fill=9 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A40 | value='2009' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B40 | value='Public Transport / Walking' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C40 | value='98.4' | fill=9 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='99.8' | fill=9 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='99.2' | fill=9 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
