=== energy-table03.xlsx ===
Cell C2 | value='Hour' | fill=FFFFFF00 | rows=[1, 2] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell O81 | value='0.0523248363300383' | fill=00000000 | rows=[80] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C82 | value='3' | fill=FF00B050 | rows=[81] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D82 | value='1328.7475334721' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='1428.32069660549' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='1611.88365720889' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='57.1880682070286' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='3.54859591065547' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='4.15179652329538' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='4.54626824066515' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='0.230601550400861' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='0.822939678811525' | fill=00000000 | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='0.905957292923823' | fill=00000000 | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='1.03654514828395' | fill=00000000 | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='0.0523393786833261' | fill=00000000 | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C83 | value='4' | fill=FF00B050 | rows=[82] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D83 | value='1333.82705975385' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='1426.42519434467' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='1609.20091523604' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='60.3374804871174' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='3.57587996640824' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='4.15983795664036' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='4.57895078439719' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='0.225630475432457' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='0.825378191664208' | fill=00000000 | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M83 | value='0.90292058797036' | fill=00000000 | rows=[82] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N83 | value='1.03008758649659' | fill=00000000 | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='0.0558787830891898' | fill=00000000 | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C84 | value='5' | fill=FF00B050 | rows=[83] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D84 | value='1312.7544626251' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='1413.98804839098' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='1588.14090901676' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='67.1041090233587' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='3.56975250809594' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='4.08134513257689' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='4.49989179729271' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='0.257483845424407' | fill=00000000 | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L84 | value='0.7932905884144' | fill=00000000 | rows=[83] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M84 | value='0.890596753904982' | fill=00000000 | rows=[83] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N84 | value='1.01725999834427' | fill=00000000 | rows=[83] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O84 | value='0.0607512434449559' | fill=00000000 | rows=[83] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C85 | value='6' | fill=FF00B050 | rows=[84] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D85 | value='1237.79399259405' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='1357.14740063925' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='1524.16996558556' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='75.3725468934645' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='3.21610335394628' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='3.7719733580042' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='4.43100079072838' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='0.292594803612854' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='0.720184712482493' | fill=00000000 | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='0.840020876823965' | fill=00000000 | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='1.00351473787259' | fill=00000000 | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='0.0709322128635656' | fill=00000000 | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C86 | value='7' | fill=FF00B050 | rows=[85] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D86 | value='1168.41995379744' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='1292.0492161778' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='1489.96142599868' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='84.5922372424349' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='2.81422960737102' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='3.39948734470215' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='4.32818281228657' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='0.362628148502323' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='0.651943748091266' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='0.7784582693506' | fill=00000000 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='0.985616905711659' | fill=00000000 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='0.0813356237394078' | fill=00000000 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C87 | value='8' | fill=FF00B050 | rows=[86] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D87 | value='1178.84408506135' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='1282.95796515632' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='1468.82874037187' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='74.8392234383554' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='2.83602789129277' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='3.33180120174695' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='4.179260176144' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='0.294360404067375' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='0.664159031010339' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='0.769660066811644' | fill=00000000 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='0.961064991419284' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='0.0680161228724195' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C88 | value='9' | fill=FF00B050 | rows=[87] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D88 | value='1179.85421750521' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='1278.43431292789' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='1431.03462889153' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='61.1522352139893' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='2.81473194652316' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='3.24899501212218' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='3.88449011027696' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='0.220558219681765' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='0.66604192431683' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='0.767193247753323' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='0.92059129512109' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='0.0550784126946125' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C89 | value='10' | fill=FF00B050 | rows=[88] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D89 | value='1171.06577017158' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='1270.4594574729' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='1405.55762897892' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='57.3510199743679' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='2.72228657034006' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='3.16351126693642' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='3.67044206811447' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='0.199427698656571' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='0.65114600358958' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='0.756201006328627' | fill=00000000 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='0.892177001782593' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='0.0515217376863074' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C90 | value='11' | fill=FF00B050 | rows=[89] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D90 | value='1159.72218191445' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='1261.15845136442' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='1381.13260041375' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='58.0109834221017' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='2.69254419641878' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='3.10036588006318' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='3.55650560501355' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='0.197579664663976' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='0.643816367499345' | fill=00000000 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='0.747949350466932' | fill=00000000 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='0.871085811108942' | fill=00000000 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='0.0508396856852722' | fill=00000000 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C91 | value='12' | fill=FF00B050 | rows=[90] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D91 | value='1152.69726065547' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='1257.30756301501' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='1383.27895447441' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='60.1548583461529' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='2.61890419455668' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='3.0557170375522' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='3.61704899222531' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='0.224748369503497' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='0.612958597215289' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='0.741462293882392' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='0.844891579237339' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='0.0524062566016153' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C92 | value='13' | fill=FF00B050 | rows=[91] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D92 | value='1161.99403214276' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='1258.85150193597' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='1398.04792386973' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='62.9050408459787' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='2.60898108585194' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='3.02997774387958' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='3.63264076206813' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='0.255289797083689' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L92 | value='0.619113892019529' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='0.73909111303627' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='0.831978304571793' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='0.054069020379015' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C93 | value='14' | fill=FF00B050 | rows=[92] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D93 | value='1156.32378805879' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='1255.85680483726' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='1402.43718576943' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='64.7662644356438' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='2.54052220284678' | fill=00000000 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I93 | value='2.98591446797011' | fill=00000000 | rows=[92] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J93 | value='3.65787835822889' | fill=00000000 | rows=[92] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K93 | value='0.29273017242058' | fill=00000000 | rows=[92] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L93 | value='0.622389901482514' | fill=00000000 | rows=[92] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M93 | value='0.736357068950069' | fill=00000000 | rows=[92] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N93 | value='0.831869223298092' | fill=00000000 | rows=[92] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O93 | value='0.0572039208666696' | fill=00000000 | rows=[92] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C94 | value='15' | fill=FF00B050 | rows=[93] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D94 | value='1158.60608962668' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E94 | value='1255.63038382938' | fill=00000000 | rows=[93] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F94 | value='1395.23125435435' | fill=00000000 | rows=[93] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G94 | value='66.6453329321235' | fill=00000000 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H94 | value='2.45274777353604' | fill=00000000 | rows=[93] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I94 | value='2.96618320524899' | fill=00000000 | rows=[93] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J94 | value='3.65999555325103' | fill=00000000 | rows=[93] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K94 | value='0.327769146321989' | fill=00000000 | rows=[93] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L94 | value='0.622373762733251' | fill=00000000 | rows=[93] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M94 | value='0.736573736376492' | fill=00000000 | rows=[93] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N94 | value='0.831380158640506' | fill=00000000 | rows=[93] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O94 | value='0.0586757752445661' | fill=00000000 | rows=[93] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C95 | value='16' | fill=FF00B050 | rows=[94] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D95 | value='1153.60551809557' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E95 | value='1252.56091227604' | fill=00000000 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F95 | value='1393.78280386796' | fill=00000000 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='69.4836538218157' | fill=00000000 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H95 | value='2.39742435048744' | fill=00000000 | rows=[94] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I95 | value='2.9395312735772' | fill=00000000 | rows=[94] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J95 | value='3.61390864360177' | fill=00000000 | rows=[94] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K95 | value='0.348209554362927' | fill=00000000 | rows=[94] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L95 | value='0.618772105820435' | fill=00000000 | rows=[94] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M95 | value='0.732945605290488' | fill=00000000 | rows=[94] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N95 | value='0.82459075893262' | fill=00000000 | rows=[94] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O95 | value='0.0601687448782276' | fill=00000000 | rows=[94] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C96 | value='17' | fill=FF00B050 | rows=[95] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D96 | value='1152.49515721605' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E96 | value='1250.21082747408' | fill=00000000 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F96 | value='1358.87126897234' | fill=00000000 | rows=[95] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G96 | value='65.8735583493348' | fill=00000000 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H96 | value='2.36558874136446' | fill=00000000 | rows=[95] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I96 | value='2.91928593656705' | fill=00000000 | rows=[95] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J96 | value='3.67734140191607' | fill=00000000 | rows=[95] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K96 | value='0.347322593729966' | fill=00000000 | rows=[95] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L96 | value='0.620789877219015' | fill=00000000 | rows=[95] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M96 | value='0.730086770605748' | fill=00000000 | rows=[95] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N96 | value='0.837406247189913' | fill=00000000 | rows=[95] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O96 | value='0.0591606526566766' | fill=00000000 | rows=[95] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C97 | value='18' | fill=FF00B050 | rows=[96] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D97 | value='1134.02968460933' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E97 | value='1251.14199523991' | fill=00000000 | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F97 | value='1408.50713840677' | fill=00000000 | rows=[96] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G97 | value='66.9338535717825' | fill=00000000 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H97 | value='2.39434505420254' | fill=00000000 | rows=[96] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I97 | value='2.9441669406067' | fill=00000000 | rows=[96] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J97 | value='3.71021908931168' | fill=00000000 | rows=[96] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K97 | value='0.345500869509816' | fill=00000000 | rows=[96] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L97 | value='0.622823047321457' | fill=00000000 | rows=[96] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M97 | value='0.733452359220068' | fill=00000000 | rows=[96] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N97 | value='0.850561570440959' | fill=00000000 | rows=[96] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O97 | value='0.0584642517578831' | fill=00000000 | rows=[96] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C98 | value='19' | fill=FF00B050 | rows=[97] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D98 | value='1157.77702815779' | fill=00000000 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='1250.29707993793' | fill=00000000 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F98 | value='1405.11194426831' | fill=00000000 | rows=[97] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G98 | value='64.509028884928' | fill=00000000 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H98 | value='2.45571038520769' | fill=00000000 | rows=[97] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I98 | value='2.97799481224504' | fill=00000000 | rows=[97] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J98 | value='3.73142553594911' | fill=00000000 | rows=[97] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K98 | value='0.308442180290937' | fill=00000000 | rows=[97] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L98 | value='0.626338950542424' | fill=00000000 | rows=[97] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M98 | value='0.735917683040717' | fill=00000000 | rows=[97] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N98 | value='0.849133608427515' | fill=00000000 | rows=[97] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O98 | value='0.0560455894551372' | fill=00000000 | rows=[97] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C99 | value='20' | fill=FF00B050 | rows=[98] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D99 | value='1160.36351461295' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='1243.53442924122' | fill=00000000 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='1381.1325228218' | fill=00000000 | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G99 | value='59.1102502240098' | fill=00000000 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H99 | value='2.48880632157633' | fill=00000000 | rows=[98] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I99 | value='2.95737414984617' | fill=00000000 | rows=[98] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J99 | value='3.58849060203541' | fill=00000000 | rows=[98] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K99 | value='0.259967944812763' | fill=00000000 | rows=[98] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L99 | value='0.622959389860793' | fill=00000000 | rows=[98] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M99 | value='0.730835947561733' | fill=00000000 | rows=[98] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N99 | value='0.827489276709026' | fill=00000000 | rows=[98] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O99 | value='0.052111402645738' | fill=00000000 | rows=[98] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C100 | value='21' | fill=FF00B050 | rows=[99] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D100 | value='1121.99038494249' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='1231.99285627625' | fill=00000000 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='1362.11206899086' | fill=00000000 | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G100 | value='62.4063830750257' | fill=00000000 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H100 | value='2.46539984222089' | fill=00000000 | rows=[99] | cols=[7] | col_header=False | row_header=False | metadata=False
